player_name,draft_year,college,season,cfbd_name,player_rec_yards,player_rec_tds,player_receptions,team_rec_yards,team_rec_tds,dominator_rating
Isaiah Hodgins,2020,Oregon State,2017,Isaiah Hodgins,275.0,2.0,31.0,2355.0,11.0,14.9
Isaiah Hodgins,2020,Oregon State,2018,Isaiah Hodgins,876.0,5.0,59.0,2990.0,17.0,29.4
Isaiah Hodgins,2020,Oregon State,2019,Isaiah Hodgins,1171.0,13.0,86.0,3061.0,30.0,40.8
Dezmon Patmon,2020,Washington State,2017,Dezmon Patmon,379.0,0.0,35.0,4769.0,37.0,4.0
Dezmon Patmon,2020,Washington State,2018,Dezmon Patmon,816.0,5.0,61.0,4856.0,39.0,14.8
Dezmon Patmon,2020,Washington State,2019,Dezmon Patmon,762.0,8.0,58.0,5679.0,50.0,14.7
Freddie Swain,2020,Florida,2017,Freddie Swain,96.0,1.0,8.0,1975.0,10.0,7.4
Freddie Swain,2020,Florida,2018,Freddie Swain,271.0,5.0,15.0,2776.0,28.0,13.8
Freddie Swain,2020,Florida,2019,Freddie Swain,517.0,7.0,38.0,3910.0,33.0,17.2
Jauan Jennings,2020,Tennessee,2017,Jauan Jennings,17.0,0.0,3.0,2084.0,11.0,0.4
Jauan Jennings,2020,Tennessee,2018,Jauan Jennings,438.0,3.0,30.0,2356.0,15.0,19.3
Jauan Jennings,2020,Tennessee,2019,Jauan Jennings,969.0,8.0,59.0,2878.0,19.0,37.9
K.J. Hill,2020,Ohio State,2017,K.J. Hill,549.0,3.0,56.0,3679.0,39.0,11.3
K.J. Hill,2020,Ohio State,2018,K.J. Hill,885.0,6.0,70.0,5020.0,50.0,14.8
K.J. Hill,2020,Ohio State,2019,K.J. Hill,636.0,10.0,57.0,3684.0,48.0,19.0
Tyrie Cleveland,2020,Florida,2017,Tyrie Cleveland,410.0,2.0,22.0,1975.0,10.0,20.4
Tyrie Cleveland,2020,Florida,2018,Tyrie Cleveland,212.0,3.0,18.0,2776.0,28.0,9.2
Tyrie Cleveland,2020,Florida,2019,Tyrie Cleveland,351.0,1.0,25.0,3910.0,33.0,6.0
Ja'Marr Chase,2021,LSU,2018,Ja'Marr Chase,313.0,3.0,23.0,2969.0,17.0,14.1
Ja'Marr Chase,2021,LSU,2019,Ja'Marr Chase,1780.0,20.0,84.0,6024.0,61.0,31.2
Jaylen Waddle,2021,Alabama,2018,Jaylen Waddle,848.0,7.0,45.0,4854.0,52.0,15.5
Jaylen Waddle,2021,Alabama,2019,Jaylen Waddle,560.0,6.0,33.0,4449.0,49.0,12.4
Jaylen Waddle,2021,Alabama,2020,Jaylen Waddle,591.0,4.0,28.0,4656.0,42.0,11.1
DeVonta Smith,2021,Alabama,2017,DeVonta Smith,160.0,3.0,8.0,2708.0,28.0,8.3
DeVonta Smith,2021,Alabama,2018,DeVonta Smith,693.0,6.0,42.0,4854.0,52.0,12.9
DeVonta Smith,2021,Alabama,2019,DeVonta Smith,1256.0,14.0,68.0,4449.0,49.0,28.4
DeVonta Smith,2021,Alabama,2020,DeVonta Smith,1856.0,23.0,117.0,4656.0,42.0,47.3
Kadarius Toney,2021,Florida,2017,Kadarius Toney,152.0,0.0,15.0,1975.0,10.0,3.8
Kadarius Toney,2021,Florida,2018,Kadarius Toney,260.0,1.0,25.0,2776.0,28.0,6.5
Kadarius Toney,2021,Florida,2019,Kadarius Toney,194.0,1.0,10.0,3910.0,33.0,4.0
Kadarius Toney,2021,Florida,2020,Kadarius Toney,984.0,10.0,70.0,4543.0,46.0,21.7
Rashod Bateman,2021,Minnesota,2018,Rashod Bateman,704.0,6.0,51.0,2714.0,20.0,28.0
Rashod Bateman,2021,Minnesota,2019,Rashod Bateman,1219.0,11.0,60.0,3293.0,31.0,36.3
Rashod Bateman,2021,Minnesota,2020,Rashod Bateman,472.0,2.0,36.0,1394.0,7.0,31.2
Elijah Moore,2021,Ole Miss,2018,Elijah Moore,398.0,2.0,36.0,4157.0,21.0,9.5
Elijah Moore,2021,Ole Miss,2019,Elijah Moore,850.0,6.0,67.0,2328.0,11.0,45.5
Elijah Moore,2021,Ole Miss,2020,Elijah Moore,1193.0,8.0,86.0,3450.0,30.0,30.6
Rondale Moore,2021,Purdue,2018,Rondale Moore,1258.0,12.0,114.0,3998.0,28.0,37.2
Rondale Moore,2021,Purdue,2019,Rondale Moore,387.0,2.0,29.0,3719.0,29.0,8.7
Rondale Moore,2021,Purdue,2020,Rondale Moore,270.0,0.0,35.0,1854.0,15.0,7.3
D'Wayne Eskridge,2021,Western Michigan,2017,D'Wayne Eskridge,506.0,3.0,30.0,1978.0,19.0,20.7
D'Wayne Eskridge,2021,Western Michigan,2018,D'Wayne Eskridge,776.0,3.0,38.0,3101.0,20.0,20.0
D'Wayne Eskridge,2021,Western Michigan,2019,D'Wayne Eskridge,73.0,0.0,3.0,3128.0,21.0,1.2
D'Wayne Eskridge,2021,Western Michigan,2020,D'Wayne Eskridge,768.0,8.0,33.0,1704.0,18.0,44.8
Terrace Marshall Jr.,2021,LSU,2018,Terrace Marshall Jr.,192.0,0.0,12.0,2969.0,17.0,3.2
Terrace Marshall Jr.,2021,LSU,2019,Terrace Marshall Jr.,671.0,13.0,46.0,6024.0,61.0,16.2
Terrace Marshall Jr.,2021,LSU,2020,Terrace Marshall Jr.,731.0,10.0,48.0,3121.0,24.0,32.5
Josh Palmer,2021,Tennessee,2017,Josh Palmer,98.0,0.0,9.0,2084.0,11.0,2.4
Josh Palmer,2021,Tennessee,2018,Josh Palmer,484.0,2.0,23.0,2356.0,15.0,16.9
Josh Palmer,2021,Tennessee,2019,Josh Palmer,457.0,1.0,34.0,2878.0,19.0,10.6
Josh Palmer,2021,Tennessee,2020,Josh Palmer,475.0,4.0,33.0,2047.0,14.0,25.9
Dyami Brown,2021,North Carolina,2018,Dyami Brown,173.0,1.0,17.0,2749.0,14.0,6.7
Dyami Brown,2021,North Carolina,2019,Dyami Brown,1034.0,12.0,51.0,3716.0,39.0,29.3
Dyami Brown,2021,North Carolina,2020,Dyami Brown,1084.0,8.0,54.0,3617.0,31.0,27.9
Amari Rodgers,2021,Clemson,2017,Amari Rodgers,123.0,0.0,19.0,3297.0,17.0,1.9
Amari Rodgers,2021,Clemson,2018,Amari Rodgers,575.0,4.0,55.0,4185.0,37.0,12.3
Amari Rodgers,2021,Clemson,2019,Amari Rodgers,426.0,4.0,30.0,4325.0,40.0,9.9
Amari Rodgers,2021,Clemson,2020,Amari Rodgers,1020.0,7.0,77.0,4182.0,31.0,23.5
Nico Collins,2021,Michigan,2017,Nico Collins,27.0,0.0,3.0,2226.0,9.0,0.6
Nico Collins,2021,Michigan,2018,Nico Collins,632.0,6.0,38.0,2761.0,24.0,23.9
Nico Collins,2021,Michigan,2019,Nico Collins,729.0,7.0,37.0,3261.0,25.0,25.2
Anthony Schwartz,2021,Auburn,2018,Anthony Schwartz,392.0,2.0,23.0,2892.0,21.0,11.5
Anthony Schwartz,2021,Auburn,2019,Anthony Schwartz,440.0,1.0,41.0,2684.0,20.0,10.7
Anthony Schwartz,2021,Auburn,2020,Anthony Schwartz,652.0,3.0,54.0,2422.0,12.0,26.0
Dez Fitzpatrick,2021,Louisville,2017,Dez Fitzpatrick,699.0,9.0,45.0,3898.0,29.0,24.5
Dez Fitzpatrick,2021,Louisville,2018,Dez Fitzpatrick,422.0,3.0,31.0,2533.0,10.0,23.3
Dez Fitzpatrick,2021,Louisville,2019,Dez Fitzpatrick,635.0,6.0,35.0,3048.0,32.0,19.8
Dez Fitzpatrick,2021,Louisville,2020,Dez Fitzpatrick,833.0,3.0,43.0,2686.0,20.0,23.0
Amon-Ra St. Brown,2021,USC,2018,Amon-Ra St. Brown,750.0,3.0,60.0,2978.0,18.0,20.9
Amon-Ra St. Brown,2021,USC,2019,Amon-Ra St. Brown,1042.0,6.0,77.0,4365.0,35.0,20.5
Amon-Ra St. Brown,2021,USC,2020,Amon-Ra St. Brown,478.0,7.0,41.0,1916.0,17.0,33.1
Jaelon Darden,2021,North Texas,2017,Jaelon Darden,281.0,3.0,32.0,4078.0,32.0,8.1
Jaelon Darden,2021,North Texas,2018,Jaelon Darden,575.0,4.0,48.0,3989.0,28.0,14.4
Jaelon Darden,2021,North Texas,2019,Jaelon Darden,736.0,12.0,76.0,3400.0,33.0,29.0
Jaelon Darden,2021,North Texas,2020,Jaelon Darden,1190.0,19.0,74.0,2830.0,28.0,55.0
Tylan Wallace,2021,Oklahoma State,2017,Tylan Wallace,118.0,0.0,7.0,5059.0,37.0,1.2
Tylan Wallace,2021,Oklahoma State,2018,Tracin Wallace,1.0,0.0,1.0,4000.0,33.0,0.0
Tylan Wallace,2021,Oklahoma State,2019,Tylan Wallace,903.0,8.0,53.0,2916.0,23.0,32.9
Tylan Wallace,2021,Oklahoma State,2020,Tylan Wallace,917.0,6.0,59.0,2630.0,18.0,34.1
Jacob Harris,2021,UCF,2019,Jacob Harris,448.0,1.0,19.0,4117.0,36.0,6.8
Jacob Harris,2021,UCF,2020,Jacob Harris,539.0,8.0,30.0,3521.0,32.0,20.2
Ihmir Smith-Marsette,2021,Iowa,2017,Ihmir Smith-Marsette,187.0,2.0,18.0,2473.0,27.0,7.5
Ihmir Smith-Marsette,2021,Iowa,2018,Ihmir Smith-Marsette,334.0,3.0,23.0,2919.0,27.0,11.3
Ihmir Smith-Marsette,2021,Iowa,2019,Ihmir Smith-Marsette,722.0,5.0,44.0,2976.0,16.0,27.8
Ihmir Smith-Marsette,2021,Iowa,2020,Ihmir Smith-Marsette,345.0,4.0,25.0,1581.0,9.0,33.1
Simi Fehoko,2021,Stanford,2018,Simi Fehoko,6.0,0.0,1.0,3531.0,29.0,0.1
Simi Fehoko,2021,Stanford,2019,Simi Fehoko,566.0,6.0,24.0,3122.0,18.0,25.7
Simi Fehoko,2021,Stanford,2020,Simi Fehoko,584.0,3.0,37.0,1726.0,7.0,38.3
Cornell Powell,2021,Clemson,2017,Cornell Powell,57.0,1.0,8.0,3297.0,17.0,3.8
Cornell Powell,2021,Clemson,2018,Cornell Powell,63.0,0.0,5.0,4185.0,37.0,0.8
Cornell Powell,2021,Clemson,2019,Cornell Powell,122.0,2.0,15.0,4325.0,40.0,3.9
Cornell Powell,2021,Clemson,2020,Cornell Powell,882.0,7.0,53.0,4182.0,31.0,21.8
Frank Darby,2021,Arizona State,2017,Frank Darby,234.0,2.0,9.0,3324.0,21.0,8.3
Frank Darby,2021,Arizona State,2018,Frank Darby,421.0,2.0,21.0,3023.0,20.0,12.0
