player_name,draft_year,college,pick,season_used,player_rec_yards,player_rec_tds,team_rec_yards,team_rec_tds,yards_market_share,td_market_share,dominator_rating,dominator_pct,status
Eli Heidenreich,2026,Navy,250,2025,941.0,6.0,1690.0,12.0,0.5568047337278107,0.5,0.5284023668639053,52.840236686390526,calculated
Harrison Wallace III,2026,Ole Miss,250,2025,934.0,4.0,4700.0,26.0,0.1987234042553191,0.1538461538461538,0.1762847790507365,17.62847790507365,calculated
Jaden Greathouse,2026,Notre Dame,250,2025,73.0,0.0,3061.0,25.0,0.0238484155504737,0.0,0.0119242077752368,1.192420777523685,calculated
J.Michael Sturdivant,2026,Florida,250,2025,406.0,3.0,2455.0,18.0,0.165376782077393,0.1666666666666666,0.1660217243720298,16.602172437202984,calculated
Dillon Bell,2026,Georgia,250,2025,268.0,2.0,3083.0,25.0,0.0869283165747648,0.08,0.0834641582873824,8.346415828738243,calculated
Barion Brown,2026,LSU,250,2025,532.0,1.0,2984.0,20.0,0.17828418230563,0.05,0.114142091152815,11.4142091152815,calculated
Jordan Dwyer,2026,TCU,250,2025,730.0,7.0,3771.0,30.0,0.1935826040837974,0.2333333333333333,0.2134579687085653,21.34579687085654,calculated
Griffin Wilde,2026,Northwestern,250,2025,880.0,8.0,2417.0,17.0,0.3640877120397187,0.4705882352941176,0.4173379736669181,41.73379736669182,calculated
Jalil Farooq,2026,Maryland,250,2025,545.0,4.0,3068.0,18.0,0.1776401564537157,0.2222222222222222,0.199931189337969,19.9931189337969,calculated
Amare Thomas,2026,Houston,250,2025,966.0,12.0,2813.0,26.0,0.3434056167792392,0.4615384615384615,0.4024720391588504,40.247203915885045,calculated
Romello Brinson,2026,SMU,250,2025,638.0,3.0,3680.0,26.0,0.1733695652173913,0.1153846153846153,0.1443770903010033,14.437709030100336,calculated
Jalen Walthall,2026,Incarnate Word,250,2025,847.0,8.0,1687.0,13.0,0.5020746887966805,0.6153846153846154,0.558729652090648,55.8729652090648,calculated
Chase Roberts,2026,BYU,250,2025,802.0,6.0,3096.0,15.0,0.2590439276485788,0.4,0.3295219638242894,32.952196382428944,calculated
Emmanuel Henderson,2026,Kansas,250,2025,766.0,5.0,2640.0,23.0,0.2901515151515151,0.217391304347826,0.2537714097496706,25.377140974967062,calculated
Zavion Thomas,2026,LSU,250,2025,488.0,4.0,2984.0,20.0,0.163538873994638,0.2,0.181769436997319,18.176943699731904,calculated
Trebor Pena,2026,Penn State,250,2025,552.0,2.0,2439.0,16.0,0.2263222632226322,0.125,0.1756611316113161,17.56611316113161,calculated
Hykeem Williams,2026,Colorado,250,2025,81.0,0.0,2433.0,17.0,0.033292231812577,0.0,0.0166461159062885,1.6646115906288532,calculated
Jaquaize Pettaway,2026,East Carolina,250,2025,32.0,0.0,3545.0,22.0,0.0090267983074753,0.0,0.0045133991537376,0.4513399153737658,calculated
Shelton Sampson Jr.,2026,Louisiana,250,2025,537.0,6.0,2095.0,12.0,0.2563245823389021,0.5,0.3781622911694511,37.81622911694511,calculated
Raymond Cottrell,2026,Texas A&M,250,2025,,,3378.0,26.0,,,,,player_not_found
Nathan Leacock,2026,North Carolina,250,2025,48.0,0.0,2207.0,13.0,0.0217489805165382,0.0,0.0108744902582691,1.0874490258269145,calculated
Anthony Evans III,2026,Mississippi State,250,2025,831.0,4.0,3138.0,20.0,0.2648183556405353,0.2,0.2324091778202676,23.240917782026767,calculated
Jalen Brown,2026,Arkansas,250,2025,167.0,2.0,3155.0,22.0,0.052931854199683,0.0909090909090909,0.0719204725543869,7.192047255438698,calculated
Brandon Inniss,2026,Ohio State,250,2025,271.0,3.0,3755.0,33.0,0.0721704394141145,0.0909090909090909,0.0815397651616027,8.153976516160272,calculated
Ryan Niblett,2026,Texas,250,2025,60.0,0.0,3259.0,28.0,0.0184105553850874,0.0,0.0092052776925437,0.9205277692543724,calculated
Cordale Russell,2026,Colorado,250,2025,,,2433.0,17.0,,,,,player_not_found
Ayden Williams,2026,Mississippi State,250,2025,252.0,0.0,3138.0,20.0,0.0803059273422562,0.0,0.0401529636711281,4.015296367112811,calculated
Braylon James,2026,Notre Dame,250,2025,,,3061.0,25.0,,,,,player_not_found
London Humphreys,2026,Georgia,250,2025,276.0,3.0,3083.0,25.0,0.0895231916963996,0.12,0.1047615958481998,10.47615958481998,calculated
Tyler Brown,2026,Clemson,250,2025,191.0,0.0,3481.0,22.0,0.0548692904337833,0.0,0.0274346452168916,2.743464521689169,calculated
Mikey Matthews,2026,UCLA,250,2025,348.0,2.0,2163.0,15.0,0.1608876560332871,0.1333333333333333,0.1471104946833102,14.711049468331025,calculated
Antonio Gates Jr.,2026,Michigan State,250,2024,49.0,0.0,2617.0,13.0,0.018723729461215134,0.0,0.009361864730607567,0.9361864730607566,fixed_manual
C.J. Williams,2026,Stanford,250,2025,757.0,6.0,2664.0,14.0,0.2841591591591592,0.4285714285714285,0.3563652938652938,35.63652938652939,calculated
Andre Greene Jr.,2026,Virginia,250,2025,7.0,0.0,3348.0,18.0,0.0020908004778972,0.0,0.0010454002389486,0.1045400238948626,calculated
Kobe Prentice,2026,Baylor,250,2025,380.0,6.0,3715.0,31.0,0.1022880215343203,0.1935483870967742,0.1479182043155472,14.791820431554726,calculated
Kyion Grayes,2026,California,250,2025,10.0,0.0,3579.0,20.0,0.0027940765576976,0.0,0.0013970382788488,0.139703827884884,calculated
Braylin Presley,2026,Tulsa,250,2025,115.0,1.0,2670.0,15.0,0.0430711610486891,0.0666666666666666,0.0548689138576779,5.486891385767791,calculated
Talyn Shettron,2026,Oklahoma State,250,2024,245.0,1.0,3176.0,22.0,0.07714105793450882,0.045454545454545456,0.061297801694527136,6.129780169452713,fixed_manual
Tobias Merriweather,2026,Utah,250,2025,130.0,0.0,2816.0,27.0,0.0461647727272727,0.0,0.0230823863636363,2.308238636363636,calculated
Kaleb Brown,2026,UAB,250,2025,255.0,2.0,3187.0,20.0,0.0800125509883903,0.1,0.0900062754941951,9.000627549419518,calculated
Jayden McGowan,2026,Charlotte,250,2025,7.0,0.0,2448.0,14.0,0.002859477124183,0.0,0.0014297385620915,0.1429738562091503,calculated
Squirrel White,2026,Florida State,250,2025,52.0,0.0,3041.0,20.0,0.0170996382768826,0.0,0.0085498191384413,0.8549819138441302,calculated
Jaron Glover,2026,Michigan State,250,2024,192.0,2.0,2617.0,13.0,0.07336645013374092,0.15384615384615385,0.1136063019899474,11.36063019899474,fixed_manual
Justus Ross-Simmons,2026,Syracuse,250,2025,312.0,5.0,2607.0,17.0,0.1196777905638665,0.2941176470588235,0.206897718811345,20.689771881134504,calculated
Jayden Ballard,2026,Wisconsin,250,2025,150.0,2.0,1637.0,9.0,0.0916310323762981,0.2222222222222222,0.1569266272992601,15.692662729926017,calculated
Christian Leary,2026,Western Michigan,250,2025,115.0,0.0,1939.0,10.0,0.0593089221248066,0.0,0.0296544610624033,2.9654461062403303,calculated
JoJo Earle,2026,UNLV,250,2025,258.0,0.0,3512.0,24.0,0.0734624145785877,0.0,0.0367312072892938,3.673120728929385,calculated
Dacari Collins,2026,Louisville,250,2025,219.0,1.0,2868.0,18.0,0.0763598326359832,0.0555555555555555,0.0659576940957694,6.59576940957694,calculated
Cody Jackson,2026,Tarleton State,250,2025,799.0,6.0,2684.0,26.0,0.2976900149031297,0.2307692307692307,0.2642296228361802,26.422962283618023,calculated
Kyron Ware-Hudson,2026,Penn State,250,2025,288.0,2.0,2439.0,16.0,0.1180811808118081,0.125,0.121540590405904,12.154059040590406,calculated
Malik McClain,2026,Arizona State,250,2025,441.0,1.0,2908.0,20.0,0.1516506189821183,0.05,0.1008253094910591,10.082530949105914,calculated
Deion Colzie,2026,Miami (OH),250,2025,178.0,1.0,2622.0,17.0,0.0678871090770404,0.0588235294117647,0.0633553192444025,6.335531924440257,calculated
Jerand Bradley,2026,Kansas State,250,2025,184.0,2.0,2380.0,18.0,0.0773109243697479,0.1111111111111111,0.0942110177404295,9.42110177404295,calculated
Andrel Anthony,2026,Duke,250,2025,246.0,5.0,3995.0,34.0,0.0615769712140175,0.1470588235294117,0.1043178973717146,10.431789737171464,calculated
Jayden Thomas,2026,Virginia,250,2025,9.0,0.0,3348.0,18.0,0.0026881720430107,0.0,0.0013440860215053,0.1344086021505376,calculated
Rara Thomas,2026,Troy,250,2025,629.0,5.0,2929.0,20.0,0.2147490611130078,0.25,0.2323745305565039,23.23745305565039,calculated
Cyrus Allen,2026,Cincinnati,250,2025,660.0,12.0,2992.0,29.0,0.2205882352941176,0.4137931034482758,0.3171906693711968,31.71906693711968,calculated
Jared Brown,2026,South Carolina,250,2025,102.0,0.0,2703.0,13.0,0.0377358490566037,0.0,0.0188679245283018,1.8867924528301887,calculated
Jaden Bray,2026,West Virginia,250,2025,95.0,0.0,2266.0,10.0,0.0419240953221535,0.0,0.0209620476610767,2.096204766107679,calculated
Joseph Manjack IV,2026,TCU,250,2025,579.0,3.0,3771.0,30.0,0.1535401750198886,0.1,0.1267700875099443,12.677008750994432,calculated
Max Tomzcak,2026,Northern Illinois,250,2025,,,1186.0,8.0,,,,,player_not_found
E.J. Williams,2026,Indiana,250,2025,438.0,6.0,3826.0,46.0,0.1144798745426032,0.1304347826086956,0.1224573285756494,12.245732857564946,calculated
Ja'Mori Maclin,2026,Kentucky,250,2024,313.0,4.0,2218.0,15.0,0.1411181244364292,0.26666666666666666,0.20389239555154792,20.38923955515479,fixed_fuzzy_match
Ja'Varrius Johnson,2026,Auburn,250,2025,,,2365.0,11.0,,,,,player_not_found
Donavon Greene,2026,Virginia Tech,250,2025,267.0,2.0,1996.0,17.0,0.1337675350701402,0.1176470588235294,0.1257072969468348,12.570729694683486,calculated
