draft_year,player_name,position,college,pick,age,rec_yards,team_pass_attempts,weight,forty,weight_source,forty_source,full_athletic_data,draft_capital_score,breakout_score,athletic_score,slap_score,position_convert,tier
2022,Trestan Ebner,RB,Baylor,203,23.0,284.0,365.0,206.0,4.43,existing,existing,True,41.1,56.7,69.52380952380952,50.82357142857143,False,Below Avg
2022,Bo Melton,WR,Rutgers,229,23.0,618.0,394.0,189.0,4.34,existing,existing,True,39.8,48.2,71.19565217391305,51.1,False,Below Avg
2022,Dareke Young,WR,Lenoir-Rhyne,233,23.0,303.0,,,,missing,not_recorded,False,39.7,,,16.8,False,
2022,Brittain Brown,RB,UCLA,250,24.0,129.0,335.0,,,missing,not_recorded,False,39.1,38.3,,,False,
2022,Isiah Pacheco,RB,Rutgers,251,23.0,25.0,394.0,216.0,4.37,existing,existing,True,39.1,26.9,96.1904761904762,43.39357142857143,False,Below Avg
2022,Samori Toure,WR,Nebraska,258,24.0,898.0,342.0,,,missing,not_recorded,False,39.1,44.2,,24.4,False,
2022,Zander Horvath,RB,Purdue,260,23.0,108.0,576.0,,,missing,not_recorded,False,38.8,32.1,,,False,
2023,Bijan Robinson,RB,Texas,8,21.0,314.0,405.0,215.0,4.46,existing,existing,True,100.0,64.7,76.19047619047619,84.07357142857143,False,Good
2023,Jahmyr Gibbs,RB,Alabama,12,21.0,444.0,438.0,199.0,4.36,existing,existing,True,100.0,77.1,82.85714285714286,89.41357142857143,False,Elite
2023,Jaxon Smith-Njigba,WR,Ohio State,20,21.0,43.0,410.0,196.0,4.48,existing,pro_day,True,66.7,14.4,36.41304347826087,35.1,False,Below Avg
2023,Quentin Johnston,WR,TCU,21,22.0,1069.0,454.0,208.0,4.49,existing,pro_day,True,65.8,51.9,59.78260869565217,84.7,False,Average
2023,Zay Flowers,WR,Boston Col.,22,22.0,1077.0,440.0,182.0,4.42,existing,existing,True,64.9,65.1,27.717391304347828,80.9,False,Average
2023,Jordan Addison,WR,USC,23,21.0,875.0,514.0,173.0,4.49,existing,existing,True,64.1,42.5,7.065217391304348,51.9,False,Below Avg
2023,Jonathan Mingo,WR,Mississippi,39,22.0,862.0,386.0,220.0,4.46,existing,existing,True,55.9,52.5,88.58695652173914,81.7,False,Average
2023,Jayden Reed,WR,Michigan State,50,23.0,636.0,412.0,187.0,4.45,existing,existing,True,52.7,41.0,28.26086956521739,40.5,False,Below Avg
2023,Zach Charbonnet,RB,UCLA,52,22.0,321.0,419.0,214.0,4.53,existing,existing,True,61.0,60.2,41.90476190476191,57.855714285714285,False,Average
2023,Rashee Rice,WR,SMU,55,23.0,1355.0,513.0,204.0,4.51,existing,existing,True,51.5,54.9,40.21739130434783,62.6,False,Below Avg
2023,Marvin Mims,WR,Oklahoma,63,21.0,1083.0,407.0,183.0,4.38,existing,existing,True,50.0,65.1,44.83695652173913,71.0,False,Below Avg
2023,Tank Dell,WR,Houston,69,23.0,1398.0,501.0,165.0,4.49,existing,existing,True,49.1,56.6,2.1739130434782608,38.2,False,Below Avg
2023,Kendre Miller,RB,TCU,71,21.0,116.0,454.0,215.0,,existing,did_not_run,False,55.2,37.6,,,False,
2023,Jalin Hyatt,WR,Tennessee,73,21.0,1267.0,422.0,176.0,4.4,existing,existing,True,48.5,60.6,22.28260869565217,55.7,False,Below Avg
2023,Cedric Tillman,WR,Tennessee,74,23.0,417.0,422.0,213.0,4.54,existing,existing,True,48.3,25.3,50.54347826086957,21.4,False,Below Avg
2023,Josh Downs,WR,North Carolina,79,22.0,1029.0,525.0,171.0,4.48,existing,existing,True,47.7,46.9,6.521739130434782,25.2,False,Below Avg
2023,Tyjae Spears,RB,Tulane,81,22.0,256.0,379.0,201.0,4.47,existing,pro_day,True,53.0,56.0,40.0,52.1,False,Below Avg
