player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Joey Bearns III,144893,TE,CHARLOTTE,10,1,0,0,,0,0,0,0,1,0,1,10.0,0,0,136,0,0,68.7,70.5,81.9,,58.6,78.3,59.5,60.5,0,0,44,9,32,68,0,0,11,10,0,0,1,1.0,0.0,1.38,1
Kaleb Brown,162861,WR,UAB,10,1,0,0,0.0,0,0,5,0,1,0,0,0.0,0,1,321,1,0,29.2,65.9,0.0,,,65.3,67.6,69.7,5,4,251,16,99,81,0,0,20,17,0,5,0,0.0,5.0,2.54,0
Charleston French,190846,HB,N CAROLINA,2,1,0,0,0.0,0,0,3,0,0,0,3,0.0,0,0,245,0,1,64.3,55.9,66.8,,26.4,64.8,57.6,,3,0,1,1,2,1,0,0,1,2,0,3,3,3.0,3.0,0.5,0
Anthony Eager,172306,WR,S ALABAMA,12,1,1,1,100.0,21,0,21,3,8,1,11,235.7,1,1,288,1,0,45.1,63.8,86.8,,63.1,62.6,77.6,56.6,21,0,342,41,262,286,0,0,56,42,0,21,11,11.0,21.0,1.31,0
Oliver Straw,157362,P,W VIRGINIA,1,1,0,0,0.0,0,0,12,0,0,0,2,0.0,1,1,343,0,0,62.5,64.7,70.3,,,,62.7,,12,0,0,0,0,1,0,0,0,1,0,12,2,2.0,12.0,,0
Jai Patel,162914,K,RUTGERS,1,1,1,0,0.0,0,0,-3,0,0,1,5,500.0,0,0,278,0,0,62.5,51.0,60.0,,,,57.7,,-3,0,0,0,0,1,0,0,0,1,0,-3,5,5.0,-3.0,,0
Franklin Estrada II,144689,HB,TCU,2,1,0,0,0.0,0,0,4,0,0,0,4,0.0,0,0,305,0,0,62.5,57.2,65.7,,,,58.4,60.0,4,0,0,0,0,2,0,0,0,1,0,4,4,4.0,4.0,,1
Alex Honig,144681,TE,UCONN,12,1,0,1,100.0,26,0,26,3,1,0,2,14.3,1,1,146,0,0,69.7,68.4,85.8,,71.1,63.0,62.7,64.7,26,0,162,13,123,259,0,0,23,14,0,26,2,2.0,26.0,1.32,0
Luke Reed,190982,FB,AKRON,3,1,0,0,0.0,0,0,4,0,0,0,3,0.0,0,0,102,0,0,65.7,60.7,70.6,,,64.8,59.6,60.0,4,0,7,1,2,4,0,0,1,2,0,4,3,3.0,4.0,3.5,1
Josh Bell,205480,HB,UTEP,1,1,0,0,0.0,0,0,4,0,0,0,3,0.0,0,0,330,0,0,62.5,67.6,66.0,,,,63.2,60.0,4,0,0,0,0,2,0,0,0,1,0,4,3,3.0,4.0,,1
Yamir Knight,172250,WR,SMU,12,1,0,0,0.0,0,0,2,2,9,0,2,36.7,0,0,287,0,1,85.3,71.1,85.6,,63.5,73.0,59.6,37.3,2,1,534,48,274,115,0,0,65,49,0,2,2,2.0,2.0,1.95,0
Dakarai Anderson,183787,WR,CINCINNATI,3,1,1,0,0.0,0,0,-2,0,0,1,1,100.0,0,0,138,0,0,62.5,53.7,71.3,,,,57.3,59.6,-2,0,0,0,0,7,0,0,0,1,0,-2,1,1.0,-2.0,,1
Jordan Ross,191068,WR,COLO STATE,7,1,0,0,0.0,0,0,-9,0,0,0,0,0.0,0,0,144,0,0,69.2,54.4,39.0,,,54.0,59.5,66.9,-9,1,84,11,142,97,0,0,23,12,0,-9,0,0.0,-9.0,0.59,0
Dominique McKenzie,183778,WR,BYU,1,1,1,1,100.0,41,0,41,0,0,1,41,4.1e3,1,1,128,0,0,62.5,67.2,74.6,,,49.7,68.3,60.0,41,0,0,0,2,17,0,0,1,1,1,41,41,41.0,41.0,0.0,0
Jeremy Bell,191144,WR,GEORGIA,3,1,1,0,0.0,0,0,9,0,1,1,9,900.0,0,0,173,0,0,64.3,86.3,72.7,,,74.8,63.4,78.8,9,0,12,1,1,12,0,0,1,2,0,9,9,9.0,9.0,12.0,0
Hunter Barnes,163756,HB,TENNESSEE,1,1,1,0,0.0,0,0,2,0,0,1,3,300.0,0,0,307,0,0,62.5,59.1,62.7,,,,59.6,,2,0,0,0,0,1,0,0,0,1,0,2,3,3.0,2.0,,1
Treyson Bourguet,158154,QB,BYU,1,1,0,1,100.0,21,0,21,0,0,0,8,0.0,1,1,128,0,0,64.4,67.6,71.8,59.8,,,63.5,60.0,21,0,0,0,0,15,0,0,0,1,0,21,8,8.0,21.0,,1
Chamon Metayer,144230,TE,ARIZONA ST,12,1,0,0,0.0,0,0,1,2,6,0,1,15.4,0,0,110,1,1,41.2,57.0,75.2,,64.7,63.0,59.1,44.7,1,3,375,38,273,323,0,0,50,39,0,1,1,1.0,1.0,1.37,0
Ricky Johnson,191200,WR,MISS STATE,12,1,0,0,0.0,0,0,-7,1,1,0,0,0.0,0,0,227,0,1,66.0,52.2,81.2,,,51.5,57.3,61.5,-7,0,17,3,53,75,0,0,6,4,0,-7,0,0.0,-7.0,0.32,0
Terry Bussey,191251,WR,TEXAS A&M,13,1,1,0,0.0,0,0,0,5,5,0,,27.8,0,0,312,0,0,78.6,53.0,57.8,,,53.5,57.3,54.4,1,1,195,18,215,201,1,1,29,18,0,1,11,11.0,1.0,0.91,0
Marcos Davila,183717,QB,NEBRASKA,2,1,0,0,0.0,0,0,-2,0,0,0,0,0.0,0,0,238,0,0,62.5,60.2,67.4,,,,60.0,60.0,-2,0,0,0,0,4,0,0,0,1,0,-2,0,0.0,-2.0,,0
Ramarian Tillman,191264,HB,TEXAS A&M,1,1,0,0,0.0,0,0,2,0,0,0,2,0.0,0,0,312,0,1,62.5,56.7,63.5,,,,58.0,,2,0,0,0,0,1,0,0,0,1,0,2,2,2.0,2.0,,0
Air Noland,183705,QB,S CAROLINA,2,1,0,0,0.0,0,0,4,0,0,0,1,0.0,0,0,289,0,0,65.2,49.6,71.4,50.0,,,58.2,60.0,4,0,0,0,0,11,0,0,0,1,0,4,1,1.0,4.0,,1
Joseph Hagman,191289,HB,BAYLOR,1,1,0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,118,0,0,62.5,59.2,63.5,,,,59.6,,1,0,0,0,0,1,0,0,0,1,0,1,0,0.0,1.0,,1
Carlos Hernandez,174167,WR,WAKE,12,1,0,0,0.0,0,0,3,5,3,0,2,17.1,0,0,339,0,1,83.3,59.7,5.3,,,65.6,59.6,31.0,3,6,538,34,247,169,0,0,63,35,0,3,2,2.0,3.0,2.18,0
Chauncy Cobb,172187,WR,ARK STATE,13,1,0,0,0.0,0,0,-2,4,18,0,1,24.3,0,0,113,2,0,61.0,67.3,32.7,,,68.6,57.5,58.9,-2,3,794,73,475,251,0,0,93,74,0,-2,1,1.0,-2.0,1.67,0
Tyseer Denmark,191333,WR,PENN STATE,8,1,0,0,0.0,0,0,12,0,0,0,0,0.0,1,1,266,0,1,67.7,57.8,74.5,,,55.0,63.0,59.1,12,0,17,2,15,13,0,0,2,3,0,12,0,0.0,12.0,1.13,0
Iverson Hooks,163020,WR,UAB,12,1,1,0,,0,0,0,6,17,0,,23.6,0,0,321,1,0,62.1,81.5,64.3,77.2,,82.1,57.3,59.8,0,1,927,72,356,204,0,1,109,72,0,0,8,8.0,0.0,2.6,0
Isaiah Hardge,171894,WR,COLORADO,5,1,0,0,,0,0,0,0,1,0,1,16.7,0,0,143,0,0,67.0,53.5,0.0,,,56.2,57.5,58.1,0,1,37,5,42,23,0,0,5,6,0,0,1,1.0,0.0,0.88,0
Caleb Junko,144026,P,PITTSBURGH,2,1,0,0,0.0,0,0,-6,0,0,0,0,0.0,0,0,268,1,0,11.1,47.2,73.6,,,,60.0,60.0,-6,0,0,0,0,2,0,0,0,1,0,-6,0,0.0,-6.0,,0
