player_name,position,draft_year,pick,round,college,pff_team,match_method,player_game_count,yprr,yards,receptions,targets,touchdowns,routes,grades_offense,grades_pass_route,drop_rate,contested_catch_rate,contested_targets,contested_receptions,avg_depth_of_target,yards_after_catch,yards_after_catch_per_reception,slot_rate,wide_rate,caught_percent,drops,first_downs,avoided_tackles,rush_attempts,rush_yards,rush_touchdowns,rush_ypa,rush_breakaway_pct,rush_elusive_rating,rush_grades_offense
Corey Coleman,WR,2016,15,1,Baylor,BAYLOR,name+school,12,3.99,1365,74,116,20,342,90.0,90.4,11.9,,0,0,14.5,569,7.7,26.7,71.9,63.8,10,51,13,22,113,0,5.1,51.3,47.7,90.0
Will Fuller,WR,2016,21,1,Notre Dame,NOTRE DAME,name+school,13,2.91,1259,62,100,14,433,77.2,75.7,12.7,,0,0,15.1,414,6.7,6.8,93.2,62.0,9,40,5,0,0,0,0.0,0.0,0.0,
Josh Doctson,WR,2016,22,1,TCU,TCU,name+school,10,4.08,1327,78,108,14,325,92.9,93.0,7.1,,0,0,15.2,310,4.0,5.8,93.9,72.2,6,62,9,2,7,0,3.5,0.0,56.3,92.9
Laquon Treadwell,WR,2016,23,1,Mississippi,OLE MISS,name+school,13,2.44,1148,82,122,11,470,85.3,85.2,9.9,,0,0,11.2,442,5.4,7.9,91.9,67.2,9,54,17,0,0,0,0.0,0.0,0.0,
Sterling Shepard,WR,2016,40,2,Oklahoma,OKLAHOMA,name+school,13,2.88,1289,86,118,11,448,91.5,90.8,4.4,,0,0,10.4,495,5.8,71.0,29.0,72.9,4,64,12,1,5,0,5.0,0.0,220.7,91.5
Michael Thomas,WR,2016,47,2,Ohio St.,OHIO STATE,name+school,13,2.54,781,56,83,9,308,83.4,83.4,6.7,,0,0,11.0,271,4.8,6.3,93.8,67.5,4,39,13,0,0,0,0.0,0.0,0.0,
Tyler Boyd,WR,2016,55,2,Pittsburgh,PITTSBURGH,name+school,12,2.72,940,94,131,6,346,89.9,90.3,5.1,,0,0,9.1,418,4.4,45.4,51.2,71.8,5,52,6,37,325,0,8.8,56.0,19.2,89.9
Braxton Miller,WR,2016,85,3,Ohio St.,OHIO STATE,name+school,13,1.94,342,26,38,3,176,69.0,68.6,3.7,,0,0,11.0,162,6.2,88.0,4.4,68.4,1,16,8,42,260,1,6.2,42.7,43.1,69.0
Leonte Carroo,WR,2016,86,3,Rutgers,RUTGERS,name+school,8,4.16,808,39,57,10,194,90.7,90.0,4.9,,0,0,14.6,266,6.8,7.5,92.5,68.4,2,31,7,0,0,0,0.0,0.0,0.0,
Chris Moore,WR,2016,107,4,Cincinnati,CINCINNATI,name+school,12,2.39,815,39,72,7,341,69.5,70.2,11.4,,0,0,19.0,225,5.8,8.8,91.2,54.2,5,33,8,2,10,0,5.0,0.0,109.8,69.5
Malcolm Mitchell,WR,2016,112,4,Georgia,GEORGIA,name+school,13,2.67,865,58,94,5,324,86.4,87.4,4.9,,0,0,13.4,285,4.9,8.2,91.8,61.7,3,45,13,0,0,0,0.0,0.0,0.0,
Ricardo Louis,WR,2016,114,4,Auburn,AUBURN,name+school,13,3.51,717,46,81,3,204,76.0,80.8,11.5,,0,0,15.8,198,4.3,11.3,88.7,56.8,6,28,8,29,158,1,5.4,11.4,39.3,76.0
Pharoh Cooper,WR,2016,117,4,South Carolina,S CAROLINA,name+school,12,2.6,978,66,111,8,376,76.7,82.0,7.0,,0,0,10.5,514,7.8,84.8,11.9,59.5,5,37,14,23,116,1,5.0,12.9,22.2,76.7
Demarcus Robinson,WR,2016,126,4,Florida,FLORIDA,name+school,13,1.51,523,48,76,2,347,68.5,68.7,9.4,,0,0,10.6,274,5.7,15.3,84.7,63.2,5,30,10,1,1,0,1.0,0.0,0.0,68.5
Tajae Sharpe,WR,2016,140,5,Massachusetts,UMASS,name+school,12,2.47,1307,112,177,5,530,88.1,89.1,2.6,,0,0,11.4,330,2.9,30.9,68.9,63.3,3,69,9,1,-3,0,-3.0,0.0,17.7,88.1
Jordan Payton,WR,2016,154,5,UCLA,UCLA,name+school,13,2.33,1113,78,123,5,478,88.3,86.2,4.9,,0,0,12.8,394,5.1,4.2,95.8,63.4,4,54,16,0,0,0,0.0,0.0,0.0,
Trevor Davis,WR,2016,163,5,California,CAL,name+school,13,2.49,671,40,53,2,269,69.3,70.1,4.8,,0,0,10.5,387,9.7,3.5,96.5,75.5,2,21,6,3,4,0,1.3,400.0,0.0,69.3
Rashard Higgins,WR,2016,172,5,Colorado St.,COLO STATE,name+school,12,3.45,1062,75,107,8,308,91.3,91.4,3.8,,0,0,12.4,349,4.7,14.1,85.3,70.1,3,58,8,1,20,0,20.0,100.0,10.5,91.3
Jakeem Grant,WR,2016,186,6,Texas Tech,TEXAS TECH,name+school,13,2.74,1253,90,124,10,458,80.9,79.2,9.1,,0,0,7.2,870,9.7,90.6,6.7,72.6,9,46,33,7,69,2,9.9,58.0,110.2,80.9
Kolby Listenbee,WR,2016,192,6,TCU,TCU,name+school,11,1.94,597,30,56,5,307,67.5,68.9,6.3,,0,0,21.1,110,3.7,3.1,96.6,53.6,2,21,2,1,11,0,11.0,0.0,19.4,67.5
Cody Core,WR,2016,199,6,Mississippi,OLE MISS,name+school,13,2.08,645,37,56,4,310,69.8,69.9,5.1,,0,0,12.4,272,7.4,13.5,86.5,66.1,2,27,5,1,0,0,0.0,,13.2,69.8
Mike Thomas,WR,2016,206,6,Southern Miss,SO MISS,name+school,13,2.99,1392,71,113,14,466,84.8,85.4,9.0,,0,0,14.2,508,7.2,16.3,83.7,62.8,7,56,8,0,0,0,0.0,0.0,0.0,
Aaron Burbridge,WR,2016,213,6,Michigan St.,MICH STATE,name+school,14,2.85,1258,85,146,7,441,85.4,85.7,10.5,,0,0,12.2,300,3.5,18.5,81.1,58.2,10,61,7,9,44,0,4.9,0.0,30.7,85.4
Devin Lucien,WR,2016,225,7,Arizona St.,ARIZONA ST,name+school,13,2.65,1074,66,98,8,405,82.3,83.9,4.3,,0,0,13.0,365,5.5,3.1,96.9,67.3,3,48,9,0,0,0,0.0,0.0,0.0,
Demarcus Ayers,WR,2016,229,7,Houston,HOUSTON,name+school,14,2.8,1241,99,133,6,444,88.5,88.9,2.0,,0,0,7.9,738,7.5,96.5,2.2,74.4,2,53,19,24,150,1,6.3,61.3,35.0,88.5
