prospect,position,prospect_college,prospect_pick,prospect_year,comp_rank,comp_player,comp_college,comp_pick,comp_year,similarity_score,comparison_coverage,dominant_category,category_breakdown,hit24,hit12,career_ppg,first_3yr_ppg,nfl_best_season_ppg
Rara Thomas,WR,Troy,0,2026,5,Tre McBride,William & Mary,0,2015,80.1,0.438,slap_score,draft_capital=0.15; production=0.48; slap_score=1.10,0.0,0.0,,,
Rara Thomas,WR,Troy,0,2026,6,Konata Mumpfield,Pittsburgh,0,2025,80.0,0.369,slap_score,draft_capital=0.19; production=0.00; slap_score=1.08,,,,,
Rara Thomas,WR,Troy,0,2026,7,Kaden Prather,Maryland,0,2025,79.7,0.369,slap_score,draft_capital=0.23; production=0.00; slap_score=1.09,,,,,
Rara Thomas,WR,Troy,0,2026,8,Tre Nixon,Central Florida,0,2021,79.5,0.438,slap_score,draft_capital=0.19; production=0.25; slap_score=1.19,0.0,0.0,,,
Rara Thomas,WR,Troy,0,2026,9,Ricky White,UNLV,0,2025,79.3,0.369,slap_score,draft_capital=0.28; production=0.00; slap_score=1.11,,,,,
Rara Thomas,WR,Troy,0,2026,10,Marcell Ateman,Oklahoma St.,0,2018,78.9,0.473,slap_score,draft_capital=0.42; production=0.17; slap_score=1.25,0.0,0.0,,,
C.J. Williams,WR,Stanford,0,2026,1,Junior Bergen,Montana,0,2025,81.1,0.369,slap_score,draft_capital=0.10; production=0.00; slap_score=1.02,,,,,
C.J. Williams,WR,Stanford,0,2026,2,Bisi Johnson,Colorado State,0,2019,80.4,0.369,slap_score,draft_capital=0.13; production=0.00; slap_score=1.06,,,,,
C.J. Williams,WR,Stanford,0,2026,3,Dominic Lovett,Georgia,0,2025,80.0,0.369,slap_score,draft_capital=0.17; production=0.00; slap_score=1.08,,,,,
C.J. Williams,WR,Stanford,0,2026,4,Konata Mumpfield,Pittsburgh,0,2025,79.7,0.369,slap_score,draft_capital=0.19; production=0.00; slap_score=1.10,,,,,
C.J. Williams,WR,Stanford,0,2026,5,Samori Toure,Nebraska,0,2022,79.4,0.404,slap_score,draft_capital=0.01; production=0.21; slap_score=1.16,0.0,0.0,2.225,2.225,
C.J. Williams,WR,Stanford,0,2026,6,Kaden Prather,Maryland,0,2025,79.3,0.369,slap_score,draft_capital=0.23; production=0.00; slap_score=1.11,,,,,
C.J. Williams,WR,Stanford,0,2026,7,Devaughn Vele,Utah,0,2024,79.0,0.404,slap_score,draft_capital=0.33; production=0.27; slap_score=1.15,0.0,0.0,8.192308,8.192308,
C.J. Williams,WR,Stanford,0,2026,8,Ricky White,UNLV,0,2025,79.0,0.369,slap_score,draft_capital=0.28; production=0.00; slap_score=1.13,,,,,
C.J. Williams,WR,Stanford,0,2026,9,Tre Nixon,Central Florida,0,2021,75.7,0.404,slap_score,draft_capital=0.19; production=0.92; slap_score=1.21,0.0,0.0,,,
C.J. Williams,WR,Stanford,0,2026,10,Marcell Ateman,Oklahoma St.,0,2018,75.0,0.404,slap_score,draft_capital=0.42; production=0.78; slap_score=1.27,0.0,0.0,,,
Justus Ross-Simmons,WR,Syracuse,0,2026,1,Junior Bergen,Montana,0,2025,81.1,0.369,slap_score,draft_capital=0.10; production=0.00; slap_score=1.02,,,,,
Justus Ross-Simmons,WR,Syracuse,0,2026,2,Bisi Johnson,Colorado State,0,2019,80.4,0.369,slap_score,draft_capital=0.13; production=0.00; slap_score=1.06,,,,,
Justus Ross-Simmons,WR,Syracuse,0,2026,3,Dominic Lovett,Georgia,0,2025,80.0,0.369,slap_score,draft_capital=0.17; production=0.00; slap_score=1.08,,,,,
Justus Ross-Simmons,WR,Syracuse,0,2026,4,Konata Mumpfield,Pittsburgh,0,2025,79.7,0.369,slap_score,draft_capital=0.19; production=0.00; slap_score=1.10,,,,,
Justus Ross-Simmons,WR,Syracuse,0,2026,5,Tre McBride,William & Mary,0,2015,79.6,0.404,slap_score,draft_capital=0.15; production=0.38; slap_score=1.12,0.0,0.0,,,
Justus Ross-Simmons,WR,Syracuse,0,2026,6,Kaden Prather,Maryland,0,2025,79.3,0.369,slap_score,draft_capital=0.23; production=0.00; slap_score=1.11,,,,,
Justus Ross-Simmons,WR,Syracuse,0,2026,7,Ricky White,UNLV,0,2025,79.0,0.369,slap_score,draft_capital=0.28; production=0.00; slap_score=1.13,,,,,
Justus Ross-Simmons,WR,Syracuse,0,2026,8,Tre Nixon,Central Florida,0,2021,78.6,0.404,slap_score,draft_capital=0.19; production=0.05; slap_score=1.21,0.0,0.0,,,
Justus Ross-Simmons,WR,Syracuse,0,2026,9,Jalen Brooks,South Carolina,0,2023,78.4,0.404,slap_score,draft_capital=0.17; production=0.60; slap_score=1.14,0.0,0.0,2.975,2.975,
Justus Ross-Simmons,WR,Syracuse,0,2026,10,Samori Toure,Nebraska,0,2022,78.0,0.404,slap_score,draft_capital=0.01; production=0.65; slap_score=1.16,0.0,0.0,2.225,2.225,
Jalil Farooq,WR,Maryland,0,2026,1,Junior Bergen,Montana,0,2025,81.1,0.369,slap_score,draft_capital=0.10; production=0.00; slap_score=1.02,,,,,
Jalil Farooq,WR,Maryland,0,2026,2,Tre McBride,William & Mary,0,2015,80.5,0.438,slap_score,draft_capital=0.15; production=0.29; slap_score=1.12,0.0,0.0,,,
Jalil Farooq,WR,Maryland,0,2026,3,Bisi Johnson,Colorado State,0,2019,80.4,0.369,slap_score,draft_capital=0.13; production=0.00; slap_score=1.06,,,,,
Jalil Farooq,WR,Maryland,0,2026,4,Dominic Lovett,Georgia,0,2025,80.0,0.369,slap_score,draft_capital=0.17; production=0.00; slap_score=1.08,,,,,
Jalil Farooq,WR,Maryland,0,2026,5,Konata Mumpfield,Pittsburgh,0,2025,79.7,0.369,slap_score,draft_capital=0.19; production=0.00; slap_score=1.10,,,,,
Jalil Farooq,WR,Maryland,0,2026,6,Tre Nixon,Central Florida,0,2021,79.5,0.438,slap_score,draft_capital=0.19; production=0.04; slap_score=1.21,0.0,0.0,,,
Jalil Farooq,WR,Maryland,0,2026,7,Jalen Brooks,South Carolina,0,2023,79.3,0.438,slap_score,draft_capital=0.17; production=0.52; slap_score=1.14,0.0,0.0,2.975,2.975,
Jalil Farooq,WR,Maryland,0,2026,8,Kaden Prather,Maryland,0,2025,79.3,0.369,slap_score,draft_capital=0.23; production=0.00; slap_score=1.11,,,,,
Jalil Farooq,WR,Maryland,0,2026,9,Ricky White,UNLV,0,2025,79.0,0.369,slap_score,draft_capital=0.28; production=0.00; slap_score=1.13,,,,,
Jalil Farooq,WR,Maryland,0,2026,10,Devaughn Vele,Utah,0,2024,78.7,0.438,slap_score,draft_capital=0.33; production=0.55; slap_score=1.15,0.0,0.0,8.192308,8.192308,
Malik Benson,WR,Oregon,0,2026,1,Junior Bergen,Montana,0,2025,91.7,0.369,slap_score,draft_capital=0.10; production=0.00; slap_score=0.45,,,,,
Malik Benson,WR,Oregon,0,2026,2,Bisi Johnson,Colorado State,0,2019,90.9,0.369,slap_score,draft_capital=0.13; production=0.00; slap_score=0.48,,,,,
Malik Benson,WR,Oregon,0,2026,3,Dominic Lovett,Georgia,0,2025,90.5,0.369,slap_score,draft_capital=0.17; production=0.00; slap_score=0.51,,,,,
Malik Benson,WR,Oregon,0,2026,4,Konata Mumpfield,Pittsburgh,0,2025,90.1,0.369,slap_score,draft_capital=0.19; production=0.00; slap_score=0.52,,,,,
Malik Benson,WR,Oregon,0,2026,5,Tre McBride,William & Mary,0,2015,90.0,0.438,slap_score,draft_capital=0.15; production=0.25; slap_score=0.55,0.0,0.0,,,
Malik Benson,WR,Oregon,0,2026,6,Kaden Prather,Maryland,0,2025,89.7,0.369,slap_score,draft_capital=0.23; production=0.00; slap_score=0.54,,,,,
Malik Benson,WR,Oregon,0,2026,7,Ricky White,UNLV,0,2025,89.2,0.369,slap_score,draft_capital=0.28; production=0.00; slap_score=0.55,,,,,
Malik Benson,WR,Oregon,0,2026,8,Tre Nixon,Central Florida,0,2021,89.1,0.438,slap_score,draft_capital=0.19; production=0.04; slap_score=0.63,0.0,0.0,,,
Malik Benson,WR,Oregon,0,2026,9,Jalen Brooks,South Carolina,0,2023,87.9,0.438,slap_score,draft_capital=0.17; production=0.51; slap_score=0.57,0.0,0.0,2.975,2.975,
Malik Benson,WR,Oregon,0,2026,10,Mike Strachan,Charleston (WV),0,2021,87.3,0.438,slap_score,draft_capital=0.39; production=0.25; slap_score=0.67,0.0,0.0,,,
Dillon Bell,WR,Georgia,0,2026,1,Junior Bergen,Montana,0,2025,83.9,0.369,slap_score,draft_capital=0.10; production=0.00; slap_score=0.87,,,,,
Dillon Bell,WR,Georgia,0,2026,2,Bisi Johnson,Colorado State,0,2019,83.2,0.369,slap_score,draft_capital=0.13; production=0.00; slap_score=0.91,,,,,
Dillon Bell,WR,Georgia,0,2026,3,Dominic Lovett,Georgia,0,2025,82.7,0.369,slap_score,draft_capital=0.17; production=0.00; slap_score=0.93,,,,,
Dillon Bell,WR,Georgia,0,2026,4,Jalen Brooks,South Carolina,0,2023,82.6,0.438,slap_score,draft_capital=0.17; production=0.30; slap_score=0.99,0.0,0.0,2.975,2.975,
Dillon Bell,WR,Georgia,0,2026,5,Konata Mumpfield,Pittsburgh,0,2025,82.4,0.369,slap_score,draft_capital=0.19; production=0.00; slap_score=0.95,,,,,
Dillon Bell,WR,Georgia,0,2026,6,Tre McBride,William & Mary,0,2015,82.1,0.438,slap_score,draft_capital=0.15; production=0.49; slap_score=0.97,0.0,0.0,,,
Dillon Bell,WR,Georgia,0,2026,7,Kaden Prather,Maryland,0,2025,82.0,0.369,slap_score,draft_capital=0.23; production=0.00; slap_score=0.96,,,,,
Dillon Bell,WR,Georgia,0,2026,8,Ricky White,UNLV,0,2025,81.7,0.369,slap_score,draft_capital=0.28; production=0.00; slap_score=0.98,,,,,
Dillon Bell,WR,Georgia,0,2026,9,Austin Proehl,North Carolina,0,2018,80.1,0.438,slap_score,draft_capital=0.05; production=0.56; slap_score=1.08,0.0,0.0,,,
Dillon Bell,WR,Georgia,0,2026,10,Tre Nixon,Central Florida,0,2021,79.9,0.438,slap_score,draft_capital=0.19; production=0.62; slap_score=1.06,0.0,0.0,,,
Harrison Wallace III,WR,Mississippi,0,2026,1,Junior Bergen,Montana,0,2025,83.2,0.369,slap_score,draft_capital=0.10; production=0.00; slap_score=0.91,,,,,
Harrison Wallace III,WR,Mississippi,0,2026,2,Bisi Johnson,Colorado State,0,2019,82.5,0.369,slap_score,draft_capital=0.13; production=0.00; slap_score=0.95,,,,,
Harrison Wallace III,WR,Mississippi,0,2026,3,Dominic Lovett,Georgia,0,2025,82.0,0.369,slap_score,draft_capital=0.17; production=0.00; slap_score=0.97,,,,,
Harrison Wallace III,WR,Mississippi,0,2026,4,Tre McBride,William & Mary,0,2015,81.9,0.404,slap_score,draft_capital=0.15; production=0.20; slap_score=1.01,0.0,0.0,,,
Harrison Wallace III,WR,Mississippi,0,2026,5,Konata Mumpfield,Pittsburgh,0,2025,81.7,0.369,slap_score,draft_capital=0.19; production=0.00; slap_score=0.99,,,,,
Harrison Wallace III,WR,Mississippi,0,2026,6,Kaden Prather,Maryland,0,2025,81.3,0.369,slap_score,draft_capital=0.23; production=0.00; slap_score=1.00,,,,,
Harrison Wallace III,WR,Mississippi,0,2026,7,Jalen Brooks,South Carolina,0,2023,81.0,0.404,slap_score,draft_capital=0.17; production=0.42; slap_score=1.03,0.0,0.0,2.975,2.975,
Harrison Wallace III,WR,Mississippi,0,2026,8,Ricky White,UNLV,0,2025,81.0,0.369,slap_score,draft_capital=0.28; production=0.00; slap_score=1.02,,,,,
Harrison Wallace III,WR,Mississippi,0,2026,9,Tre Nixon,Central Florida,0,2021,80.5,0.404,slap_score,draft_capital=0.19; production=0.13; slap_score=1.10,0.0,0.0,,,
Harrison Wallace III,WR,Mississippi,0,2026,10,Mike Strachan,Charleston (WV),0,2021,79.4,0.404,slap_score,draft_capital=0.39; production=0.20; slap_score=1.13,0.0,0.0,,,
J.Michael Sturdivant,WR,Florida,0,2026,1,Junior Bergen,Montana,0,2025,85.8,0.369,slap_score,draft_capital=0.10; production=0.00; slap_score=0.77,,,,,
J.Michael Sturdivant,WR,Florida,0,2026,2,Tre McBride,William & Mary,0,2015,85.1,0.438,slap_score,draft_capital=0.15; production=0.12; slap_score=0.87,0.0,0.0,,,
J.Michael Sturdivant,WR,Florida,0,2026,3,Bisi Johnson,Colorado State,0,2019,85.1,0.369,slap_score,draft_capital=0.13; production=0.00; slap_score=0.81,,,,,
J.Michael Sturdivant,WR,Florida,0,2026,4,Dominic Lovett,Georgia,0,2025,84.6,0.369,slap_score,draft_capital=0.17; production=0.00; slap_score=0.83,,,,,
J.Michael Sturdivant,WR,Florida,0,2026,5,Konata Mumpfield,Pittsburgh,0,2025,84.3,0.369,slap_score,draft_capital=0.19; production=0.00; slap_score=0.84,,,,,
J.Michael Sturdivant,WR,Florida,0,2026,6,Jalen Brooks,South Carolina,0,2023,83.9,0.438,slap_score,draft_capital=0.17; production=0.39; slap_score=0.89,0.0,0.0,2.975,2.975,
J.Michael Sturdivant,WR,Florida,0,2026,7,Kaden Prather,Maryland,0,2025,83.9,0.369,slap_score,draft_capital=0.23; production=0.00; slap_score=0.86,,,,,
J.Michael Sturdivant,WR,Florida,0,2026,8,Tre Nixon,Central Florida,0,2021,83.6,0.438,slap_score,draft_capital=0.19; production=0.16; slap_score=0.96,0.0,0.0,,,
J.Michael Sturdivant,WR,Florida,0,2026,9,Ricky White,UNLV,0,2025,83.5,0.369,slap_score,draft_capital=0.28; production=0.00; slap_score=0.87,,,,,
J.Michael Sturdivant,WR,Florida,0,2026,10,Austin Proehl,North Carolina,0,2018,82.6,0.438,slap_score,draft_capital=0.05; production=0.40; slap_score=0.98,0.0,0.0,,,
Kaleb Brown,WR,UAB,0,2026,1,Junior Bergen,Montana,0,2025,78.8,0.369,slap_score,draft_capital=0.10; production=0.00; slap_score=1.15,,,,,
Kaleb Brown,WR,UAB,0,2026,2,Tre McBride,William & Mary,0,2015,78.5,0.438,slap_score,draft_capital=0.15; production=0.26; slap_score=1.25,0.0,0.0,,,
Kaleb Brown,WR,UAB,0,2026,3,Jalen Brooks,South Carolina,0,2023,78.3,0.438,slap_score,draft_capital=0.17; production=0.23; slap_score=1.27,0.0,0.0,2.975,2.975,
Kaleb Brown,WR,UAB,0,2026,4,Bisi Johnson,Colorado State,0,2019,78.1,0.369,slap_score,draft_capital=0.13; production=0.00; slap_score=1.18,,,,,
Kaleb Brown,WR,UAB,0,2026,5,Dominic Lovett,Georgia,0,2025,77.7,0.369,slap_score,draft_capital=0.17; production=0.00; slap_score=1.21,,,,,
Kaleb Brown,WR,UAB,0,2026,6,Konata Mumpfield,Pittsburgh,0,2025,77.4,0.369,slap_score,draft_capital=0.19; production=0.00; slap_score=1.22,,,,,
Kaleb Brown,WR,UAB,0,2026,7,Austin Proehl,North Carolina,0,2018,77.1,0.438,slap_score,draft_capital=0.05; production=0.03; slap_score=1.36,0.0,0.0,,,
Kaleb Brown,WR,UAB,0,2026,8,Kaden Prather,Maryland,0,2025,77.1,0.369,slap_score,draft_capital=0.23; production=0.00; slap_score=1.24,,,,,
Kaleb Brown,WR,UAB,0,2026,9,Ricky White,UNLV,0,2025,76.7,0.369,slap_score,draft_capital=0.28; production=0.00; slap_score=1.25,,,,,
Kaleb Brown,WR,UAB,0,2026,10,Mike Strachan,Charleston (WV),0,2021,76.2,0.438,slap_score,draft_capital=0.39; production=0.26; slap_score=1.37,0.0,0.0,,,
Colbie Young,WR,Georgia,0,2026,1,Junior Bergen,Montana,0,2025,86.7,0.369,slap_score,draft_capital=0.10; production=0.00; slap_score=0.72,,,,,
Colbie Young,WR,Georgia,0,2026,2,Bisi Johnson,Colorado State,0,2019,86.0,0.369,slap_score,draft_capital=0.13; production=0.00; slap_score=0.76,,,,,
Colbie Young,WR,Georgia,0,2026,3,Dominic Lovett,Georgia,0,2025,85.5,0.369,slap_score,draft_capital=0.17; production=0.00; slap_score=0.78,,,,,
Colbie Young,WR,Georgia,0,2026,4,Konata Mumpfield,Pittsburgh,0,2025,85.2,0.369,slap_score,draft_capital=0.19; production=0.00; slap_score=0.79,,,,,
Colbie Young,WR,Georgia,0,2026,5,Jalen Brooks,South Carolina,0,2023,85.0,0.404,slap_score,draft_capital=0.17; production=0.15; slap_score=0.84,0.0,0.0,2.975,2.975,
Colbie Young,WR,Georgia,0,2026,6,Kaden Prather,Maryland,0,2025,84.8,0.369,slap_score,draft_capital=0.23; production=0.00; slap_score=0.81,,,,,
Colbie Young,WR,Georgia,0,2026,7,Tre McBride,William & Mary,0,2015,84.7,0.404,slap_score,draft_capital=0.15; production=0.37; slap_score=0.82,0.0,0.0,,,
Colbie Young,WR,Georgia,0,2026,8,Ricky White,UNLV,0,2025,84.4,0.369,slap_score,draft_capital=0.28; production=0.00; slap_score=0.82,,,,,
Colbie Young,WR,Georgia,0,2026,9,Austin Proehl,North Carolina,0,2018,83.7,0.404,slap_score,draft_capital=0.05; production=0.05; slap_score=0.93,0.0,0.0,,,
Colbie Young,WR,Georgia,0,2026,10,Mike Strachan,Charleston (WV),0,2021,82.2,0.404,slap_score,draft_capital=0.39; production=0.37; slap_score=0.94,0.0,0.0,,,
Jayden Ballard,WR,Wisconsin,0,2026,1,Junior Bergen,Montana,0,2025,80.2,0.369,slap_score,draft_capital=0.10; production=0.00; slap_score=1.07,,,,,
Jayden Ballard,WR,Wisconsin,0,2026,2,Bisi Johnson,Colorado State,0,2019,79.5,0.369,slap_score,draft_capital=0.13; production=0.00; slap_score=1.11,,,,,
Jayden Ballard,WR,Wisconsin,0,2026,3,Tre McBride,William & Mary,0,2015,79.3,0.404,slap_score,draft_capital=0.15; production=0.09; slap_score=1.17,0.0,0.0,,,
Jayden Ballard,WR,Wisconsin,0,2026,4,Dominic Lovett,Georgia,0,2025,79.1,0.369,slap_score,draft_capital=0.17; production=0.00; slap_score=1.13,,,,,
Jayden Ballard,WR,Wisconsin,0,2026,5,Konata Mumpfield,Pittsburgh,0,2025,78.8,0.369,slap_score,draft_capital=0.19; production=0.00; slap_score=1.14,,,,,
Jayden Ballard,WR,Wisconsin,0,2026,6,Jalen Brooks,South Carolina,0,2023,78.6,0.404,slap_score,draft_capital=0.17; production=0.31; slap_score=1.19,0.0,0.0,2.975,2.975,
Jayden Ballard,WR,Wisconsin,0,2026,7,Kaden Prather,Maryland,0,2025,78.4,0.369,slap_score,draft_capital=0.23; production=0.00; slap_score=1.16,,,,,
Jayden Ballard,WR,Wisconsin,0,2026,8,Ricky White,UNLV,0,2025,78.1,0.369,slap_score,draft_capital=0.28; production=0.00; slap_score=1.17,,,,,
Jayden Ballard,WR,Wisconsin,0,2026,9,Tre Nixon,Central Florida,0,2021,77.6,0.404,slap_score,draft_capital=0.19; production=0.24; slap_score=1.26,0.0,0.0,,,
Jayden Ballard,WR,Wisconsin,0,2026,10,Austin Proehl,North Carolina,0,2018,76.9,0.404,slap_score,draft_capital=0.05; production=0.41; slap_score=1.28,0.0,0.0,,,
Michael Wortham,WR,Montana,0,2026,1,Junior Bergen,Montana,0,2025,89.3,0.369,slap_score,draft_capital=0.10; production=0.00; slap_score=0.58,,,,,
Michael Wortham,WR,Montana,0,2026,2,Bisi Johnson,Colorado State,0,2019,88.5,0.369,slap_score,draft_capital=0.13; production=0.00; slap_score=0.62,,,,,
Michael Wortham,WR,Montana,0,2026,3,Dominic Lovett,Georgia,0,2025,88.1,0.369,slap_score,draft_capital=0.17; production=0.00; slap_score=0.64,,,,,
Michael Wortham,WR,Montana,0,2026,4,Konata Mumpfield,Pittsburgh,0,2025,87.7,0.369,slap_score,draft_capital=0.19; production=0.00; slap_score=0.65,,,,,
Michael Wortham,WR,Montana,0,2026,5,Kaden Prather,Maryland,0,2025,87.4,0.369,slap_score,draft_capital=0.23; production=0.00; slap_score=0.67,,,,,
Michael Wortham,WR,Montana,0,2026,6,Ricky White,UNLV,0,2025,86.9,0.369,slap_score,draft_capital=0.28; production=0.00; slap_score=0.68,,,,,
Michael Wortham,WR,Montana,0,2026,7,Tommy Mellott,Montana State,0,2025,82.3,0.369,slap_score,draft_capital=0.57; production=0.00; slap_score=0.87,,,,,
Michael Wortham,WR,Montana,0,2026,8,Jimmy Horn,Colorado,0,2025,81.2,0.369,slap_score,draft_capital=0.65; production=0.00; slap_score=0.91,,,,,
Michael Wortham,WR,Montana,0,2026,9,LaJohntay Wester,Colorado,0,2025,79.9,0.369,slap_score,draft_capital=0.77; production=0.00; slap_score=0.95,,,,,
Michael Wortham,WR,Montana,0,2026,10,Samori Toure,Nebraska,0,2022,76.7,0.404,production,draft_capital=0.01; production=1.54; slap_score=0.72,0.0,0.0,2.225,2.225,
Romello Brinson,WR,SMU,0,2026,1,Junior Bergen,Montana,0,2025,95.0,0.369,slap_score,draft_capital=0.10; production=0.00; slap_score=0.26,,,,,
Romello Brinson,WR,SMU,0,2026,2,Bisi Johnson,Colorado State,0,2019,94.3,0.369,slap_score,draft_capital=0.13; production=0.00; slap_score=0.30,,,,,
Romello Brinson,WR,SMU,0,2026,3,Dominic Lovett,Georgia,0,2025,93.8,0.369,slap_score,draft_capital=0.17; production=0.00; slap_score=0.32,,,,,
Romello Brinson,WR,SMU,0,2026,4,Tre McBride,William & Mary,0,2015,93.7,0.438,slap_score,draft_capital=0.15; production=0.01; slap_score=0.36,0.0,0.0,,,
Romello Brinson,WR,SMU,0,2026,5,Konata Mumpfield,Pittsburgh,0,2025,93.4,0.369,slap_score,draft_capital=0.19; production=0.00; slap_score=0.33,,,,,
Romello Brinson,WR,SMU,0,2026,6,Kaden Prather,Maryland,0,2025,92.9,0.369,slap_score,draft_capital=0.23; production=0.00; slap_score=0.35,,,,,
Romello Brinson,WR,SMU,0,2026,7,Ricky White,UNLV,0,2025,92.4,0.369,slap_score,draft_capital=0.28; production=0.00; slap_score=0.36,,,,,
Romello Brinson,WR,SMU,0,2026,8,Jalen Brooks,South Carolina,0,2023,92.1,0.438,slap_score,draft_capital=0.17; production=0.30; slap_score=0.38,0.0,0.0,2.975,2.975,
Romello Brinson,WR,SMU,0,2026,9,Tre Nixon,Central Florida,0,2021,91.3,0.438,slap_score,draft_capital=0.19; production=0.27; slap_score=0.45,0.0,0.0,,,
Romello Brinson,WR,SMU,0,2026,10,Austin Proehl,North Carolina,0,2018,91.1,0.438,slap_score,draft_capital=0.05; production=0.29; slap_score=0.47,0.0,0.0,,,
E.J. Williams,WR,Indiana,0,2026,1,Junior Bergen,Montana,0,2025,79.9,0.369,slap_score,draft_capital=0.10; production=0.00; slap_score=1.09,,,,,
E.J. Williams,WR,Indiana,0,2026,2,Bisi Johnson,Colorado State,0,2019,79.2,0.369,slap_score,draft_capital=0.13; production=0.00; slap_score=1.13,,,,,
E.J. Williams,WR,Indiana,0,2026,3,Tre McBride,William & Mary,0,2015,79.0,0.404,slap_score,draft_capital=0.15; production=0.00; slap_score=1.19,0.0,0.0,,,
E.J. Williams,WR,Indiana,0,2026,4,Dominic Lovett,Georgia,0,2025,78.8,0.369,slap_score,draft_capital=0.17; production=0.00; slap_score=1.15,,,,,
E.J. Williams,WR,Indiana,0,2026,5,Konata Mumpfield,Pittsburgh,0,2025,78.5,0.369,slap_score,draft_capital=0.19; production=0.00; slap_score=1.16,,,,,
E.J. Williams,WR,Indiana,0,2026,6,Jalen Brooks,South Carolina,0,2023,78.4,0.404,slap_score,draft_capital=0.17; production=0.22; slap_score=1.21,0.0,0.0,2.975,2.975,
E.J. Williams,WR,Indiana,0,2026,7,Kaden Prather,Maryland,0,2025,78.1,0.369,slap_score,draft_capital=0.23; production=0.00; slap_score=1.18,,,,,
E.J. Williams,WR,Indiana,0,2026,8,Ricky White,UNLV,0,2025,77.8,0.369,slap_score,draft_capital=0.28; production=0.00; slap_score=1.19,,,,,
E.J. Williams,WR,Indiana,0,2026,9,Tre Nixon,Central Florida,0,2021,77.1,0.404,slap_score,draft_capital=0.19; production=0.32; slap_score=1.27,0.0,0.0,,,
E.J. Williams,WR,Indiana,0,2026,10,Austin Proehl,North Carolina,0,2018,76.8,0.404,slap_score,draft_capital=0.05; production=0.32; slap_score=1.30,0.0,0.0,,,
Joseph Manjack IV,WR,TCU,0,2026,1,Junior Bergen,Montana,0,2025,79.6,0.369,slap_score,draft_capital=0.10; production=0.00; slap_score=1.11,,,,,
Joseph Manjack IV,WR,TCU,0,2026,2,Tre McBride,William & Mary,0,2015,79.5,0.438,slap_score,draft_capital=0.15; production=0.09; slap_score=1.20,0.0,0.0,,,
Joseph Manjack IV,WR,TCU,0,2026,3,Bisi Johnson,Colorado State,0,2019,78.9,0.369,slap_score,draft_capital=0.13; production=0.00; slap_score=1.14,,,,,
Joseph Manjack IV,WR,TCU,0,2026,4,Jalen Brooks,South Carolina,0,2023,78.8,0.438,slap_score,draft_capital=0.17; production=0.28; slap_score=1.23,0.0,0.0,2.975,2.975,
Joseph Manjack IV,WR,TCU,0,2026,5,Dominic Lovett,Georgia,0,2025,78.5,0.369,slap_score,draft_capital=0.17; production=0.00; slap_score=1.16,,,,,
Joseph Manjack IV,WR,TCU,0,2026,6,Konata Mumpfield,Pittsburgh,0,2025,78.2,0.369,slap_score,draft_capital=0.19; production=0.00; slap_score=1.18,,,,,
Joseph Manjack IV,WR,TCU,0,2026,7,Kaden Prather,Maryland,0,2025,77.8,0.369,slap_score,draft_capital=0.23; production=0.00; slap_score=1.19,,,,,
Joseph Manjack IV,WR,TCU,0,2026,8,Austin Proehl,North Carolina,0,2018,77.6,0.438,slap_score,draft_capital=0.05; production=0.20; slap_score=1.31,0.0,0.0,,,
Joseph Manjack IV,WR,TCU,0,2026,9,Tre Nixon,Central Florida,0,2021,77.5,0.438,slap_score,draft_capital=0.19; production=0.36; slap_score=1.29,0.0,0.0,,,
Joseph Manjack IV,WR,TCU,0,2026,10,Ricky White,UNLV,0,2025,77.5,0.369,slap_score,draft_capital=0.28; production=0.00; slap_score=1.21,,,,,
Donavon Greene,WR,Virginia Tech,0,2026,1,Junior Bergen,Montana,0,2025,79.6,0.369,slap_score,draft_capital=0.10; production=0.00; slap_score=1.11,,,,,
Donavon Greene,WR,Virginia Tech,0,2026,2,Bisi Johnson,Colorado State,0,2019,78.9,0.369,slap_score,draft_capital=0.13; production=0.00; slap_score=1.14,,,,,
Donavon Greene,WR,Virginia Tech,0,2026,3,Tre McBride,William & Mary,0,2015,78.7,0.404,slap_score,draft_capital=0.15; production=0.09; slap_score=1.21,0.0,0.0,,,
Donavon Greene,WR,Virginia Tech,0,2026,4,Dominic Lovett,Georgia,0,2025,78.4,0.369,slap_score,draft_capital=0.17; production=0.00; slap_score=1.17,,,,,
Donavon Greene,WR,Virginia Tech,0,2026,5,Jalen Brooks,South Carolina,0,2023,78.2,0.404,slap_score,draft_capital=0.17; production=0.13; slap_score=1.23,0.0,0.0,2.975,2.975,
Donavon Greene,WR,Virginia Tech,0,2026,6,Konata Mumpfield,Pittsburgh,0,2025,78.1,0.369,slap_score,draft_capital=0.19; production=0.00; slap_score=1.18,,,,,
Donavon Greene,WR,Virginia Tech,0,2026,7,Kaden Prather,Maryland,0,2025,77.8,0.369,slap_score,draft_capital=0.23; production=0.00; slap_score=1.20,,,,,
Donavon Greene,WR,Virginia Tech,0,2026,8,Ricky White,UNLV,0,2025,77.4,0.369,slap_score,draft_capital=0.28; production=0.00; slap_score=1.21,,,,,
Donavon Greene,WR,Virginia Tech,0,2026,9,Austin Proehl,North Carolina,0,2018,76.7,0.404,slap_score,draft_capital=0.05; production=0.23; slap_score=1.31,0.0,0.0,,,
Donavon Greene,WR,Virginia Tech,0,2026,10,Tre Nixon,Central Florida,0,2021,76.5,0.404,slap_score,draft_capital=0.19; production=0.42; slap_score=1.29,0.0,0.0,,,
