prospect,position,prospect_college,prospect_pick,prospect_year,comp_rank,comp_player,comp_college,comp_pick,comp_year,similarity_score,comparison_coverage,dominant_category,category_breakdown,hit24,hit12,career_ppg,first_3yr_ppg,nfl_best_season_ppg
L.J. Johnson Jr.,RB,California,0,2026,4,DeWayne McBride,Ala-Birmingham,0,2023,73.3,0.442,slap_score,draft_capital=0.53; size_speed=0.16; production=0.34; slap_score=1.52,0.0,0.0,,,0.0
L.J. Johnson Jr.,RB,California,0,2026,5,Kyle Monangai,Rutgers,0,2025,72.1,0.442,slap_score,draft_capital=0.43; size_speed=0.85; production=0.41; slap_score=1.56,,,,,
L.J. Johnson Jr.,RB,California,0,2026,6,Myles Gaskin,Washington,0,2019,71.8,0.442,slap_score,draft_capital=0.40; size_speed=0.99; production=0.48; slap_score=1.55,0.0,0.0,16.42,16.42,10.211764705882352
L.J. Johnson Jr.,RB,California,0,2026,7,Chandler Cox,Auburn,0,2019,71.7,0.442,slap_score,draft_capital=0.43; size_speed=0.00; production=0.37; slap_score=1.63,0.0,0.0,,,0.0
L.J. Johnson Jr.,RB,California,0,2026,8,Brittain Brown,UCLA,0,2022,70.9,0.442,slap_score,draft_capital=0.10; size_speed=0.00; production=0.61; slap_score=1.67,0.0,0.0,,,0.0
L.J. Johnson Jr.,RB,California,0,2026,9,Cullen Gillaspia,Texas A&M,0,2019,70.7,0.442,slap_score,draft_capital=0.56; size_speed=0.00; production=0.69; slap_score=1.62,0.0,0.0,,,0.0
L.J. Johnson Jr.,RB,California,0,2026,10,Chris Carson,Oklahoma St.,0,2017,70.6,0.442,slap_score,draft_capital=0.12; size_speed=0.19; production=1.05; slap_score=1.58,1.0,1.0,15.65,15.506667,13.682352941176472
Trevion Cooley,RB,Troy,0,2026,1,Jacory Croskey-Merritt,Arizona,0,2025,75.4,0.392,slap_score,draft_capital=0.17; size_speed=0.00; production=0.52; slap_score=1.35,,,,,
Trevion Cooley,RB,Troy,0,2026,2,Devante Mays,Utah St.,0,2017,74.2,0.392,slap_score,draft_capital=0.26; size_speed=0.00; production=0.13; slap_score=1.43,0.0,0.0,,,0.0647058823529411
Trevion Cooley,RB,Troy,0,2026,3,Raymond Calais,Louisiana,0,2020,72.3,0.392,slap_score,draft_capital=0.17; size_speed=0.27; production=0.22; slap_score=1.54,0.0,0.0,,,0.0
Trevion Cooley,RB,Troy,0,2026,4,DeWayne McBride,Ala-Birmingham,0,2023,69.7,0.392,slap_score,draft_capital=0.53; size_speed=0.16; production=0.88; slap_score=1.59,0.0,0.0,,,0.0
Trevion Cooley,RB,Troy,0,2026,5,Kyle Monangai,Rutgers,0,2025,69.6,0.392,slap_score,draft_capital=0.43; size_speed=0.85; production=0.01; slap_score=1.63,,,,,
Trevion Cooley,RB,Troy,0,2026,6,Chris Carson,Oklahoma St.,0,2017,69.5,0.392,slap_score,draft_capital=0.12; size_speed=0.19; production=0.85; slap_score=1.65,1.0,1.0,15.65,15.506667,13.682352941176472
Trevion Cooley,RB,Troy,0,2026,7,Myles Gaskin,Washington,0,2019,69.5,0.392,slap_score,draft_capital=0.40; size_speed=0.99; production=0.13; slap_score=1.62,0.0,0.0,16.42,16.42,10.211764705882352
Trevion Cooley,RB,Troy,0,2026,8,Chandler Cox,Auburn,0,2019,69.1,0.392,slap_score,draft_capital=0.43; size_speed=0.00; production=0.14; slap_score=1.70,0.0,0.0,,,0.0
Trevion Cooley,RB,Troy,0,2026,9,Cullen Gillaspia,Texas A&M,0,2019,68.6,0.392,slap_score,draft_capital=0.56; size_speed=0.00; production=0.54; slap_score=1.69,0.0,0.0,,,0.0
Trevion Cooley,RB,Troy,0,2026,10,Zac Brooks,Clemson,0,2016,68.2,0.392,production,draft_capital=0.13; size_speed=0.00; production=1.61; slap_score=1.59,0.0,0.0,,,0.0
Derrick Davis Jr.,RB,Pittsburgh,0,2026,1,Jacory Croskey-Merritt,Arizona,0,2025,98.7,0.392,production,draft_capital=0.07; size_speed=0.00; production=0.07; slap_score=0.04,,,,,
Derrick Davis Jr.,RB,Pittsburgh,0,2026,2,Raymond Calais,Louisiana,0,2020,94.2,0.392,production,draft_capital=0.07; size_speed=0.27; production=0.37; slap_score=0.23,0.0,0.0,,,0.0
Derrick Davis Jr.,RB,Pittsburgh,0,2026,3,Chris Carson,Oklahoma St.,0,2017,93.2,0.392,slap_score,draft_capital=0.01; size_speed=0.19; production=0.26; slap_score=0.34,1.0,1.0,15.65,15.506667,13.682352941176472
Derrick Davis Jr.,RB,Pittsburgh,0,2026,4,Devante Mays,Utah St.,0,2017,92.9,0.392,production,draft_capital=0.16; size_speed=0.00; production=0.72; slap_score=0.12,0.0,0.0,,,0.0647058823529411
Derrick Davis Jr.,RB,Pittsburgh,0,2026,5,Cullen Gillaspia,Texas A&M,0,2019,91.0,0.392,draft_capital,draft_capital=0.46; size_speed=0.00; production=0.05; slap_score=0.39,0.0,0.0,,,0.0
Derrick Davis Jr.,RB,Pittsburgh,0,2026,6,Elijah Hood,North Carolina,0,2017,90.2,0.392,slap_score,draft_capital=0.11; size_speed=0.44; production=0.18; slap_score=0.50,0.0,0.0,,,0.0
Derrick Davis Jr.,RB,Pittsburgh,0,2026,7,Zac Brooks,Clemson,0,2016,89.6,0.392,production,draft_capital=0.03; size_speed=0.00; production=1.02; slap_score=0.28,0.0,0.0,,,0.0
Derrick Davis Jr.,RB,Pittsburgh,0,2026,8,Chandler Cox,Auburn,0,2019,89.5,0.392,production,draft_capital=0.32; size_speed=0.00; production=0.73; slap_score=0.40,0.0,0.0,,,0.0
Derrick Davis Jr.,RB,Pittsburgh,0,2026,9,Kyle Monangai,Rutgers,0,2025,88.8,0.392,size_speed,draft_capital=0.32; size_speed=0.85; production=0.58; slap_score=0.32,,,,,
Derrick Davis Jr.,RB,Pittsburgh,0,2026,10,Myles Gaskin,Washington,0,2019,88.7,0.392,size_speed,draft_capital=0.30; size_speed=0.99; production=0.46; slap_score=0.32,0.0,0.0,16.42,16.42,10.211764705882352
Kadarius Calloway,RB,New Mexico State,0,2026,1,Jacory Croskey-Merritt,Arizona,0,2025,83.7,0.392,slap_score,draft_capital=0.17; size_speed=0.00; production=0.42; slap_score=0.88,,,,,
Kadarius Calloway,RB,New Mexico State,0,2026,2,Zander Horvath,Purdue,0,2022,80.0,0.442,slap_score,draft_capital=0.01; size_speed=0.00; production=0.95; slap_score=0.98,0.0,0.0,2.325,2.325,1.0941176470588234
Kadarius Calloway,RB,New Mexico State,0,2026,3,Zac Brooks,Clemson,0,2016,79.9,0.442,slap_score,draft_capital=0.13; size_speed=0.00; production=0.57; slap_score=1.12,0.0,0.0,,,0.0
Kadarius Calloway,RB,New Mexico State,0,2026,4,Chris Carson,Oklahoma St.,0,2017,79.8,0.442,slap_score,draft_capital=0.12; size_speed=0.19; production=0.25; slap_score=1.18,1.0,1.0,15.65,15.506667,13.682352941176472
Kadarius Calloway,RB,New Mexico State,0,2026,5,Raymond Calais,Louisiana,0,2020,79.7,0.442,slap_score,draft_capital=0.17; size_speed=0.27; production=0.75; slap_score=1.07,0.0,0.0,,,0.0
Kadarius Calloway,RB,New Mexico State,0,2026,6,Devante Mays,Utah St.,0,2017,78.6,0.442,production,draft_capital=0.26; size_speed=0.00; production=1.14; slap_score=0.96,0.0,0.0,,,0.0647058823529411
Kadarius Calloway,RB,New Mexico State,0,2026,7,Daniel Lasco,California,0,2016,77.8,0.442,slap_score,draft_capital=0.29; size_speed=0.70; production=1.02; slap_score=1.04,0.0,0.0,,,0.3705882352941176
Kadarius Calloway,RB,New Mexico State,0,2026,8,Phil Mafah,Clemson,0,2025,77.8,0.442,slap_score,draft_capital=0.25; size_speed=0.56; production=0.61; slap_score=1.21,,,,,
Kadarius Calloway,RB,New Mexico State,0,2026,9,Elijah Hood,North Carolina,0,2017,77.0,0.442,slap_score,draft_capital=0.21; size_speed=0.44; production=0.21; slap_score=1.34,0.0,0.0,,,0.0
Kadarius Calloway,RB,New Mexico State,0,2026,10,Cullen Gillaspia,Texas A&M,0,2019,76.8,0.442,slap_score,draft_capital=0.56; size_speed=0.00; production=0.69; slap_score=1.23,0.0,0.0,,,0.0
Byron Cardwell,RB,San Diego State,0,2026,1,Devante Mays,Utah St.,0,2017,79.8,0.442,slap_score,draft_capital=0.26; size_speed=0.00; production=0.94; slap_score=0.98,0.0,0.0,,,0.0647058823529411
Byron Cardwell,RB,San Diego State,0,2026,2,Jermar Jefferson,Oregon St.,0,2021,78.9,0.442,slap_score,draft_capital=0.03; size_speed=0.82; production=0.53; slap_score=1.13,0.0,0.0,,,1.5117647058823531
Byron Cardwell,RB,San Diego State,0,2026,3,DeWayne McBride,Ala-Birmingham,0,2023,78.6,0.442,slap_score,draft_capital=0.53; size_speed=0.16; production=0.56; slap_score=1.15,0.0,0.0,,,0.0
Byron Cardwell,RB,San Diego State,0,2026,4,Raymond Calais,Louisiana,0,2020,77.6,0.442,slap_score,draft_capital=0.17; size_speed=0.27; production=1.06; slap_score=1.09,0.0,0.0,,,0.0
Byron Cardwell,RB,San Diego State,0,2026,5,Brittain Brown,UCLA,0,2022,77.6,0.442,slap_score,draft_capital=0.10; size_speed=0.00; production=0.40; slap_score=1.30,0.0,0.0,,,0.0
Byron Cardwell,RB,San Diego State,0,2026,6,Jacory Croskey-Merritt,Arizona,0,2025,77.3,0.392,production,draft_capital=0.17; size_speed=0.00; production=1.77; slap_score=0.90,,,,,
Byron Cardwell,RB,San Diego State,0,2026,7,Chandler Cox,Auburn,0,2019,76.3,0.442,slap_score,draft_capital=0.43; size_speed=0.00; production=0.80; slap_score=1.26,0.0,0.0,,,0.0
Byron Cardwell,RB,San Diego State,0,2026,8,Kyle Monangai,Rutgers,0,2025,75.9,0.442,slap_score,draft_capital=0.43; size_speed=0.85; production=0.91; slap_score=1.18,,,,,
Byron Cardwell,RB,San Diego State,0,2026,9,Myles Gaskin,Washington,0,2019,75.3,0.442,slap_score,draft_capital=0.40; size_speed=0.99; production=0.99; slap_score=1.18,0.0,0.0,16.42,16.42,10.211764705882352
Byron Cardwell,RB,San Diego State,0,2026,10,Kenny Hilliard,LSU,0,2015,74.4,0.442,size_speed,draft_capital=0.37; size_speed=2.37; production=0.39; slap_score=1.00,0.0,0.0,,,0.0
Barika Kpeenu,RB,North Dakota State,0,2026,1,Jermar Jefferson,Oregon St.,0,2021,83.7,0.442,size_speed,draft_capital=0.03; size_speed=0.82; production=0.80; slap_score=0.69,0.0,0.0,,,1.5117647058823531
Barika Kpeenu,RB,North Dakota State,0,2026,2,Brittain Brown,UCLA,0,2022,83.4,0.442,slap_score,draft_capital=0.10; size_speed=0.00; production=0.69; slap_score=0.85,0.0,0.0,,,0.0
Barika Kpeenu,RB,North Dakota State,0,2026,3,Trenton Cannon,Virginia St.,0,2018,82.5,0.392,slap_score,draft_capital=0.77; size_speed=0.00; production=0.10; slap_score=0.81,0.0,0.0,4.427273,4.427273,2.864705882352941
Barika Kpeenu,RB,North Dakota State,0,2026,4,DeWayne McBride,Ala-Birmingham,0,2023,81.1,0.442,production,draft_capital=0.53; size_speed=0.16; production=1.11; slap_score=0.70,0.0,0.0,,,0.0
Barika Kpeenu,RB,North Dakota State,0,2026,5,Devante Mays,Utah St.,0,2017,80.6,0.442,production,draft_capital=0.26; size_speed=0.00; production=1.41; slap_score=0.54,0.0,0.0,,,0.0647058823529411
Barika Kpeenu,RB,North Dakota State,0,2026,6,De'Angelo Henderson,Coastal Carolina,0,2017,80.3,0.342,slap_score,draft_capital=0.80; size_speed=0.37; slap_score=0.84,0.0,0.0,,,0.0
Barika Kpeenu,RB,North Dakota State,0,2026,7,Jacory Croskey-Merritt,Arizona,0,2025,80.1,0.392,production,draft_capital=0.17; size_speed=0.00; production=2.01; slap_score=0.46,,,,,
Barika Kpeenu,RB,North Dakota State,0,2026,8,Chandler Cox,Auburn,0,2019,79.9,0.442,production,draft_capital=0.43; size_speed=0.00; production=1.16; slap_score=0.81,0.0,0.0,,,0.0
Barika Kpeenu,RB,North Dakota State,0,2026,9,Raymond Calais,Louisiana,0,2020,79.8,0.442,production,draft_capital=0.17; size_speed=0.27; production=1.41; slap_score=0.65,0.0,0.0,,,0.0
Barika Kpeenu,RB,North Dakota State,0,2026,10,Lew Nichols,Central Michigan,0,2023,78.8,0.442,production,draft_capital=0.37; size_speed=0.00; production=1.10; slap_score=0.96,0.0,0.0,,,0.0
Alton McCaskill IV,RB,Sam Houston State,0,2026,1,Jacory Croskey-Merritt,Arizona,0,2025,74.1,0.342,slap_score,draft_capital=0.17; size_speed=0.00; slap_score=1.35,,,,,
Alton McCaskill IV,RB,Sam Houston State,0,2026,2,Devante Mays,Utah St.,0,2017,72.4,0.342,slap_score,draft_capital=0.26; size_speed=0.00; slap_score=1.43,0.0,0.0,,,0.0647058823529411
Alton McCaskill IV,RB,Sam Houston State,0,2026,3,Zander Horvath,Purdue,0,2022,72.3,0.342,slap_score,draft_capital=0.01; size_speed=0.00; slap_score=1.45,0.0,0.0,2.325,2.325,1.0941176470588234
Alton McCaskill IV,RB,Sam Houston State,0,2026,4,Raymond Calais,Louisiana,0,2020,70.4,0.342,slap_score,draft_capital=0.17; size_speed=0.27; slap_score=1.54,0.0,0.0,,,0.0
Alton McCaskill IV,RB,Sam Houston State,0,2026,5,Daniel Lasco,California,0,2016,70.3,0.342,slap_score,draft_capital=0.29; size_speed=0.70; slap_score=1.51,0.0,0.0,,,0.3705882352941176
Alton McCaskill IV,RB,Sam Houston State,0,2026,6,Zac Brooks,Clemson,0,2016,69.6,0.342,slap_score,draft_capital=0.13; size_speed=0.00; slap_score=1.59,0.0,0.0,,,0.0
Alton McCaskill IV,RB,Sam Houston State,0,2026,7,Jermar Jefferson,Oregon St.,0,2021,68.9,0.342,slap_score,draft_capital=0.03; size_speed=0.82; slap_score=1.58,0.0,0.0,,,1.5117647058823531
Alton McCaskill IV,RB,Sam Houston State,0,2026,8,DeWayne McBride,Ala-Birmingham,0,2023,68.7,0.342,slap_score,draft_capital=0.53; size_speed=0.16; slap_score=1.59,0.0,0.0,,,0.0
Alton McCaskill IV,RB,Sam Houston State,0,2026,9,Chris Carson,Oklahoma St.,0,2017,68.4,0.342,slap_score,draft_capital=0.12; size_speed=0.19; slap_score=1.65,1.0,1.0,15.65,15.506667,13.682352941176472
Alton McCaskill IV,RB,Sam Houston State,0,2026,10,Khalfani Muhammad,California,0,2017,68.3,0.342,slap_score,draft_capital=0.24; size_speed=0.00; slap_score=1.65,0.0,0.0,,,0.0
Logan Diggs,RB,Mississippi,0,2026,1,Zander Horvath,Purdue,0,2022,77.0,0.442,slap_score,draft_capital=0.01; size_speed=0.00; production=0.52; slap_score=1.32,0.0,0.0,2.325,2.325,1.0941176470588234
Logan Diggs,RB,Mississippi,0,2026,2,Jacory Croskey-Merritt,Arizona,0,2025,76.3,0.392,slap_score,draft_capital=0.17; size_speed=0.00; production=1.04; slap_score=1.22,,,,,
Logan Diggs,RB,Mississippi,0,2026,3,Daniel Lasco,California,0,2016,75.7,0.442,slap_score,draft_capital=0.29; size_speed=0.70; production=0.28; slap_score=1.38,0.0,0.0,,,0.3705882352941176
Logan Diggs,RB,Mississippi,0,2026,4,Zac Brooks,Clemson,0,2016,75.2,0.442,slap_score,draft_capital=0.13; size_speed=0.00; production=0.29; slap_score=1.46,0.0,0.0,,,0.0
Logan Diggs,RB,Mississippi,0,2026,5,Devante Mays,Utah St.,0,2017,73.6,0.442,slap_score,draft_capital=0.26; size_speed=0.00; production=1.22; slap_score=1.30,0.0,0.0,,,0.0647058823529411
Logan Diggs,RB,Mississippi,0,2026,6,Raymond Calais,Louisiana,0,2020,73.6,0.442,slap_score,draft_capital=0.17; size_speed=0.27; production=0.95; slap_score=1.41,0.0,0.0,,,0.0
Logan Diggs,RB,Mississippi,0,2026,7,Phil Mafah,Clemson,0,2025,73.4,0.442,slap_score,draft_capital=0.25; size_speed=0.56; production=0.24; slap_score=1.54,,,,,
Logan Diggs,RB,Mississippi,0,2026,8,Chris Carson,Oklahoma St.,0,2017,73.3,0.442,slap_score,draft_capital=0.12; size_speed=0.19; production=0.61; slap_score=1.52,1.0,1.0,15.65,15.506667,13.682352941176472
Logan Diggs,RB,Mississippi,0,2026,9,Khalfani Muhammad,California,0,2017,72.1,0.442,slap_score,draft_capital=0.24; size_speed=0.00; production=0.92; slap_score=1.52,0.0,0.0,,,0.0
Logan Diggs,RB,Mississippi,0,2026,10,Cullen Gillaspia,Texas A&M,0,2019,71.5,0.442,slap_score,draft_capital=0.56; size_speed=0.00; production=0.72; slap_score=1.57,0.0,0.0,,,0.0
E.J. Smith,RB,Texas A&M,0,2026,1,Jacory Croskey-Merritt,Arizona,0,2025,76.6,0.392,slap_score,draft_capital=0.17; size_speed=0.00; production=0.35; slap_score=1.29,,,,,
E.J. Smith,RB,Texas A&M,0,2026,2,Devante Mays,Utah St.,0,2017,76.5,0.442,slap_score,draft_capital=0.26; size_speed=0.00; production=0.22; slap_score=1.38,0.0,0.0,,,0.0647058823529411
E.J. Smith,RB,Texas A&M,0,2026,3,Raymond Calais,Louisiana,0,2020,74.7,0.442,slap_score,draft_capital=0.17; size_speed=0.27; production=0.25; slap_score=1.48,0.0,0.0,,,0.0
E.J. Smith,RB,Texas A&M,0,2026,4,Kyle Monangai,Rutgers,0,2025,72.0,0.442,slap_score,draft_capital=0.43; size_speed=0.85; production=0.31; slap_score=1.57,,,,,
E.J. Smith,RB,Texas A&M,0,2026,5,Myles Gaskin,Washington,0,2019,71.9,0.442,slap_score,draft_capital=0.40; size_speed=0.99; production=0.30; slap_score=1.57,0.0,0.0,16.42,16.42,10.211764705882352
E.J. Smith,RB,Texas A&M,0,2026,6,DeWayne McBride,Ala-Birmingham,0,2023,71.9,0.442,slap_score,draft_capital=0.53; size_speed=0.16; production=0.74; slap_score=1.54,0.0,0.0,,,0.0
E.J. Smith,RB,Texas A&M,0,2026,7,Chris Carson,Oklahoma St.,0,2017,71.7,0.442,slap_score,draft_capital=0.12; size_speed=0.19; production=0.74; slap_score=1.60,1.0,1.0,15.65,15.506667,13.682352941176472
E.J. Smith,RB,Texas A&M,0,2026,8,Chandler Cox,Auburn,0,2019,71.4,0.442,slap_score,draft_capital=0.43; size_speed=0.00; production=0.39; slap_score=1.65,0.0,0.0,,,0.0
E.J. Smith,RB,Texas A&M,0,2026,9,Cullen Gillaspia,Texas A&M,0,2019,71.4,0.442,slap_score,draft_capital=0.56; size_speed=0.00; production=0.32; slap_score=1.64,0.0,0.0,,,0.0
E.J. Smith,RB,Texas A&M,0,2026,10,Zac Brooks,Clemson,0,2016,70.9,0.442,slap_score,draft_capital=0.13; size_speed=0.00; production=1.13; slap_score=1.53,0.0,0.0,,,0.0
Roydell Williams,RB,Florida State,0,2026,1,Devante Mays,Utah St.,0,2017,76.4,0.442,slap_score,draft_capital=0.26; size_speed=0.00; production=0.38; slap_score=1.37,0.0,0.0,,,0.0647058823529411
Roydell Williams,RB,Florida State,0,2026,2,Jacory Croskey-Merritt,Arizona,0,2025,74.7,0.392,slap_score,draft_capital=0.17; size_speed=0.00; production=1.18; slap_score=1.28,,,,,
Roydell Williams,RB,Florida State,0,2026,3,Raymond Calais,Louisiana,0,2020,73.8,0.442,slap_score,draft_capital=0.17; size_speed=0.27; production=0.67; slap_score=1.47,0.0,0.0,,,0.0
Roydell Williams,RB,Florida State,0,2026,4,DeWayne McBride,Ala-Birmingham,0,2023,73.5,0.442,slap_score,draft_capital=0.53; size_speed=0.16; production=0.16; slap_score=1.53,0.0,0.0,,,0.0
Roydell Williams,RB,Florida State,0,2026,5,Kyle Monangai,Rutgers,0,2025,71.6,0.442,slap_score,draft_capital=0.43; size_speed=0.85; production=0.56; slap_score=1.56,,,,,
