player_name,position,draft_year,pick,round,college,dc,prod,ras,slap,hit24,hit12,best_ppr,slap_tier,dc_tier,delta_vs_dc
Amari Cooper,WR,2015,4,1,Alabama,96.73123522513825,99.9,85.7,95.71030289633988,1,1.0,246.5,90+,90+,-1.0209323287983665
Kevin White,WR,2015,7,1,West Virginia,94.38004324460745,98.39359378791556,97.2,95.60574686657795,0,0.0,38.6,90+,90+,1.2257036219704958
DeVante Parker,WR,2015,14,1,Louisville,90.07432750763405,92.39645692464505,97.5,91.65260426489114,1,1.0,246.2,90+,90+,1.5782767572570862
Phillip Dorsett,WR,2015,29,1,Miami (FL),83.040327760146,98.56935305331776,84.7,86.39508365475845,0,0.0,100.8,80-89,80-89,3.3547558946124525
Breshad Perriman,WR,2015,26,1,Central Florida,84.3076609651975,83.31480876103302,99.5,86.38794137958497,0,0.0,138.1,80-89,80-89,2.080280414387474
Nelson Agholor,WR,2015,20,1,USC,87.02377097693456,81.20501516118736,73.8,83.87645416724493,1,0.0,187.5,80-89,80-89,-3.1473168096896273
Devin Smith,WR,2015,37,2,Ohio St.,79.88373711084623,93.42151913368531,86.1,83.52373294878711,0,0.0,26.5,80-89,70-79,3.639995837940887
Chris Conley,WR,2015,76,3,Georgia,67.21839332711826,94.79478101232625,96.8,77.17091186509212,0,0.0,156.5,70-79,60-69,9.952518537973859
Dorial Green-Beckham,WR,2015,40,2,Oklahoma,78.76865523265029,80.9132950610534,63.0,76.83228491343337,0,0.0,112.9,70-79,70-79,-1.9363703192169197
Tyler Lockett,WR,2015,69,3,Kansas St.,69.2641833889955,99.9,77.1,76.56671920284708,1,1.0,265.4,70-79,60-69,7.302535813851577
Devin Funchess,WR,2015,41,2,Michigan,78.40408953083528,83.97404505386876,52.599999999999994,75.64746720581668,0,0.0,0.0,70-79,70-79,-2.756622325018597
Jaelen Strong,WR,2015,70,3,Arizona St.,68.96725571920754,80.54332362866407,91.4,74.64738094321771,0,0.0,48.1,70-79,60-69,5.680125224010169
Sammie Coates,WR,2015,87,3,Auburn,64.14280026523261,78.77427782707285,98.6,72.23767573781578,0,0.0,77.9,70-79,60-69,8.094875472583169
Ty Montgomery,WR,2015,94,3,Stanford,62.262482221264236,90.0,77.5,70.09561344382175,0,0.0,140.5,70-79,60-69,7.833131222557512
Melvin Gordon,RB,2015,15,1,Wisconsin,89.53565074279604,28.50931677018633,87.4,67.85608624096324,1,1.0,288.1,60-69,80-89,-21.6795645018328
Todd Gurley,RB,2015,10,1,Georgia,92.39513479671196,30.0,66.5,66.67256739835598,1,1.0,385.3,60-69,90+,-25.722567398355977
Ameer Abdullah,RB,2015,54,2,Nebraska,73.9360365676696,44.958217270194986,86.6,65.69339432840304,0,0.0,125.2,60-69,70-79,-8.242642239266559
Justin Hardy,WR,2015,107,4,East Carolina,58.906016650653214,95.78943856957,48.7,64.75179853683859,0,0.0,65.3,60-69,50-59,5.845781886185378
Kenny Bell,WR,2015,162,5,Nebraska,46.15155112223164,93.39544795067101,92.0,62.477597819584766,0,0.0,0.0,60-69,<50,16.326046697353128
Jay Ajayi,RB,2015,149,5,Boise St.,48.99440866994782,71.1751662971175,86.30000000000001,62.353512538965035,1,1.0,215.3,60-69,<50,13.359103869017211
Jamison Crowder,WR,2015,105,4,Duke,59.41186469623246,95.79679243533883,13.100000000000001,59.74207053961888,0,0.0,197.7,50-59,50-59,0.3302058433864161
T.J. Yeldon,RB,2015,36,2,Alabama,80.26299861749231,25.08710801393728,70.5,59.48698711362421,1,0.0,173.1,50-59,80-89,-20.776011503868105
Rashad Greene,WR,2015,139,5,Florida St.,51.245903565087225,90.0,53.7,59.364837317306694,0,0.0,46.3,50-59,50-59,8.11893375221947
JJ Nelson,WR,2015,159,5,Ala-Birmingham,46.79965853300224,92.09206094269335,68.9,59.17319023499012,0,0.0,139.1,50-59,<50,12.373531701987886
DeAndre Smelter,WR,2015,132,4,Georgia Tech,52.85873645151093,68.94106523794517,68.9,58.481391741071135,0,0.0,3.3,50-59,50-59,5.622655289560207
Javorius Allen,RB,2015,125,4,USC,54.50441856810307,54.04968944099379,80.19999999999999,58.19960058839936,1,0.0,166.1,50-59,50-59,3.6951820202962935
Tevin Coleman,RB,2015,73,3,Indiana,68.08599462283559,27.028753993610223,97.2,58.083061209181366,1,0.0,193.6,50-59,60-69,-10.002933413654219
David Johnson,RB,2015,86,3,Northern Iowa,64.41603636571921,30.0,98.4,57.4680181828596,1,1.0,407.8,50-59,60-69,-6.948018182859606
Stefon Diggs,WR,2015,146,5,Maryland,49.66365676525262,78.49476993216538,56.6,56.47033088384728,1,1.0,328.6,50-59,<50,6.806674118594664
Vince Mayle,WR,2015,123,4,Washington St.,54.980997846306835,61.46807397069086,46.3,54.97626339423761,0,0.0,6.2,50-59,50-59,-0.004734452069222073
Duke Johnson,RB,2015,77,3,Miami (FL),66.9320986936365,30.0,69.80000000000001,54.43604934681825,1,1.0,216.1,50-59,60-69,-12.496049346818253
Tony Lippett,WR,2015,156,5,Michigan St.,47.452429780384286,84.31634531211421,39.900000000000006,53.692348419672626,0,0.0,0.0,50-59,<50,6.239918639288341
Mike Davis,RB,2015,126,4,South Carolina,54.26721625603232,47.179487179487175,60.9,52.78142864083667,1,1.0,206.5,50-59,50-59,-1.4857876151956475
Keith Mumphery,WR,2015,175,5,Michigan St.,43.39418247364378,75.0,43.6,49.74621860786846,0,0.0,26.9,<50,<50,6.352036134224676
David Cobb,RB,2015,138,5,Minnesota,51.47438583883613,38.26771653543307,45.5,45.95589370681964,0,0.0,21.4,<50,50-59,-5.51849213201649
Karlos Williams,RB,2015,155,5,Florida St.,47.67107791381047,30.81395348837209,64.1,44.23542267783546,0,0.0,124.3,<50,<50,-3.4356552359750125
Jeremy Langford,RB,2015,106,4,Michigan St.,59.158487311545166,8.857142857142856,75.19999999999999,43.95924365577258,0,0.0,147.6,<50,50-59,-15.199243655772584
Matt Jones,RB,2015,95,3,Florida,61.99827790606109,12.037037037037035,52.300000000000004,43.057101915993506,0,0.0,116.4,<50,60-69,-18.941175990067585
Cameron Artis-Payne,RB,2015,174,5,Auburn,43.60345922205765,22.771084337349397,60.0,38.771609129101115,0,0.0,35.1,<50,<50,-4.831850092956536
Corey Coleman,WR,2016,15,1,Baylor,89.53565074279604,69.9,96.6,86.66817298281742,0,0.0,93.3,80-89,80-89,-2.8674777599786125
Josh Doctson,WR,2016,22,1,TCU,86.0877712199221,51.31883539676323,94.1,80.335818372302,0,0.0,119.8,80-89,80-89,-5.751952847620103
Will Fuller,WR,2016,21,1,Notre Dame,86.55153502322084,60.0,71.7,79.01349776509355,0,0.0,188.9,70-79,80-89,-7.538037258127289
Laquon Treadwell,WR,2016,23,1,Mississippi,85.63195232697663,79.48205667005942,33.3,76.5521803465467,0,0.0,82.4,70-79,80-89,-9.079771980429925
Ezekiel Elliott,RB,2016,4,1,Ohio St.,96.73123522513825,39.841758241758235,86.5,75.28523299718451,1,1.0,329.1,70-79,90+,-21.44600222795374
Michael Thomas,WR,2016,47,2,Ohio St.,76.2836840704932,54.79526208596849,91.1,74.20844706301428,1,1.0,374.6,70-79,70-79,-2.0752370074789184
Sterling Shepard,WR,2016,40,2,Oklahoma,78.76865523265029,50.2747851906351,76.2,72.68458293934971,0,0.0,184.4,70-79,70-79,-6.084072293300579
Tyler Boyd,WR,2016,55,2,Pittsburgh,73.61036829159038,81.48506860371268,42.699999999999996,70.54875311027628,1,0.0,222.9,70-79,70-79,-3.061615181314096
Leonte Carroo,WR,2016,86,3,Rutgers,64.41603636571921,69.9,69.6,66.2904236377175,0,0.0,18.8,60-69,60-69,1.8743872719982875
Ricardo Louis,WR,2016,114,4,Auburn,57.16316107479519,65.97136772361571,92.30000000000001,64.19532824334003,0,0.0,62.7,60-69,50-59,7.032167168544838
Braxton Miller,WR,2016,85,3,Ohio St.,64.69048249230454,45.0,85.9,63.93381361999795,0,0.0,41.3,60-69,60-69,-0.7566688723065909
C.J. Prosise,RB,2016,90,3,Notre Dame,63.33016316021118,47.99999999999999,80.7,60.570081580105594,0,0.0,61.0,60-69,60-69,-2.7600815801055845
Chris Moore,WR,2016,107,4,Cincinnati,58.906016650653214,45.682911910148796,79.6,59.36549320495435,0,0.0,115.1,50-59,50-59,0.45947655430113343
Tajae Sharpe,WR,2016,140,5,Massachusetts,51.018045072501344,82.61596548004314,53.0,57.6349223931345,0,0.0,105.3,50-59,50-59,6.616877320633158
Kenyan Drake,RB,2016,73,3,Alabama,68.08599462283559,37.130044843049326,69.80000000000001,57.50851300648505,1,0.0,217.0,50-59,60-69,-10.577481616350532
Kenneth Dixon,RB,2016,134,4,Louisiana Tech,52.39467932215801,58.49686847599163,68.60000000000001,56.961243627676076,0,0.0,102.4,50-59,50-59,4.566564305518064
Pharoh Cooper,WR,2016,117,4,South Carolina,56.42873272246869,84.9,20.6,56.74867626960466,0,0.0,55.5,50-59,50-59,0.3199435471359706
Demarcus Robinson,WR,2016,126,4,Florida,54.26721625603232,60.0,58.6,56.06369056642101,0,0.0,123.5,50-59,50-59,1.7964743103886889
Derrick Henry,RB,2016,45,2,Alabama,76.9783930175478,12.242152466367711,87.69999999999999,55.928949872002605,1,1.0,336.4,50-59,70-79,-21.049443145545197
Tyreek Hill,WR,2016,165,5,West Alabama,45.50798876586117,60.0,93.9,55.665192697809765,1,1.0,376.4,50-59,<50,10.157203931948594
Devontae Booker,RB,2016,136,4,Utah,51.93324682456018,49.0422077922078,66.5,53.10639613955282,0,0.0,144.1,50-59,50-59,1.1731493149926422
Trevor Davis,WR,2016,163,5,California,45.936531045873316,45.0,91.4,52.56874517981766,0,0.0,30.4,50-59,<50,6.632214133944345
Tyler Ervin,RB,2016,119,4,San Jose St.,55.94308596859041,30.0,77.0,50.0215429842952,0,0.0,26.1,50-59,50-59,-5.921542984295208
DeAndre Washington,RB,2016,143,5,Texas Tech,50.33815139213819,35.48387096774193,73.1,48.55343053477876,0,0.0,121.9,<50,50-59,-1.7847208573594244
Rashard Higgins,WR,2016,172,5,Colorado St.,44.02338900352743,67.28780213603147,16.5,44.54776327949913,0,0.0,120.9,<50,<50,0.5243742759717023
Paul Perkins,RB,2016,149,5,UCLA,48.99440866994782,29.826330532212882,53.9,43.021420021248424,0,0.0,76.8,<50,<50,-5.972988648699399
Wendell Smallwood,RB,2016,153,5,West Virginia,48.10998910400404,22.377622377622373,70.9,42.52216238416985,0,0.0,117.4,<50,<50,-5.58782671983419
Jordan Howard,RB,2016,150,5,Indiana,48.77246656402318,14.453052370622869,54.1,37.5598016117296,1,1.0,230.1,<50,<50,-11.212664952293586
Jonathan Williams,RB,2016,156,5,Arkansas,47.452429780384286,10.863509749303619,64.0,37.12844330244841,0,0.0,40.4,<50,<50,-10.323986477935875
Alex Collins,RB,2016,171,5,Arkansas,44.2340493948423,15.240641711229944,29.6,31.89124929635163,1,0.0,171.0,<50,<50,-12.34280009849067
John Ross,WR,2017,9,1,Washington,93.02779892479941,81.97796583294672,95.0,91.11366246770896,0,0.0,95.0,90+,90+,-1.91413645709045
Corey Davis,WR,2017,5,1,Western Michigan,95.89012507645334,69.9,68.9,86.64358129969469,0,0.0,191.4,80-89,90+,-9.246543776758656
Joe Mixon,RB,2017,48,2,Oklahoma,75.94055021860186,88.06547619047618,94.60000000000001,82.98319177596758,1,1.0,287.9,80-89,70-79,7.042641557365727
Christian McCaffrey,RB,2017,8,1,Stanford,93.68781610895526,64.09774436090224,85.19999999999999,82.05811858079342,1,1.0,471.2,80-89,90+,-11.629697528161842
Mike Williams,WR,2017,7,1,Clemson,94.38004324460745,47.90388411969566,72.4,81.78780493293398,1,0.0,246.6,80-89,90+,-12.59223831167347
Zay Jones,WR,2017,37,2,East Carolina,79.88373711084623,68.5164697733482,97.10000000000001,80.19272307671969,0,0.0,198.1,80-89,70-79,0.30898596587346105
Curtis Samuel,WR,2017,40,2,Ohio St.,78.76865523265029,79.50674909412774,74.5,78.27597572004824,1,0.0,212.1,70-79,70-79,-0.4926795126020522
JuJu Smith-Schuster,WR,2017,62,2,USC,71.3905481598709,93.93534566370636,68.9,75.52592543665736,1,1.0,296.9,70-79,70-79,4.135377276786457
Chris Godwin,WR,2017,84,3,Penn St.,64.96615833500175,81.20878601794993,96.6,72.95976012134112,1,1.0,276.1,70-79,60-69,7.993601786339369
Taywan Taylor,WR,2017,72,3,Western Kentucky,68.37819198708551,69.28801094319432,87.0,71.35342698024445,0,0.0,87.6,70-79,60-69,2.975234993158935
Leonard Fournette,RB,2017,4,1,LSU,96.73123522513825,29.395973154362412,80.39999999999999,70.71420821659596,1,1.0,259.4,70-79,90+,-26.017027008542286
Dalvin Cook,RB,2017,41,2,Florida St.,78.40408953083528,69.54869358669833,46.5,70.51908752076206,1,1.0,337.8,70-79,70-79,-7.885002010073222
Alvin Kamara,RB,2017,67,3,Tennessee,69.86299160356411,62.058047493403684,80.8,68.77181242447335,1,1.0,377.8,60-69,60-69,-1.0911791790907586
Chad Williams,WR,2017,98,3,Grambling St.,61.21193317920564,60.0,90.1,65.30275656648367,0,0.0,41.0,60-69,60-69,4.090823387278029
Kenny Golladay,WR,2017,96,3,Northern Illinois,61.73512832043268,54.9,89.39999999999999,64.51783340828123,1,1.0,248.0,60-69,60-69,2.782705087848555
Josh Reynolds,WR,2017,117,4,Texas A&M,56.42873272246869,69.83087126921917,91.0,64.29485052344849,0,0.0,128.8,60-69,50-59,7.866117800979801
ArDarius Stewart,WR,2017,79,3,Alabama,66.36371289664757,49.540754109555635,68.9,63.37956420473205,0,0.0,16.9,60-69,60-69,-2.9841486919155216
Amara Darboh,WR,2017,106,3,Michigan,59.158487311545166,51.56930333817127,96.0,63.16687742013861,0,0.0,15.1,60-69,50-59,4.008390108593446
Josh Malone,WR,2017,128,4,Tennessee,53.79494679154125,82.66013824884793,70.3,62.043743064271396,0,0.0,18.5,60-69,50-59,8.248796272730146
Cooper Kupp,WR,2017,69,3,Eastern Washington,69.2641833889955,39.9,50.0,60.501719202847084,1,1.0,439.5,60-69,60-69,-8.76246418614842
Kareem Hunt,RB,2017,86,3,Toledo,64.41603636571921,57.16312056737588,51.5,59.940110381441166,1,1.0,295.2,50-59,60-69,-4.475925984278042
Jeremy McNichols,RB,2017,162,5,Boise St.,46.15155112223164,73.38494018296974,66.5,58.73550462515523,0,0.0,73.6,50-59,<50,12.583953502923592
Chad Hansen,WR,2017,141,4,California,50.79080422061093,66.05379651860744,73.89999999999999,57.309782047118595,0,0.0,46.6,50-59,50-59,6.518977826507665
Dede Westbrook,WR,2017,110,4,Oklahoma,58.15392954892286,54.079955542832124,48.4,55.87604531536629,0,0.0,181.5,50-59,50-59,-2.27788423355657
James Conner,RB,2017,105,3,Pittsburgh,59.41186469623246,55.92592592592592,43.3,55.775006422190295,1,1.0,280.0,50-59,50-59,-3.6368582740421687
DeAngelo Yancey,WR,2017,175,5,Purdue,43.39418247364378,66.7179994348686,90.8,55.169818494842175,0,0.0,0.0,50-59,<50,11.775636021198395
Jehu Chesson,WR,2017,139,4,Michigan,51.245903565087225,45.0,79.4,54.2198373173067,0,0.0,3.8,50-59,50-59,2.973933752219473
Ryan Switzer,WR,2017,133,4,North Carolina,52.626376413965254,62.29467331409079,48.3,53.91107933189557,0,0.0,69.4,50-59,50-59,1.2847029179303178
Mack Hollins,WR,2017,118,4,North Carolina,56.18551835350469,30.0,68.9,52.85558692977805,0,0.0,154.16,50-59,50-59,-3.3299314237266415
Isaiah McKenzie,WR,2017,172,5,Georgia,44.02338900352743,67.22974652087476,68.9,52.396152156467785,0,0.0,119.8,50-59,<50,8.372763152940358
Marlon Mack,RB,2017,143,4,South Florida,50.33815139213819,39.85634477254588,87.8,52.288796366460154,1,0.0,181.3,50-59,50-59,1.9506449743219676
Donnel Pumphrey,RB,2017,132,4,San Diego St.,52.85873645151093,54.14062499999999,40.099999999999994,51.39358697575546,0,0.0,0.0,50-59,50-59,-1.4651494757554673
Aaron Jones,RB,2017,182,5,Texas-El Paso,41.94175972374306,42.75229357798165,92.10000000000001,49.74918261416511,1,1.0,314.8,<50,<50,7.807422890422046
Shelton Gibson,WR,2017,166,5,West Virginia,45.29445820618241,64.80418325318117,39.8,48.372234484654804,0,0.0,5.8,<50,<50,3.077776278472392
D'Onta Foreman,RB,2017,89,3,Texas,63.59988204942709,11.727078891257994,78.2,47.63441863665385,0,0.0,131.0,<50,60-69,-15.96546341277324
Rodney Adams,WR,2017,170,5,South Florida,44.44517844407706,46.434265391219036,60.199999999999996,47.206219066893894,0,0.0,0.0,<50,<50,2.761040622816836
Tarik Cohen,RB,2017,119,4,North Carolina A&T,55.94308596859041,30.0,39.2,44.35154298429521,1,1.0,233.94,<50,50-59,-11.591542984295202
Trent Taylor,WR,2017,177,5,Louisiana Tech,42.97698723959096,50.837565888425125,40.0,44.10255488341915,0,0.0,98.0,<50,<50,1.125567643828191
