player_name,position,school,draft_year,pick,round,dc_score,production_score,production_metric,ras_score,slap_score,delta_vs_dc,production_status,ras_status,rec_yards,team_pass_att,nfl_best_ppr,nfl_best_ppg,nfl_hit24,nfl_hit12,data_type
Kenyan Drake,RB,Alabama,2016,73,3,5.889978152981345,61.88340807174888,receiving_production,69.80000000000001,35.07418190160278,29.18420374862143,observed,observed,276.0,446.0,211.0,12.411764705882351,1,0,backtest
DeAndre Washington,RB,Texas Tech,2016,143,5,2.3282385243167583,62.096774193548384,receiving_production,73.1,33.86299022990031,31.534751705583552,observed,observed,385.0,620.0,121.9,7.170588235294118,0,0,backtest
Darius Jackson,RB,Eastern Michigan,2016,216,6,0.66734633660919,49.1442542787286,receiving_production,98.5,32.309162165859604,31.641815829250415,observed,observed,201.0,409.0,1.6,0.0941176470588235,0,0,backtest
Paul Perkins,RB,UCLA,2016,149,5,2.1469367696249413,47.45098039215686,receiving_production,53.9,25.76631152206737,23.61937475244243,observed,observed,242.0,510.0,85.5,5.029411764705882,0,0,backtest
Derrick Henry,RB,Alabama,2016,45,2,9.303895821279005,20.40358744394619,receiving_production,87.69999999999999,24.948203516020666,15.644307694741661,observed,observed,91.0,446.0,381.4,22.43529411764706,1,1,backtest
Wendell Smallwood,RB,West Virginia,2016,153,5,2.032040056325675,37.2960372960373,receiving_production,70.9,24.70463308177589,22.67259302545021,observed,observed,160.0,429.0,128.3,7.547058823529412,0,0,backtest
Tyler Ervin,RB,San Jose St.,2016,119,4,3.18578264738066,30.0,receiving_production,77.0,23.64289132369033,20.45710867630967,imputed,observed,,,26.1,1.535294117647059,0,0,backtest
Keenan Reynolds,RB,Navy,2016,182,6,1.3157604889349657,38.52459016393443,receiving_production,45.5,20.966486801844532,19.650726312909566,observed,observed,47.0,122.0,0.0,0.0,0,0,backtest
Zac Brooks,RB,Clemson,2016,247,7,0.19699754668463307,21.401515151515152,receiving_production,79.4,19.49902907637262,19.302031529687987,observed,observed,113.0,528.0,0.0,0.0,0,0,backtest
Kelvin Taylor,RB,Florida,2016,211,6,0.7527695331324677,37.03703703703704,receiving_production,26.6,17.329347729529196,16.576578196396728,observed,observed,150.0,405.0,0.0,0.0,0,0,backtest
Jordan Howard,RB,Indiana,2016,150,5,2.117782198278818,22.99349240780911,receiving_production,54.1,17.2216134418726,15.103831243593781,observed,observed,106.0,461.0,230.1,13.53529411764706,1,1,backtest
Keith Marshall,RB,Georgia,2016,242,7,0.2666995888021587,8.56269113149847,receiving_production,93.5,17.155291690425543,16.888592101623384,observed,observed,28.0,327.0,0.0,0.0,0,0,backtest
Jonathan Williams,RB,Arkansas,2016,156,5,1.9487832919551238,18.105849582172702,receiving_production,64.0,16.911438999738007,14.962655707782883,observed,observed,65.0,359.0,40.400000000000006,2.3764705882352946,0,0,backtest
Daniel Lasco,RB,California,2016,237,7,0.33859591814689466,4.363636363636364,receiving_production,96.1,16.111570686346173,15.772974768199278,observed,observed,24.0,550.0,6.300000000000001,0.3705882352941176,0,0,backtest
Alex Collins,RB,Arkansas,2016,171,5,1.5659129201553017,25.40106951871658,receiving_production,29.6,14.113330791628453,12.54741787147315,observed,observed,95.0,374.0,171.0,10.058823529411764,1,0,backtest
Christian McCaffrey,RB,Stanford,2017,8,1,31.09859611123712,100.0,receiving_production,85.19999999999999,63.329298055618565,32.230701944381444,observed,observed,310.0,304.0,480.3,28.25294117647059,1,1,backtest
Joe Mixon,RB,Oklahoma,2017,48,2,8.799362530202254,100.0,receiving_production,94.60000000000001,53.589681265101134,44.79031873489888,observed,observed,538.0,384.0,348.8,20.51764705882353,1,1,backtest
Leonard Fournette,RB,LSU,2017,4,1,46.707583514130526,48.99328859060403,receiving_production,80.39999999999999,52.56144276377667,5.853859249646142,observed,observed,146.0,298.0,289.8,17.04705882352941,1,1,backtest
Alvin Kamara,RB,Tennessee,2017,67,3,6.436576849228004,100.0,receiving_production,80.8,50.338288424614,43.901711575385995,observed,observed,392.0,379.0,410.9,24.170588235294115,1,1,backtest
Dalvin Cook,RB,Florida St.,2017,41,2,10.060921353726265,100.0,receiving_production,46.5,47.00546067686313,36.944539323136866,observed,observed,488.0,421.0,337.8,19.87058823529412,1,1,backtest
Jeremy McNichols,RB,Boise St.,2017,162,5,1.789262380033514,100.0,receiving_production,66.5,45.86963119001676,44.08036880998325,observed,imputed,474.0,406.0,73.60000000000001,4.329411764705883,0,0,backtest
Kareem Hunt,RB,Toledo,2017,86,3,4.908505149028946,95.27186761229315,receiving_production,51.5,43.52440623881707,38.615901089788125,observed,observed,403.0,423.0,308.90000000000003,18.17058823529412,1,1,backtest
James Conner,RB,Pittsburgh,2017,105,3,3.816781655493783,93.20987654320987,receiving_production,43.3,41.026847617870345,37.21006596237656,observed,observed,302.0,324.0,280.0,16.470588235294116,1,1,backtest
Aaron Jones,RB,Texas-El Paso,2017,182,5,1.3157604889349657,71.25382262996942,receiving_production,92.10000000000001,39.41171816495678,38.09595767602182,observed,observed,233.0,327.0,359.70000000000005,21.15882352941177,1,1,backtest
Donnel Pumphrey,RB,San Diego St.,2017,132,4,2.692185970336002,90.234375,receiving_production,40.099999999999994,38.943124235168,36.250938264832,observed,observed,231.0,256.0,0.0,0.0,0,0,backtest
Marlon Mack,RB,South Florida,2017,143,4,2.3282385243167583,63.40782122905028,receiving_production,87.8,36.52685669232598,34.19861816800922,observed,observed,227.0,358.0,206.1,12.123529411764707,1,0,backtest
