player_name,position,draft_year,pick,college,dc_score,breakout_age,breakout_score,production_raw,production_score,ras_raw,ras_score,ras_status,slap_score,slap_tier,delta,delta_tier,best_season_ppg,hit24,hit12,outcome_status,data_source
Dane Key,WR,2026,202,Nebraska,37.9,20.0,75.0,,,,68.9,imputed,55.5,Below Avg (50-59),17.6,Big Sleeper (+15),,,,TBD,prospect_2026
Jordan Hudson,WR,2026,211,SMU,36.1,20.0,75.0,,,,68.9,imputed,54.7,Below Avg (50-59),18.5,Big Sleeper (+15),,,,TBD,prospect_2026
Caleb Douglas,WR,2026,212,Texas Tech,35.9,20.0,75.0,,,,68.9,imputed,54.6,Below Avg (50-59),18.6,Big Sleeper (+15),,,,TBD,prospect_2026
Reggie Virgil,WR,2026,216,Texas Tech,35.2,20.0,75.0,,,,68.9,imputed,54.2,Below Avg (50-59),19.0,Big Sleeper (+15),,,,TBD,prospect_2026
Eric McAlister,WR,2026,171,TCU,44.2,21.0,60.0,,,,68.9,imputed,53.5,Below Avg (50-59),9.2,Sleeper (+5 to +15),,,,TBD,prospect_2026
Eric Rivers,WR,2026,178,Georgia Tech,42.8,21.0,60.0,,,,68.9,imputed,52.7,Below Avg (50-59),10.0,Sleeper (+5 to +15),,,,TBD,prospect_2026
Kaden Wetjen,WR,2026,250,Iowa,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Chris Hilton,WR,2026,250,LSU,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Malik Benson,WR,2026,250,Oregon,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Jeff Caldwell,WR,2026,250,Cincinnati,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Hank Beatty,WR,2026,250,Illinois,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Eli Heidenreich,WR,2026,250,Navy,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
J.Michael Sturdivant,WR,2026,250,Florida,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Dillon Bell,WR,2026,250,Georgia,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Jordan Dwyer,WR,2026,250,TCU,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Griffin Wilde,WR,2026,250,Northwestern,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Jalil Farooq,WR,2026,250,Maryland,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Romello Brinson,WR,2026,250,SMU,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Jalen Walthall,WR,2026,250,Incarnate Word,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Chase Roberts,WR,2026,250,BYU,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Emmanuel Henderson,WR,2026,250,Kansas,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Zavion Thomas,WR,2026,250,LSU,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Trebor Pena,WR,2026,250,Penn State,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Jaquaize Pettaway,WR,2026,250,East Carolina,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Raymond Cottrell,WR,2026,250,Texas A&M,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Nathan Leacock,WR,2026,250,North Carolina,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Anthony Evans III,WR,2026,250,Mississippi State,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Jalen Brown,WR,2026,250,Arkansas,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Brandon Inniss,WR,2026,250,Ohio State,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Ryan Niblett,WR,2026,250,Texas,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Cordale Russell,WR,2026,250,Colorado,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Ayden Williams,WR,2026,250,Mississippi State,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Braylon James,WR,2026,250,Notre Dame,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
London Humphreys,WR,2026,250,Georgia,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Tyler Brown,WR,2026,250,Clemson,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Mikey Matthews,WR,2026,250,UCLA,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Antonio Gates Jr.,WR,2026,250,Michigan State,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
C.J. Williams,WR,2026,250,Stanford,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Andre Greene Jr.,WR,2026,250,Virginia,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Kobe Prentice,WR,2026,250,Baylor,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Kyion Grayes,WR,2026,250,California,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Braylin Presley,WR,2026,250,Tulsa,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Talyn Shettron,WR,2026,250,Oklahoma State,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Tobias Merriweather,WR,2026,250,Utah,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Kaleb Brown,WR,2026,250,UAB,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Jayden McGowan,WR,2026,250,Charlotte,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Squirrel White,WR,2026,250,Florida State,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Jaron Glover,WR,2026,250,Michigan State,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Justus Ross-Simmons,WR,2026,250,Syracuse,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Jayden Ballard,WR,2026,250,Wisconsin,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Christian Leary,WR,2026,250,Western Michigan,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
JoJo Earle,WR,2026,250,UNLV,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Dacari Collins,WR,2026,250,Louisville,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Cody Jackson,WR,2026,250,Tarleton State,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Kyron Ware-Hudson,WR,2026,250,Penn State,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Malik McClain,WR,2026,250,Arizona State,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Deion Colzie,WR,2026,250,Miami (OH),28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Jerand Bradley,WR,2026,250,Kansas State,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Andrel Anthony,WR,2026,250,Duke,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Jayden Thomas,WR,2026,250,Virginia,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Rara Thomas,WR,2026,250,Troy,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Cyrus Allen,WR,2026,250,Cincinnati,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Jared Brown,WR,2026,250,South Carolina,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Jaden Bray,WR,2026,250,West Virginia,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Joseph Manjack IV,WR,2026,250,TCU,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Max Tomzcak,WR,2026,250,Northern Illinois,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
E.J. Williams,WR,2026,250,Indiana,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Ja'Mori Maclin,WR,2026,250,Kentucky,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Ja'Varrius Johnson,WR,2026,250,Auburn,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Donavon Greene,WR,2026,250,Virginia Tech,28.8,,79.7,,,,68.9,imputed,52.6,Below Avg (50-59),23.8,Big Sleeper (+15),,,,TBD,prospect_2026
Nick Singleton,RB,2026,118,Penn State,56.2,,,,41.5,,66.5,imputed,52.6,Below Avg (50-59),-3.6,Neutral (-5 to +5),,,,TBD,prospect_2026
Lewis Bond,WR,2026,185,Boston College,41.3,21.0,60.0,,,,68.9,imputed,52.0,Below Avg (50-59),10.7,Sleeper (+5 to +15),,,,TBD,prospect_2026
Josh Cameron,WR,2026,194,Baylor,39.5,21.0,60.0,,,,68.9,imputed,51.1,Below Avg (50-59),11.6,Sleeper (+5 to +15),,,,TBD,prospect_2026
Harrison Wallace III,WR,2026,250,Ole Miss,28.8,20.0,75.0,,,,68.9,imputed,51.0,Below Avg (50-59),22.2,Big Sleeper (+15),,,,TBD,prospect_2026
Hykeem Williams,WR,2026,250,Colorado,28.8,20.0,75.0,,,,68.9,imputed,51.0,Below Avg (50-59),22.2,Big Sleeper (+15),,,,TBD,prospect_2026
Jadarian Price,RB,2026,79,Notre Dame,66.4,,,,16.3,,66.5,imputed,48.9,Poor (<50),-17.5,Big Bust (<-15),,,,TBD,prospect_2026
Vinny Anthony II,WR,2026,224,Wisconsin,33.6,21.0,60.0,,,,68.9,imputed,48.2,Poor (<50),14.5,Sleeper (+5 to +15),,,,TBD,prospect_2026
Caullin Lacy,WR,2026,231,Louisville,32.3,21.0,60.0,,,,68.9,imputed,47.5,Poor (<50),15.2,Big Sleeper (+15),,,,TBD,prospect_2026
Kendrick Law,WR,2026,250,Kentucky,28.8,21.0,60.0,,,,68.9,imputed,45.7,Poor (<50),16.9,Big Sleeper (+15),,,,TBD,prospect_2026
Colbie Young,WR,2026,250,Georgia,28.8,21.0,60.0,,,,68.9,imputed,45.7,Poor (<50),16.9,Big Sleeper (+15),,,,TBD,prospect_2026
Mike Washington Jr.,RB,2026,163,Arkansas,45.9,,,,34.4,,66.5,imputed,45.0,Poor (<50),-1.0,Neutral (-5 to +5),,,,TBD,prospect_2026
Demond Claiborne,RB,2026,136,Wake Forest,51.9,,,,21.3,,66.5,imputed,43.4,Poor (<50),-8.5,Bust Risk (-5 to -15),,,,TBD,prospect_2026
Adam Randall,RB,2026,180,Clemson,42.4,,,,34.1,,66.5,imputed,43.1,Poor (<50),0.7,Neutral (-5 to +5),,,,TBD,prospect_2026
Kaytron Allen,RB,2026,124,Penn State,54.7,,,,10.4,,66.5,imputed,41.0,Poor (<50),-13.8,Bust Risk (-5 to -15),,,,TBD,prospect_2026
Desmond Reid,RB,2026,250,Pittsburgh,28.8,,,,44.0,,66.5,imputed,39.8,Poor (<50),11.0,Sleeper (+5 to +15),,,,TBD,prospect_2026
Dean Connors,RB,2026,250,Houston,28.8,,,,39.3,,66.5,imputed,38.1,Poor (<50),9.3,Sleeper (+5 to +15),,,,TBD,prospect_2026
Jamal Haynes,RB,2026,250,Georgia Tech,28.8,,,,38.0,,66.5,imputed,37.7,Poor (<50),8.9,Sleeper (+5 to +15),,,,TBD,prospect_2026
Roman Hemby,RB,2026,197,Indiana,38.9,,,,20.5,,66.5,imputed,36.6,Poor (<50),-2.3,Neutral (-5 to +5),,,,TBD,prospect_2026
Kaden Feagin,RB,2026,250,Illinois,28.8,,,,32.1,,66.5,imputed,35.6,Poor (<50),6.8,Sleeper (+5 to +15),,,,TBD,prospect_2026
J'Mari Taylor,RB,2026,245,Virginia,29.7,,,,29.5,,66.5,imputed,35.2,Poor (<50),5.5,Sleeper (+5 to +15),,,,TBD,prospect_2026
Chip Trayanum,RB,2026,250,Toledo,28.8,,,,30.0,,66.5,imputed,34.9,Poor (<50),6.1,Sleeper (+5 to +15),,,,TBD,prospect_2026
Quinten Joyner,RB,2026,250,Texas Tech,28.8,,,,30.0,,66.5,imputed,34.9,Poor (<50),6.1,Sleeper (+5 to +15),,,,TBD,prospect_2026
Samuel Singleton Jr.,RB,2026,250,Kansas State,28.8,,,,30.0,,66.5,imputed,34.9,Poor (<50),6.1,Sleeper (+5 to +15),,,,TBD,prospect_2026
TreVonte Citizen,RB,2026,250,LSU,28.8,,,,30.0,,66.5,imputed,34.9,Poor (<50),6.1,Sleeper (+5 to +15),,,,TBD,prospect_2026
Richard Reese,RB,2026,250,Stephen F. Austin,28.8,,,,30.0,,66.5,imputed,34.9,Poor (<50),6.1,Sleeper (+5 to +15),,,,TBD,prospect_2026
Armoni Goodwin,RB,2026,250,UT Martin,28.8,,,,30.0,,66.5,imputed,34.9,Poor (<50),6.1,Sleeper (+5 to +15),,,,TBD,prospect_2026
L.J. Johnson Jr.,RB,2026,250,Texas State,28.8,,,,30.0,,66.5,imputed,34.9,Poor (<50),6.1,Sleeper (+5 to +15),,,,TBD,prospect_2026
Derrick Davis Jr.,RB,2026,250,LSU,28.8,,,,30.0,,66.5,imputed,34.9,Poor (<50),6.1,Sleeper (+5 to +15),,,,TBD,prospect_2026
Barika Kpeenu,RB,2026,250,North Dakota State,28.8,,,,30.0,,66.5,imputed,34.9,Poor (<50),6.1,Sleeper (+5 to +15),,,,TBD,prospect_2026
Alton McCaskill IV,RB,2026,250,Houston,28.8,,,,30.0,,66.5,imputed,34.9,Poor (<50),6.1,Sleeper (+5 to +15),,,,TBD,prospect_2026
Noah Whittington,RB,2026,183,Oregon,41.7,,,,10.4,,66.5,imputed,34.5,Poor (<50),-7.2,Bust Risk (-5 to -15),,,,TBD,prospect_2026
Sedrick Alexander,RB,2026,250,Vanderbilt,28.8,,,,28.7,,66.5,imputed,34.4,Poor (<50),5.6,Sleeper (+5 to +15),,,,TBD,prospect_2026
Jaydn Ott,RB,2026,250,California,28.8,,,,27.3,,66.5,imputed,33.9,Poor (<50),5.2,Sleeper (+5 to +15),,,,TBD,prospect_2026
Byron Cardwell,RB,2026,250,San Diego State,28.8,,,,20.9,,66.5,imputed,31.7,Poor (<50),2.9,Neutral (-5 to +5),,,,TBD,prospect_2026
Kadarius Calloway,RB,2026,250,New Mexico State,28.8,,,,20.8,,66.5,imputed,31.6,Poor (<50),2.8,Neutral (-5 to +5),,,,TBD,prospect_2026
Rueben Owens,RB,2026,250,Texas A&M,28.8,,,,17.6,,66.5,imputed,30.5,Poor (<50),1.7,Neutral (-5 to +5),,,,TBD,prospect_2026
Seth McGowan,RB,2026,250,Kentucky,28.8,,,,17.0,,66.5,imputed,30.3,Poor (<50),1.5,Neutral (-5 to +5),,,,TBD,prospect_2026
Dominic Richardson,RB,2026,250,Tulsa,28.8,,,,15.6,,66.5,imputed,29.8,Poor (<50),1.0,Neutral (-5 to +5),,,,TBD,prospect_2026
Rahsul Faison,RB,2026,250,South Carolina,28.8,,,,15.0,,66.5,imputed,29.6,Poor (<50),0.8,Neutral (-5 to +5),,,,TBD,prospect_2026
C.J. Donaldson,RB,2026,242,Ohio State,30.3,,,,12.5,,66.5,imputed,29.5,Poor (<50),-0.8,Neutral (-5 to +5),,,,TBD,prospect_2026
Robert Henry Jr.,RB,2026,250,UTSA,28.8,,,,13.7,,66.5,imputed,29.2,Poor (<50),0.4,Neutral (-5 to +5),,,,TBD,prospect_2026
Jamarion Miller,RB,2026,246,Alabama,29.5,,,,12.1,,66.5,imputed,29.0,Poor (<50),-0.5,Neutral (-5 to +5),,,,TBD,prospect_2026
Savion Red,RB,2026,250,Nevada,28.8,,,,11.7,,66.5,imputed,28.5,Poor (<50),-0.3,Neutral (-5 to +5),,,,TBD,prospect_2026
Kentrel Bullock,RB,2026,250,South Alabama,28.8,,,,7.5,,66.5,imputed,27.0,Poor (<50),-1.8,Neutral (-5 to +5),,,,TBD,prospect_2026
Jalen Berger,RB,2026,250,UCLA,28.8,,,,7.6,,66.5,imputed,27.0,Poor (<50),-1.8,Neutral (-5 to +5),,,,TBD,prospect_2026
Jaylon Glover,RB,2026,250,UNLV,28.8,,,,6.2,,66.5,imputed,26.5,Poor (<50),-2.3,Neutral (-5 to +5),,,,TBD,prospect_2026
Andrew Paul,RB,2026,250,Jacksonville State,28.8,,,,4.0,,66.5,imputed,25.8,Poor (<50),-3.0,Neutral (-5 to +5),,,,TBD,prospect_2026
Logan Diggs,RB,2026,250,Ole Miss,28.8,,,,4.0,,66.5,imputed,25.8,Poor (<50),-3.0,Neutral (-5 to +5),,,,TBD,prospect_2026
Kaelon Black,RB,2026,250,Indiana,28.8,,,,3.0,,66.5,imputed,25.4,Poor (<50),-3.4,Neutral (-5 to +5),,,,TBD,prospect_2026
Cam Porter,RB,2026,250,Northwestern,28.8,,,,1.8,,66.5,imputed,25.0,Poor (<50),-3.8,Neutral (-5 to +5),,,,TBD,prospect_2026
Terion Stewart,RB,2026,250,Virginia Tech,28.8,,,,1.4,,66.5,imputed,24.9,Poor (<50),-3.9,Neutral (-5 to +5),,,,TBD,prospect_2026
Branson Robinson,RB,2026,250,Georgia State,28.8,,,,1.2,,66.5,imputed,24.8,Poor (<50),-4.0,Neutral (-5 to +5),,,,TBD,prospect_2026
Roydell Williams,RB,2026,250,Florida State,28.8,,,,1.2,,66.5,imputed,24.8,Poor (<50),-4.0,Neutral (-5 to +5),,,,TBD,prospect_2026
E.J. Smith,RB,2026,250,Texas A&M,28.8,,,,0.5,,66.5,imputed,24.6,Poor (<50),-4.2,Neutral (-5 to +5),,,,TBD,prospect_2026
Djay Braswell,RB,2026,250,Georgia State,28.8,,,,0.3,,66.5,imputed,24.5,Poor (<50),-4.3,Neutral (-5 to +5),,,,TBD,prospect_2026
Max Bredeson,RB,2026,250,Michigan,28.8,,,,0.1,,66.5,imputed,24.4,Poor (<50),-4.4,Neutral (-5 to +5),,,,TBD,prospect_2026
Le'Veon Moss,RB,2026,250,Texas A&M,28.8,,,,0.0,,66.5,imputed,24.4,Poor (<50),-4.4,Neutral (-5 to +5),,,,TBD,prospect_2026
Kedrick Reescano,RB,2026,250,Arizona,28.8,,,,0.0,,66.5,imputed,24.4,Poor (<50),-4.4,Neutral (-5 to +5),,,,TBD,prospect_2026
Trevion Cooley,RB,2026,250,Georgia Tech,28.8,,,,0.0,,66.5,imputed,24.4,Poor (<50),-4.4,Neutral (-5 to +5),,,,TBD,prospect_2026
