player_name,position,draft_year,pick,college,dc_score,breakout_age,breakout_score,production_raw,production_score,ras_raw,ras_score,ras_status,slap_score,slap_tier,delta,delta_tier,best_season_ppg,hit24,hit12,outcome_status,data_source
Michael Pittman Jr.,WR,2020,34,USC,81.0,20.0,75.0,,,8.3,82.7,observed,79.2,Good (70-79),-1.9,Neutral (-5 to +5),0.0,0.0,0.0,Miss,backtest
Jalen Reagor,WR,2020,21,TCU,86.6,20.0,75.0,,,6.0,60.3,observed,78.6,Good (70-79),-8.0,Bust Risk (-5 to -15),81.2,0.0,0.0,Miss,backtest
Jonathan Taylor,RB,2020,41,Wisconsin,78.4,,,0.718,71.8,9.5,95.3,observed,78.6,Good (70-79),0.2,Neutral (-5 to +5),21.947058823529414,1.0,1.0,Hit,backtest
Clyde Edwards-Helaire,RB,2020,32,LSU,81.8,,,0.799,79.9,5.4,54.1,observed,77.0,Good (70-79),-4.8,Neutral (-5 to +5),11.43529411764706,1.0,0.0,Hit,backtest
Brandon Aiyuk,WR,2020,25,Arizona St.,84.7,21.0,60.0,,,8.5,84.7,observed,76.1,Good (70-79),-8.7,Bust Risk (-5 to -15),279.1,1.0,1.0,Hit,backtest
Laviska Shenault Jr.,WR,2020,42,Colorado,78.0,20.0,75.0,,,7.0,69.7,observed,75.7,Good (70-79),-2.3,Neutral (-5 to +5),157.1,0.0,0.0,Miss,backtest
KJ Hamler,WR,2020,46,Penn St.,76.6,20.0,75.0,,,,68.9,imputed,74.9,Good (70-79),-1.7,Neutral (-5 to +5),0.0,0.0,0.0,Miss,backtest
Van Jefferson,WR,2020,57,Florida,73.0,,79.7,,,,68.9,imputed,74.7,Good (70-79),1.7,Neutral (-5 to +5),188.9,0.0,0.0,Miss,backtest
Bryan Edwards,WR,2020,81,South Carolina,65.8,19.0,90.0,,,,68.9,imputed,74.7,Good (70-79),8.9,Sleeper (+5 to +15),116.2,0.0,0.0,Miss,backtest
Chase Claypool,WR,2020,49,Notre Dame,75.6,21.0,60.0,,,10.0,99.8,observed,73.8,Good (70-79),-1.8,Neutral (-5 to +5),237.8,1.0,0.0,Hit,backtest
Tee Higgins,WR,2020,33,Clemson,81.4,20.0,75.0,,,4.1,41.2,observed,73.1,Good (70-79),-8.3,Bust Risk (-5 to -15),280.0,1.0,1.0,Hit,backtest
Zack Moss,RB,2020,86,Utah,64.4,,,1.209,100.0,2.8,28.0,observed,71.4,Good (70-79),7.0,Sleeper (+5 to +15),9.976470588235294,0.0,0.0,Miss,backtest
D'Andre Swift,RB,2020,35,Georgia,80.6,,,0.52,52.0,7.5,75.5,observed,69.9,Average (60-69),-10.8,Bust Risk (-5 to -15),12.617647058823527,1.0,0.0,Hit,backtest
Lynn Bowden Jr.,WR,2020,80,Kentucky,66.1,20.0,75.0,,,,68.9,imputed,69.6,Average (60-69),3.5,Neutral (-5 to +5),0.0,0.0,0.0,Miss,backtest
Cam Akers,RB,2020,52,Florida St.,74.6,,,0.521,52.1,8.8,87.9,observed,68.7,Average (60-69),-5.9,Bust Risk (-5 to -15),8.588235294117647,0.0,0.0,Miss,backtest
J.K. Dobbins,RB,2020,55,Ohio St.,73.6,,,0.608,60.8,,66.5,imputed,68.1,Average (60-69),-5.5,Bust Risk (-5 to -15),11.43529411764706,1.0,0.0,Hit,backtest
AJ Dillon,RB,2020,62,Boston Col.,71.4,,,0.639,63.9,,66.5,imputed,68.0,Average (60-69),-3.3,Neutral (-5 to +5),6.91764705882353,0.0,0.0,Miss,backtest
Joe Reed,WR,2020,151,Virginia,48.6,,79.7,,,9.3,93.5,observed,66.2,Average (60-69),17.6,Big Sleeper (+15),8.9,0.0,0.0,Miss,backtest
Tyler Johnson,WR,2020,161,Minnesota,46.4,19.0,90.0,,,,68.9,imputed,65.0,Average (60-69),18.7,Big Sleeper (+15),81.5,0.0,0.0,Miss,backtest
Collin Johnson,WR,2020,165,Texas,45.5,19.0,90.0,,,,68.9,imputed,64.6,Average (60-69),19.1,Big Sleeper (+15),59.2,0.0,0.0,Miss,backtest
Devin Duvernay,WR,2020,92,Texas,62.8,21.0,60.0,,,7.9,78.6,observed,64.2,Average (60-69),1.4,Neutral (-5 to +5),110.1,0.0,0.0,Miss,backtest
Darnell Mooney,WR,2020,173,Tulane,43.8,19.0,90.0,,,7.0,70.4,observed,64.0,Average (60-69),20.2,Big Sleeper (+15),219.7,0.0,0.0,Miss,backtest
Gabriel Davis,WR,2020,128,Central Florida,53.8,20.0,75.0,,,6.8,68.5,observed,63.4,Average (60-69),9.6,Sleeper (+5 to +15),0.0,0.0,0.0,Miss,backtest
K.J. Osborn,WR,2020,176,Miami (FL),43.2,,79.7,,,8.0,80.0,observed,61.5,Average (60-69),18.3,Big Sleeper (+15),165.6,0.0,0.0,Miss,backtest
Donovan Peoples-Jones,WR,2020,187,Michigan,40.9,20.0,75.0,,,9.6,96.3,observed,61.2,Average (60-69),20.2,Big Sleeper (+15),161.1,0.0,0.0,Miss,backtest
Antonio Gandy-Golden,WR,2020,142,Liberty,50.6,20.0,75.0,,,6.1,61.3,observed,60.7,Average (60-69),10.2,Sleeper (+5 to +15),3.5,0.0,0.0,Miss,backtest
Tyrie Cleveland,WR,2020,252,Florida,28.4,19.0,90.0,,,9.7,96.5,observed,60.2,Average (60-69),31.8,Big Sleeper (+15),12.3,0.0,0.0,Miss,backtest
Isaiah Coulter,WR,2020,171,Rhode Island,44.2,,79.7,,,6.7,66.8,observed,60.0,Average (60-69),15.8,Big Sleeper (+15),0.0,0.0,0.0,Miss,backtest
Malcolm Perry,RB,2020,246,Navy,29.5,,,1.295,100.0,,66.5,imputed,59.7,Below Avg (50-59),30.2,Big Sleeper (+15),1.4529411764705882,0.0,0.0,Miss,backtest
Freddie Swain,WR,2020,214,Florida,35.6,,79.7,,,8.3,82.9,observed,58.1,Below Avg (50-59),22.6,Big Sleeper (+15),86.5,0.0,0.0,Miss,backtest
Eno Benjamin,RB,2020,222,Arizona St.,34.0,,,0.906,90.6,5.8,57.6,observed,57.4,Below Avg (50-59),23.3,Big Sleeper (+15),5.270588235294119,0.0,0.0,Miss,backtest
Dezmon Patmon,WR,2020,212,Washington St.,35.9,20.0,75.0,,,8.5,84.6,observed,56.9,Below Avg (50-59),21.0,Big Sleeper (+15),10.1,0.0,0.0,Miss,backtest
James Proche,WR,2020,201,SMU,38.1,19.0,90.0,,,4.0,40.4,observed,56.6,Below Avg (50-59),18.5,Big Sleeper (+15),36.2,0.0,0.0,Miss,backtest
Quez Watkins,WR,2020,200,Southern Miss,38.3,20.0,75.0,,,7.4,74.0,observed,56.5,Below Avg (50-59),18.2,Big Sleeper (+15),121.5,0.0,0.0,Miss,backtest
Isaiah Hodgins,WR,2020,207,Oregon St.,36.9,20.0,75.0,,,7.6,75.6,observed,56.0,Below Avg (50-59),19.1,Big Sleeper (+15),126.0,0.0,0.0,Miss,backtest
John Hightower,WR,2020,168,Boise St.,44.9,21.0,60.0,,,8.0,80.2,observed,55.5,Below Avg (50-59),10.6,Sleeper (+5 to +15),28.8,0.0,0.0,Miss,backtest
Darrynton Evans,RB,2020,93,Appalachian St.,62.5,,,,30.0,9.1,91.1,observed,55.4,Below Avg (50-59),-7.1,Bust Risk (-5 to -15),1.7647058823529411,0.0,0.0,Miss,backtest
La'Mical Perine,RB,2020,120,Florida,55.7,,,0.561,56.1,5.2,52.5,observed,55.4,Below Avg (50-59),-0.3,Neutral (-5 to +5),3.088235294117647,0.0,0.0,Miss,backtest
Ke'Shawn Vaughn,RB,2020,76,Illinois,67.2,,,,30.0,5.2,51.7,observed,51.9,Below Avg (50-59),-15.4,Big Bust (<-15),2.988235294117647,0.0,0.0,Miss,backtest
Quintez Cephus,WR,2020,166,Wisconsin,45.3,21.0,60.0,,,4.5,45.0,observed,50.4,Below Avg (50-59),5.1,Sleeper (+5 to +15),66.9,0.0,0.0,Miss,backtest
Anthony McFarland Jr.,RB,2020,124,Maryland,54.7,,,0.368,36.8,,66.5,imputed,50.2,Below Avg (50-59),-4.5,Neutral (-5 to +5),0.0,0.0,0.0,Miss,backtest
K.J. Hill,WR,2020,220,Ohio St.,34.4,20.0,75.0,,,3.9,38.9,observed,49.3,Poor (<50),14.9,Sleeper (+5 to +15),14.3,0.0,0.0,Miss,backtest
Jason Huntley,RB,2020,172,New Mexico St.,44.0,,,0.43,43.0,8.1,80.8,observed,49.2,Poor (<50),5.2,Sleeper (+5 to +15),0.3,0.0,0.0,Miss,backtest
DeeJay Dallas,RB,2020,144,Miami (FL),50.1,,,0.32,32.0,,66.5,imputed,46.2,Poor (<50),-3.9,Neutral (-5 to +5),3.5352941176470587,0.0,0.0,Miss,backtest
Joshua Kelley,RB,2020,112,UCLA,57.7,,,0.167,16.7,7.6,75.9,observed,46.0,Poor (<50),-11.6,Bust Risk (-5 to -15),4.776470588235294,0.0,0.0,Miss,backtest
Jauan Jennings,WR,2020,217,Tennessee,35.0,21.0,60.0,,,2.7,27.0,observed,42.5,Poor (<50),7.6,Sleeper (+5 to +15),210.5,0.0,0.0,Miss,backtest
Raymond Calais,RB,2020,245,Louisiana,29.7,,,0.163,16.3,7.6,76.0,observed,31.9,Poor (<50),2.2,Neutral (-5 to +5),0.0,0.0,0.0,Miss,backtest
Travis Etienne,RB,2021,25,Clemson,84.7,,,1.2,100.0,9.1,91.2,observed,91.1,Elite (90+),6.3,Sleeper (+5 to +15),16.61176470588235,1.0,1.0,Hit,backtest
Jaylen Waddle,WR,2021,6,Alabama,95.1,19.0,90.0,,,,68.9,imputed,89.4,Great (80-89),-5.7,Bust Risk (-5 to -15),267.40000000000003,1.0,1.0,Hit,backtest
Ja'Marr Chase,WR,2021,5,LSU,95.9,20.0,75.0,,,9.8,98.2,observed,88.9,Great (80-89),-7.0,Bust Risk (-5 to -15),403.0,1.0,1.0,Hit,backtest
Najee Harris,RB,2021,24,Alabama,85.2,,,1.0,100.0,,66.5,imputed,87.6,Great (80-89),2.4,Neutral (-5 to +5),17.852941176470587,1.0,1.0,Hit,backtest
Rashod Bateman,WR,2021,27,Minnesota,83.9,19.0,90.0,,,8.0,80.4,observed,85.5,Great (80-89),1.6,Neutral (-5 to +5),201.6,0.0,0.0,Miss,backtest
Javonte Williams,RB,2021,35,North Carolina,80.6,,,0.854,85.4,8.8,87.9,observed,83.4,Great (80-89),2.8,Neutral (-5 to +5),12.052941176470588,1.0,0.0,Hit,backtest
Rondale Moore,WR,2021,49,Purdue,75.6,19.0,90.0,,,9.3,93.3,observed,83.3,Great (80-89),7.7,Sleeper (+5 to +15),119.3,0.0,0.0,Miss,backtest
DeVonta Smith,WR,2021,10,Alabama,92.4,20.0,75.0,,,,68.9,imputed,82.8,Great (80-89),-9.6,Bust Risk (-5 to -15),295.3,1.0,1.0,Hit,backtest
D'Wayne Eskridge,WR,2021,56,Western Michigan,73.3,18.0,100.0,,,6.7,67.1,observed,81.7,Great (80-89),8.4,Sleeper (+5 to +15),28.3,0.0,0.0,Miss,backtest
Elijah Moore,WR,2021,34,Mississippi,81.0,20.0,75.0,,,8.7,86.9,observed,79.8,Good (70-79),-1.2,Neutral (-5 to +5),138.2,0.0,0.0,Miss,backtest
Kadarius Toney,WR,2021,20,Florida,87.0,21.0,60.0,,,9.0,89.9,observed,78.0,Good (70-79),-9.0,Bust Risk (-5 to -15),81.6,0.0,0.0,Miss,backtest
Nico Collins,WR,2021,89,Michigan,63.6,19.0,90.0,,,9.6,95.7,observed,77.7,Good (70-79),14.1,Sleeper (+5 to +15),294.2,1.0,1.0,Hit,backtest
Josh Palmer,WR,2021,77,Tennessee,66.9,19.0,90.0,,,7.6,75.9,observed,76.4,Good (70-79),9.4,Sleeper (+5 to +15),174.4,0.0,0.0,Miss,backtest
Tutu Atwell,WR,2021,57,Louisville,73.0,20.0,75.0,,,6.2,62.5,observed,72.1,Good (70-79),-0.9,Neutral (-5 to +5),121.2,0.0,0.0,Miss,backtest
Dyami Brown,WR,2021,82,North Carolina,65.5,20.0,75.0,,,8.4,83.8,observed,71.6,Good (70-79),6.1,Sleeper (+5 to +15),108.3,0.0,0.0,Miss,backtest
Amon-Ra St. Brown,WR,2021,112,USC,57.7,19.0,90.0,,,7.1,71.3,observed,71.0,Good (70-79),13.4,Sleeper (+5 to +15),386.5,1.0,1.0,Hit,backtest
Jacob Harris,WR,2021,141,Central Florida,50.8,,79.7,,,9.9,98.8,observed,68.1,Average (60-69),17.3,Big Sleeper (+15),1.6,0.0,0.0,Miss,backtest
Kenneth Gainwell,RB,2021,150,Memphis,48.8,,,1.383,100.0,5.7,56.6,observed,67.9,Average (60-69),19.1,Big Sleeper (+15),8.229411764705883,0.0,0.0,Miss,backtest
Terrace Marshall Jr.,WR,2021,59,LSU,72.3,21.0,60.0,,,,68.9,imputed,67.5,Average (60-69),-4.8,Neutral (-5 to +5),32.900000000000006,0.0,0.0,Miss,backtest
Dez Fitzpatrick,WR,2021,109,Louisville,58.4,20.0,75.0,,,,68.9,imputed,65.8,Average (60-69),7.4,Sleeper (+5 to +15),15.9,0.0,0.0,Miss,backtest
Michael Carter,RB,2021,107,North Carolina,58.9,,,0.748,74.8,6.2,62.0,observed,64.9,Average (60-69),6.0,Sleeper (+5 to +15),9.08235294117647,0.0,0.0,Miss,backtest
Jaelon Darden,WR,2021,129,North Texas,53.6,20.0,75.0,,,7.1,71.4,observed,63.7,Average (60-69),10.2,Sleeper (+5 to +15),11.4,0.0,0.0,Miss,backtest
Anthony Schwartz,WR,2021,91,Auburn,63.1,21.0,60.0,,,6.9,68.9,observed,62.9,Average (60-69),-0.2,Neutral (-5 to +5),33.4,0.0,0.0,Miss,backtest
Amari Rodgers,WR,2021,85,Clemson,64.7,21.0,60.0,,,5.3,53.5,observed,61.4,Average (60-69),-3.3,Neutral (-5 to +5),43.1,0.0,0.0,Miss,backtest
Trey Sermon,RB,2021,88,Ohio St.,63.9,,,0.422,42.2,9.7,96.7,observed,61.2,Average (60-69),-2.7,Neutral (-5 to +5),3.164705882352941,0.0,0.0,Miss,backtest
Jalen Camp,WR,2021,209,Georgia Tech,36.5,,79.7,,,9.8,97.5,observed,60.8,Average (60-69),24.3,Big Sleeper (+15),1.7000000000000002,0.0,0.0,Miss,backtest
Ihmir Smith-Marsette,WR,2021,157,Iowa,47.2,20.0,75.0,,,6.8,68.1,observed,60.1,Average (60-69),12.8,Sleeper (+5 to +15),28.6,0.0,0.0,Miss,backtest
Tylan Wallace,WR,2021,131,Oklahoma St.,53.1,20.0,75.0,,,4.7,47.1,observed,59.9,Below Avg (50-59),6.8,Sleeper (+5 to +15),43.1,0.0,0.0,Miss,backtest
Kawaan Baker,WR,2021,255,South Alabama,27.9,19.0,90.0,,,9.1,90.8,observed,59.1,Below Avg (50-59),31.2,Big Sleeper (+15),0.0,0.0,0.0,Miss,backtest
Marquez Stevenson,WR,2021,203,Houston,37.7,19.0,90.0,,,5.4,53.7,observed,58.4,Below Avg (50-59),20.7,Big Sleeper (+15),0.0,0.0,0.0,Miss,backtest
Racey McMath,WR,2021,205,LSU,37.3,,79.7,,,7.4,74.3,observed,57.7,Below Avg (50-59),20.4,Big Sleeper (+15),6.4,0.0,0.0,Miss,backtest
Frank Darby,WR,2021,187,Arizona St.,40.9,,79.7,,,5.9,58.9,observed,57.2,Below Avg (50-59),16.3,Big Sleeper (+15),2.5,0.0,0.0,Miss,backtest
Simi Fehoko,WR,2021,179,Stanford,42.6,21.0,60.0,,,9.2,91.8,observed,56.1,Below Avg (50-59),13.5,Sleeper (+5 to +15),16.6,0.0,0.0,Miss,backtest
Demetric Felton,RB,2021,211,UCLA,36.1,,,0.795,79.5,,66.5,imputed,55.9,Below Avg (50-59),19.7,Big Sleeper (+15),2.9705882352941178,0.0,0.0,Miss,backtest
Tre Nixon,WR,2021,242,Central Florida,30.3,20.0,75.0,,,9.0,89.7,observed,54.8,Below Avg (50-59),24.6,Big Sleeper (+15),0.0,0.0,0.0,Miss,backtest
Mike Strachan,WR,2021,229,Charleston (WV),32.7,,79.7,,,,68.9,imputed,54.6,Below Avg (50-59),21.9,Big Sleeper (+15),8.9,0.0,0.0,Miss,backtest
Rhamondre Stevenson,RB,2021,120,Oklahoma,55.7,,,0.583,58.3,4.0,39.8,observed,54.2,Below Avg (50-59),-1.5,Neutral (-5 to +5),14.65294117647059,1.0,1.0,Hit,backtest
Seth Williams,WR,2021,219,Auburn,34.6,20.0,75.0,,,6.9,68.6,observed,53.8,Below Avg (50-59),19.2,Big Sleeper (+15),4.4,0.0,0.0,Miss,backtest
Cornell Powell,WR,2021,181,Clemson,42.1,21.0,60.0,,,7.6,75.7,observed,53.4,Below Avg (50-59),11.3,Sleeper (+5 to +15),0.0,0.0,0.0,Miss,backtest
Ben Skowronek,WR,2021,249,Notre Dame,29.0,,79.7,,,,68.9,imputed,52.7,Below Avg (50-59),23.7,Big Sleeper (+15),84.30000000000001,0.0,0.0,Miss,backtest
Khalil Herbert,RB,2021,217,Virginia Tech,35.0,,,0.708,70.8,6.1,61.4,observed,51.5,Below Avg (50-59),16.5,Big Sleeper (+15),6.929411764705883,0.0,0.0,Miss,backtest
Elijah Mitchell,RB,2021,194,Louisiana,39.5,,,0.497,49.7,9.5,95.0,observed,51.4,Below Avg (50-59),11.9,Sleeper (+5 to +15),11.8,1.0,0.0,Hit,backtest
Gerrid Doaks,RB,2021,244,Cincinnati,29.9,,,0.685,68.5,8.3,83.0,observed,51.4,Below Avg (50-59),21.5,Big Sleeper (+15),0.0,0.0,0.0,Miss,backtest
Shi Smith,WR,2021,204,South Carolina,37.5,21.0,60.0,,,6.8,67.8,observed,49.9,Poor (<50),12.4,Sleeper (+5 to +15),61.6,0.0,0.0,Miss,backtest
Chris Evans,RB,2021,202,Michigan,37.9,,,0.408,40.8,9.8,98.4,observed,48.0,Poor (<50),10.1,Sleeper (+5 to +15),3.0823529411764707,0.0,0.0,Miss,backtest
Dazz Newsome,WR,2021,221,North Carolina,34.2,20.0,75.0,,,2.1,21.3,observed,46.5,Poor (<50),12.3,Sleeper (+5 to +15),4.3,0.0,0.0,Miss,backtest
Jake Funk,RB,2021,233,Maryland,31.9,,,0.433,43.3,9.8,97.6,observed,45.8,Poor (<50),13.8,Sleeper (+5 to +15),0.188235294117647,0.0,0.0,Miss,backtest
Chuba Hubbard,RB,2021,126,Oklahoma St.,54.3,,,0.153,15.3,8.4,84.3,observed,45.1,Poor (<50),-9.1,Bust Risk (-5 to -15),14.211764705882352,1.0,0.0,Hit,backtest
Kene Nwangwu,RB,2021,119,Iowa St.,55.9,,,0.059,5.9,9.9,98.8,observed,44.9,Poor (<50),-11.1,Bust Risk (-5 to -15),0.6470588235294118,0.0,0.0,Miss,backtest
Dax Milne,WR,2021,258,BYU,27.3,21.0,60.0,,,4.6,45.6,observed,41.5,Poor (<50),14.2,Sleeper (+5 to +15),15.7,0.0,0.0,Miss,backtest
Kylin Hill,RB,2021,256,Mississippi St.,27.7,,,0.425,42.5,7.3,72.8,observed,39.7,Poor (<50),12.0,Sleeper (+5 to +15),0.2294117647058823,0.0,0.0,Miss,backtest
Gary Brightwell,RB,2021,196,Arizona,39.1,,,0.309,30.9,4.6,45.7,observed,37.2,Poor (<50),-1.9,Neutral (-5 to +5),1.7647058823529411,0.0,0.0,Miss,backtest
Larry Rountree,RB,2021,198,Missouri,38.7,,,0.275,27.5,2.0,20.1,observed,32.0,Poor (<50),-6.7,Bust Risk (-5 to -15),0.9176470588235296,0.0,0.0,Miss,backtest
Jermar Jefferson,RB,2021,257,Oregon St.,27.5,,,0.288,28.8,2.2,22.2,observed,27.2,Poor (<50),-0.4,Neutral (-5 to +5),1.5117647058823531,0.0,0.0,Miss,backtest
Chris Olave,WR,2022,11,Ohio St.,91.8,19.0,90.0,,,8.6,86.4,observed,90.4,Elite (90+),-1.4,Neutral (-5 to +5),231.3,1.0,0.0,Hit,backtest
Christian Watson,WR,2022,34,North Dakota St.,81.0,19.0,90.0,,,10.0,99.6,observed,87.0,Great (80-89),5.9,Sleeper (+5 to +15),164.10000000000002,0.0,0.0,Miss,backtest
Treylon Burks,WR,2022,18,Arkansas,88.0,19.0,90.0,,,5.8,57.9,observed,84.2,Great (80-89),-3.8,Neutral (-5 to +5),88.10000000000001,0.0,0.0,Miss,backtest
Garrett Wilson,WR,2022,10,Ohio St.,92.4,20.0,75.0,,,7.8,77.7,observed,84.1,Great (80-89),-8.3,Bust Risk (-5 to -15),251.9,1.0,0.0,Hit,backtest
Drake London,WR,2022,8,USC,93.7,20.0,75.0,,,,68.9,imputed,83.4,Great (80-89),-10.3,Bust Risk (-5 to -15),280.8,1.0,1.0,Hit,backtest
Alec Pierce,WR,2022,53,Cincinnati,74.3,19.0,90.0,,,9.8,98.3,observed,83.4,Great (80-89),9.1,Sleeper (+5 to +15),161.4,0.0,0.0,Miss,backtest
George Pickens,WR,2022,52,Georgia,74.6,19.0,90.0,,,9.3,93.5,observed,82.8,Great (80-89),8.2,Sleeper (+5 to +15),218.3,0.0,0.0,Miss,backtest
Tyquan Thornton,WR,2022,50,Baylor,75.3,19.0,90.0,,,8.5,85.4,observed,81.9,Great (80-89),6.7,Sleeper (+5 to +15),66.3,0.0,0.0,Miss,backtest
Rachaad White,RB,2022,91,Arizona St.,63.1,,,1.457,100.0,9.9,98.7,observed,81.3,Great (80-89),18.3,Big Sleeper (+15),17.38235294117647,1.0,1.0,Hit,backtest
Jahan Dotson,WR,2022,16,Penn St.,89.0,20.0,75.0,,,6.3,63.3,observed,80.3,Great (80-89),-8.8,Bust Risk (-5 to -15),130.6,0.0,0.0,Miss,backtest
Skyy Moore,WR,2022,54,Western Michigan,73.9,19.0,90.0,,,7.6,75.8,observed,79.8,Good (70-79),5.9,Sleeper (+5 to +15),62.8,0.0,0.0,Miss,backtest
Breece Hall,RB,2022,36,Iowa St.,80.3,,,0.677,67.7,10.0,99.6,observed,78.8,Good (70-79),-1.5,Neutral (-5 to +5),17.08823529411765,1.0,1.0,Hit,backtest
Jameson Williams,WR,2022,12,Alabama,91.2,21.0,60.0,,,,68.9,imputed,76.9,Good (70-79),-14.3,Bust Risk (-5 to -15),227.2,1.0,0.0,Hit,backtest
Jalen Tolbert,WR,2022,88,South Alabama,63.9,19.0,90.0,,,8.6,86.2,observed,76.4,Good (70-79),12.5,Sleeper (+5 to +15),152.0,0.0,0.0,Miss,backtest
John Metchie,WR,2022,44,Alabama,77.3,20.0,75.0,,,,68.9,imputed,75.3,Good (70-79),-2.1,Neutral (-5 to +5),65.7,0.0,0.0,Miss,backtest
James Cook,RB,2022,63,Georgia,71.1,,,0.698,69.8,8.8,87.5,observed,73.1,Good (70-79),2.0,Neutral (-5 to +5),19.076470588235296,1.0,1.0,Hit,backtest
Wan'Dale Robinson,WR,2022,43,Kentucky,77.7,21.0,60.0,,,7.4,73.6,observed,70.9,Good (70-79),-6.8,Bust Risk (-5 to -15),182.7,0.0,0.0,Miss,backtest
Khalil Shakir,WR,2022,148,Boise St.,49.2,19.0,90.0,,,8.3,83.1,observed,68.6,Average (60-69),19.4,Big Sleeper (+15),217.9,0.0,0.0,Miss,backtest
Romeo Doubs,WR,2022,132,Nevada,52.9,19.0,90.0,,,,68.9,imputed,68.3,Average (60-69),15.4,Big Sleeper (+15),213.8,0.0,0.0,Miss,backtest
David Bell,WR,2022,99,Purdue,61.0,19.0,90.0,,,4.0,39.8,observed,67.9,Average (60-69),7.0,Sleeper (+5 to +15),62.1,0.0,0.0,Miss,backtest
Kyle Philips,WR,2022,163,UCLA,45.9,19.0,90.0,,,8.3,83.1,observed,66.9,Average (60-69),21.0,Big Sleeper (+15),33.1,0.0,0.0,Miss,backtest
Velus Jones Jr.,WR,2022,71,Tennessee,68.7,21.0,60.0,,,7.1,71.0,observed,66.0,Average (60-69),-2.7,Neutral (-5 to +5),0.0,0.0,0.0,Miss,backtest
Calvin Austin III,WR,2022,138,Memphis,51.5,20.0,75.0,,,9.1,90.5,observed,65.6,Average (60-69),14.1,Sleeper (+5 to +15),60.4,0.0,0.0,Miss,backtest
Montrell Washington,WR,2022,162,Samford,46.2,18.0,100.0,,,4.3,43.2,observed,64.6,Average (60-69),18.4,Big Sleeper (+15),7.2,0.0,0.0,Miss,backtest
Erik Ezukanma,WR,2022,125,Texas Tech,54.5,20.0,75.0,,,7.0,70.3,observed,64.0,Average (60-69),9.5,Sleeper (+5 to +15),2.2,0.0,0.0,Miss,backtest
Dareke Young,WR,2022,233,Lenoir-Rhyne,31.9,19.0,90.0,,,9.9,99.3,observed,62.4,Average (60-69),30.4,Big Sleeper (+15),6.5,0.0,0.0,Miss,backtest
Bo Melton,WR,2022,229,Rutgers,32.7,19.0,90.0,,,9.2,92.3,observed,61.7,Average (60-69),29.0,Big Sleeper (+15),56.5,0.0,0.0,Miss,backtest
Danny Gray,WR,2022,105,SMU,59.4,21.0,60.0,,,6.8,67.6,observed,60.8,Average (60-69),1.4,Neutral (-5 to +5),2.9,0.0,0.0,Miss,backtest
Kenneth Walker III,RB,2022,41,Michigan St.,78.4,,,0.223,22.2,9.2,92.4,observed,60.8,Average (60-69),-17.6,Big Bust (<-15),11.729411764705883,1.0,0.0,Hit,backtest
Brian Robinson Jr.,RB,2022,98,Alabama,61.2,,,0.518,51.8,6.6,65.8,observed,58.6,Below Avg (50-59),-2.6,Neutral (-5 to +5),0.0,0.0,0.0,Miss,backtest
Jalen Nailor,WR,2022,191,Michigan St.,40.1,20.0,75.0,,,8.1,80.9,observed,58.4,Below Avg (50-59),18.3,Big Sleeper (+15),111.3,0.0,0.0,Miss,backtest
Dameon Pierce,RB,2022,107,Florida,58.9,,,0.519,51.9,7.1,70.9,observed,58.3,Below Avg (50-59),-0.6,Neutral (-5 to +5),9.788235294117648,0.0,0.0,Miss,backtest
Michael Woods II,WR,2022,202,Oklahoma,37.9,,79.7,,,,68.9,imputed,57.2,Below Avg (50-59),19.3,Big Sleeper (+15),0.0,0.0,0.0,Miss,backtest
Kyren Williams,RB,2022,164,Notre Dame,45.7,,,0.798,79.8,3.5,34.6,observed,56.0,Below Avg (50-59),10.3,Sleeper (+5 to +15),17.63529411764706,1.0,1.0,Hit,backtest
Tyler Badie,RB,2022,196,Missouri,39.1,,,0.725,72.5,6.4,63.8,observed,54.5,Below Avg (50-59),15.4,Big Sleeper (+15),0.6,0.0,0.0,Miss,backtest
Isaiah Spiller,RB,2022,123,Texas A&M,55.0,,,0.511,51.1,5.7,56.6,observed,53.9,Below Avg (50-59),-1.1,Neutral (-5 to +5),1.1176470588235294,0.0,0.0,Miss,backtest
Tyler Allgeier,RB,2022,151,BYU,48.6,,,0.512,51.2,7.4,74.0,observed,53.3,Below Avg (50-59),4.7,Neutral (-5 to +5),9.376470588235296,0.0,0.0,Miss,backtest
Jerome Ford,RB,2022,156,Cincinnati,47.5,,,0.55,55.0,6.9,69.1,observed,53.3,Below Avg (50-59),5.9,Sleeper (+5 to +15),12.96470588235294,1.0,0.0,Hit,backtest
Trestan Ebner,RB,2022,203,Baylor,37.7,,,0.778,77.8,4.8,47.7,observed,53.2,Below Avg (50-59),15.5,Big Sleeper (+15),0.4823529411764706,0.0,0.0,Miss,backtest
Ty Chandler,RB,2022,169,North Carolina,44.7,,,0.565,56.5,6.3,63.5,observed,51.6,Below Avg (50-59),7.0,Sleeper (+5 to +15),5.941176470588236,0.0,0.0,Miss,backtest
Zamir White,RB,2022,122,Georgia,55.2,,,0.184,18.4,9.8,98.1,observed,48.8,Poor (<50),-6.4,Bust Risk (-5 to -15),4.347058823529412,0.0,0.0,Miss,backtest
Hassan Haskins,RB,2022,131,Michigan,53.1,,,0.332,33.2,,66.5,imputed,48.1,Poor (<50),-5.0,Neutral (-5 to +5),1.9588235294117649,0.0,0.0,Miss,backtest
