player_name,position,draft_year,pick,college,dc_score,production_score,ras_raw,ras_score,slap_score,slap_tier,best_season_ppg,hit24,hit12,rank
Donovan Peoples-Jones,WR,2020,187,Michigan,40.917284913571535,75.0,9.63,91.30000000000001,46.8446921765358,Poor,9.476470588235294,0.0,0.0,375
Jerome Ford,RB,2022,156,Cincinnati,47.452429780384286,31.723809523809525,6.91,64.1,46.711946265707596,Poor,12.96470588235294,1.0,0.0,376
Tremon Smith,WR,2018,196,Central Arkansas,39.0990823378889,100.0,,68.94822695035461,46.68163133472329,Poor,0.0,0.0,0.0,377
Simi Fehoko,WR,2021,179,Stanford,42.56157955714502,60.0,9.18,86.8,46.51734262357327,Poor,0.9764705882352942,0.0,0.0,378
Quintez Cephus,WR,2020,166,Wisconsin,45.29445820618241,60.0,4.5,40.0,46.50028947525505,Poor,3.935294117647059,0.0,0.0,379
Karlos Williams,RB,2015,155,Florida St.,47.67107791381047,29.496124031007753,6.41,59.1,46.42502862983967,Poor,7.311764705882353,0.0,0.0,380
Puka Nacua,WR,2023,177,BYU,42.97698723959096,75.0,5.18,46.8,46.37043915365231,Poor,19.49411764705882,1.0,1.0,381
Keith Mumphery,WR,2015,175,Michigan St.,43.39418247364378,75.0,4.36,38.6,46.31505510259721,Poor,1.5823529411764705,0.0,0.0,382
Darius Slayton,WR,2019,171,Auburn,44.2340493948423,45.0,8.91,84.1,46.30394198561596,Poor,10.0,0.0,0.0,383
Wendell Smallwood,RB,2016,153,West Virginia,48.10998910400404,20.8991008991009,7.09,65.89999999999999,46.27840082831353,Poor,7.547058823529412,0.0,0.0,384
Cody Core,WR,2016,199,Mississippi,38.500104329470645,100.0,7.38,68.8,46.16508868005005,Poor,2.176470588235294,0.0,0.0,385
Equanimeous St. Brown,WR,2018,207,Notre Dame,36.919368987448195,100.0,9.85,93.5,46.05646363933096,Poor,3.6882352941176473,0.0,0.0,386
Kayshon Boutte,WR,2023,187,LSU,40.917284913571535,90.0,4.99,44.900000000000006,46.0246921765358,Poor,7.170588235294118,0.0,0.0,387
De'Zhaun Stribling,WR,2026,186,Ole Miss,41.12133897642805,75.0,,68.94822695035461,45.90054947748157,Poor,,,,388
Eric Rivers,WR,2026,178,Georgia Tech,42.76906169071699,60.0,,68.94822695035461,45.80111378462717,Poor,,,,389
Jordan Lasley,WR,2018,162,UCLA,46.15155112223164,45.0,4.47,39.699999999999996,45.71381845389689,Poor,0.0,0.0,0.0,390
Robert Davis,WR,2017,209,Georgia St.,36.527834756947215,100.0,9.79,92.89999999999999,45.69365954340513,Poor,0.21764705882352942,0.0,0.0,391
Noah Thomas,WR,2026,196,Georgia,39.0990823378889,90.0,,68.94822695035461,45.68163133472329,Poor,,,,392
Deon Cain,WR,2018,185,Clemson,41.325810352464025,75.0,6.47,59.699999999999996,45.61193879959442,Poor,1.2588235294117647,0.0,0.0,393
Rashard Higgins,WR,2016,172,Colorado St.,44.02338900352743,75.0,1.65,11.5,45.49488065299831,Poor,8.205882352941176,0.0,0.0,394
A.T. Perry,WR,2023,195,Wake Forest,39.29951449939654,75.0,9.62,91.19999999999999,45.464587324487056,Poor,3.5647058823529414,0.0,0.0,395
Frank Darby,WR,2021,187,Arizona St.,40.917284913571535,79.73509933774834,5.89,53.9,45.44820211031064,Poor,0.14705882352941177,0.0,0.0,396
Jalen Nailor,WR,2022,191,Michigan St.,40.10518084262188,75.0,8.09,75.9,45.3844037162286,Poor,6.547058823529412,0.0,0.0,397
Malik Washington,WR,2024,184,Virginia,41.53070215783976,60.0,8.63,81.30000000000001,45.3660968341638,Poor,3.341176470588235,0.0,0.0,398
Cornell Powell,WR,2021,181,Clemson,42.147931921338625,60.0,7.57,70.7,45.36074213313783,Poor,0.0,0.0,0.0,399
Russell Gage,WR,2018,194,LSU,39.500337629514114,79.73509933774834,8.0,75.0,45.29879691886183,Poor,10.323529411764707,0.0,0.0,400
Jordan Howard,RB,2016,150,Indiana,48.77246656402318,13.560004131804568,5.41,49.1,45.26759699260016,Poor,13.53529411764706,1.0,1.0,401
Kaelin Clay,WR,2015,184,Utah,41.53070215783976,90.0,2.18,16.800000000000004,45.141096834163804,Poor,1.3764705882352941,0.0,0.0,402
Mike Thomas,WR,2016,206,Southern Miss,37.115674968761425,100.0,7.66,71.6,45.12832372344721,Poor,1.7823529411764707,0.0,0.0,403
Kyren Williams,RB,2022,164,Notre Dame,45.722011663192845,46.873650793650796,3.46,29.599999999999998,45.031074993078995,Poor,17.63529411764706,1.0,1.0,404
Snoop Conner,RB,2022,154,Mississippi,47.89026274987726,9.782217782217781,7.03,65.3,44.94994511561745,Poor,0.6,0.0,0.0,405
John Kelly,RB,2018,176,Tennessee,43.185359664653696,61.13563218390805,4.43,39.3,44.786118933346444,Poor,0.7117647058823531,0.0,0.0,406
Brian Hill,RB,2017,156,Wyoming,47.452429780384286,9.985023244126145,7.4,69.0,44.78306763773926,Poor,5.611764705882353,0.0,0.0,407
Keelan Marion,WR,2026,193,Miami,39.70155451210871,75.0,,68.94822695035461,44.69373268281013,Poor,,,,408
Cedrick Wilson Jr.,WR,2018,208,Boise St.,36.72342304569737,100.0,,68.94822695035461,44.662320936360494,Poor,4.488235294117647,0.0,0.0,409
Tejhaun Palmer,WR,2024,191,Ala-Birmingham,40.10518084262188,60.0,9.57,90.7,44.6244037162286,Poor,0.0,0.0,0.0,410
Tyrone Tracy Jr.,RB,2024,166,Purdue,45.29445820618241,14.566375121477163,9.78,92.8,44.59692698740277,Poor,0.0,0.0,0.0,411
Lewis Bond,WR,2026,185,Boston College,41.325810352464025,60.0,,68.94822695035461,44.57435014711215,Poor,,,,412
Rasheen Ali,RB,2024,165,Marshall,45.50798876586117,25.674263305322132,,66.49597701149425,44.574015632088916,Poor,0.1823529411764706,0.0,0.0,413
Isaiah Davis,RB,2024,173,South Dakota St.,43.81319351407827,29.972050678627106,8.86,83.6,44.418419554829235,Poor,2.7,0.0,0.0,414
Marcus Green,WR,2019,203,La-Monroe,37.70677743241549,90.0,7.22,67.2,44.41076081755317,Poor,0.0,0.0,0.0,415
Jonathan Williams,RB,2016,156,Arkansas,47.452429780384286,9.165671839766546,6.4,59.0,44.2011324973033,Poor,2.3764705882352946,0.0,0.0,416
Aaron Jones,RB,2017,182,Texas-El Paso,41.94175972374306,41.66186107470511,9.21,87.10000000000001,44.171681872652115,Poor,21.15882352941177,1.0,1.0,417
Qadree Ollison,RB,2019,152,Pittsburgh,48.330261866611345,10.906122448979591,4.43,39.3,44.1363348315176,Poor,1.8058823529411765,0.0,0.0,418
Casey Washington,WR,2024,187,Illinois,40.917284913571535,60.0,7.15,66.5,44.104692176535806,Poor,0.14117647058823532,0.0,0.0,419
Jordan Wilkins,RB,2018,169,Mississippi,44.65677995993028,25.257318411235463,7.74,72.4,44.10399480706428,Poor,3.605882352941177,0.0,0.0,420
Xavier Hutchinson,WR,2023,205,Iowa St.,37.312343403797485,90.0,7.27,67.69999999999999,44.10049189322786,Poor,2.1941176470588233,0.0,0.0,421
Jordan Scarlett,RB,2019,154,Florida,47.89026274987726,10.794139194139195,4.71,42.1,43.891137256809586,Poor,0.0529411764705882,0.0,0.0,422
Ray-Ray McCloud,WR,2018,187,Clemson,40.917284913571535,75.0,3.71,32.1,43.8846921765358,Poor,8.382352941176471,0.0,0.0,423
Scott Miller,WR,2019,208,Bowling Green,36.72342304569737,90.0,7.76,72.6,43.84490958884277,Poor,7.117647058823529,0.0,0.0,424
Aaron Anderson,WR,2026,199,LSU,38.500104329470645,75.0,,68.94822695035461,43.67250002756778,Poor,,,,425
Jason Huntley,RB,2020,172,New Mexico St.,44.02338900352743,24.416826820414265,8.08,75.8,43.65156333503973,Poor,0.3,0.0,0.0,426
Jalen Camp,WR,2021,209,Georgia Tech,36.527834756947215,79.73509933774834,9.75,92.5,43.647169477179965,Poor,0.1,0.0,0.0,427
Michael Woods II,WR,2022,202,Oklahoma,37.904547996459925,79.73509933774834,,68.94822695035461,43.6397870782835,Poor,0.0,0.0,0.0,428
Quez Watkins,WR,2020,200,Southern Miss,38.301208870560295,75.0,7.4,69.0,43.50602753997625,Poor,7.147058823529412,0.0,0.0,429
Marquez Stevenson,WR,2021,203,Houston,37.70677743241549,90.0,5.37,48.7,43.48576081755317,Poor,0.0,0.0,0.0,430
Ty Chandler,RB,2022,169,North Carolina,44.65677995993028,25.75357766143107,6.35,58.5,43.458620732083844,Poor,5.941176470588236,0.0,0.0,431
Bud Sasser,WR,2015,201,Missouri,38.10269095611306,75.0,7.45,69.5,43.3622873126961,Poor,0.0,0.0,0.0,432
Eric Gray,RB,2023,172,Oklahoma,44.02338900352743,29.057259857259858,6.56,60.599999999999994,43.355606638724296,Poor,1.1352941176470588,0.0,0.0,433
Adam Randall,RB,2026,180,Clemson,42.354537423956494,40.0,,66.49597701149425,43.32615566093773,Poor,,,,434
Noah Whittington,RB,2026,183,Oregon,41.73601754906463,45.0,,66.49597701149425,43.30041376727965,Poor,,,,435
Elijah Higgins,WR,2023,197,Stanford,38.89903839489586,60.0,8.94,84.4,43.28418263566148,Poor,0.0,0.0,0.0,436
Dylan Cantrell,WR,2018,191,Texas Tech,40.10518084262188,45.0,9.86,93.6,43.269403716228595,Poor,0.0,0.0,0.0,437
Dane Key,WR,2026,202,Nebraska,37.904547996459925,75.0,,68.94822695035461,43.16627714450866,Poor,,,,438
James Proche,WR,2020,201,SMU,38.10269095611306,90.0,4.04,35.4,43.1572873126961,Poor,2.1294117647058823,0.0,0.0,439
Racey McMath,WR,2021,205,LSU,37.312343403797485,79.73509933774834,7.43,69.3,43.15400182700269,Poor,0.3764705882352941,0.0,0.0,440
Josh Cameron,WR,2026,194,Baylor,39.500337629514114,60.0,,68.94822695035461,43.022698332604726,Poor,,,,441
Trey Palmer,WR,2023,191,Nebraska,40.10518084262188,60.0,6.18,56.8,42.92940371622859,Poor,6.729411764705882,0.0,0.0,442
Darren Waller,WR,2015,204,Georgia Tech,37.50937673477087,75.0,,68.94822695035461,42.830381572072966,Poor,0.0,0.0,0.0,443
Juwann Winfree,WR,2019,187,Colorado,40.917284913571535,45.0,7.14,66.4,42.599692176535804,Poor,0.6941176470588236,0.0,0.0,444
David Moore,WR,2017,226,East Central (OK),33.25536729822588,100.0,8.99,84.9,42.51206220349199,Poor,7.076470588235294,0.0,0.0,445
T.J. Logan,RB,2017,179,North Carolina,42.56157955714502,27.41176959866916,7.56,70.6,42.44851958344019,Poor,0.6411764705882353,0.0,0.0,446
Isaiah Hodgins,WR,2020,207,Oregon St.,36.919368987448195,75.0,7.56,70.6,42.41146363933096,Poor,7.411764705882353,0.0,0.0,447
Kimani Vidal,RB,2024,181,Troy,42.147931921338625,22.351253132832078,8.88,83.80000000000001,42.25086744642103,Poor,1.9235294117647064,0.0,0.0,448
Kolby Listenbee,WR,2016,192,TCU,39.903167965411214,45.0,7.91,74.1,42.12269277059953,Poor,0.0,0.0,0.0,449
Keilan Robinson,RB,2024,167,Texas,45.08141589586066,3.8619749373433585,7.32,68.2,42.1154010052159,Poor,0.0,0.0,0.0,450
Freddie Swain,WR,2020,214,Florida,35.55517645503487,79.73509933774834,8.29,77.89999999999999,42.090409920554464,Poor,5.088235294117647,0.0,0.0,451
Ryan Flournoy,WR,2024,216,SE Missouri St.,35.1685361424386,75.0,9.89,93.9,42.088255721072805,Poor,1.0705882352941178,0.0,0.0,452
Dezmon Patmon,WR,2020,212,Washington St.,35.94319234776309,75.0,8.46,79.60000000000001,42.03171349559862,Poor,0.5941176470588235,0.0,0.0,453
Andre Debose,WR,2015,221,Florida,34.207839313634366,90.0,8.13,76.30000000000001,41.89166341658921,Poor,0.0,0.0,0.0,454
DeMario Douglas,WR,2023,210,Liberty,36.332601761788666,75.0,,68.94822695035461,41.83012284503809,Poor,0.0,0.0,0.0,455
Cameron Artis-Payne,RB,2015,174,Auburn,43.60345922205765,19.7530694205393,6.0,55.0,41.788247280802935,Poor,2.170588235294117,0.0,0.0,456
Trayveon Williams,RB,2019,182,Texas A&M,41.94175972374306,40.533116390064,4.6,41.0,41.753807404188,Poor,1.2764705882352942,0.0,0.0,457
Jordan Hudson,WR,2026,211,SMU,36.13772172752879,75.0,,68.94822695035461,41.6644748159172,Poor,,,,458
Elijah McGuire,RB,2017,188,Louisiana,40.71364508735466,36.38997493734336,,66.49597701149425,41.57039466856051,Poor,5.052941176470589,0.0,0.0,459
Caleb Douglas,WR,2026,212,Texas Tech,35.94319234776309,75.0,,68.94822695035461,41.49912484311635,Poor,,,,460
Braxton Berrios,WR,2018,210,Miami (FL),36.332601761788666,79.73509933774834,5.68,51.8,41.4462214312952,Poor,6.770588235294118,0.0,0.0,461
Jordan Whittington,WR,2024,213,Texas,35.74901134195683,75.0,,68.94822695035461,41.33407098818103,Poor,3.2176470588235295,0.0,0.0,462
Neal Sterling,WR,2015,220,Monmouth,34.399312454218645,90.0,6.62,61.2,41.29941558608585,Poor,0.0,0.0,0.0,463
Bo Melton,WR,2022,229,Rutgers,32.687727412828664,90.0,9.23,87.30000000000001,41.14956830090437,Poor,3.323529411764706,0.0,0.0,464
Shi Smith,WR,2021,204,South Carolina,37.50937673477087,60.0,6.78,62.800000000000004,41.02297022455524,Poor,3.623529411764706,0.0,0.0,465
Dareke Young,WR,2022,233,Lenoir-Rhyne,31.93525043772044,90.0,9.93,94.3,40.85996287206238,Poor,0.38235294117647056,0.0,0.0,466
Reggie Virgil,WR,2026,216,Texas Tech,35.1685361424386,75.0,,68.94822695035461,40.840667068590534,Poor,,,,467
Andrei Iosivas,WR,2023,206,Princeton,37.115674968761425,45.0,9.96,94.60000000000001,40.778323723447215,Poor,7.052941176470589,0.0,0.0,468
Jase McClellan,RB,2024,186,Alabama,41.12133897642805,23.86930402930403,,66.49597701149425,40.66486738346896,Poor,0.188235294117647,0.0,0.0,469
Elijah Mitchell,RB,2021,194,Louisiana,39.500337629514114,25.430859616573905,9.5,90.0,40.61837294674439,Poor,11.8,1.0,0.0,470
Aaron Burbridge,WR,2016,213,Michigan St.,35.74901134195683,90.0,2.78,22.799999999999997,40.526659640663304,Poor,0.9294117647058824,0.0,0.0,471
Devin Lucien,WR,2016,225,Arizona St.,33.445215911948296,90.0,6.68,61.8,40.518433525156055,Poor,0.0,0.0,0.0,472
Tyler Badie,RB,2022,196,Missouri,39.0990823378889,42.44060701203558,6.38,58.8,40.41828068840912,Poor,0.6,0.0,0.0,473
Roman Hemby,RB,2026,197,Indiana,38.89903839489586,40.0,,66.49597701149425,40.38898148623619,Poor,,,,474
Stacy Coley,WR,2017,219,Miami (FL),34.591116608286086,90.0,4.46,39.6,40.38244911704317,Poor,0.0,0.0,0.0,475
Marcell Ateman,WR,2018,228,Oklahoma St.,32.876624975929246,100.0,5.18,46.8,40.28513122953986,Poor,2.1411764705882352,0.0,0.0,476
Devin Fuller,WR,2016,238,UCLA,31.00152182589578,100.0,8.34,78.4,40.271293552011414,Poor,0.0,0.0,0.0,477
Kevin Harris,RB,2022,183,South Carolina,41.73601754906463,14.722698412698415,7.13,66.3,40.262884757974774,Poor,1.2529411764705882,0.0,0.0,478
Alex Collins,RB,2016,171,Arkansas,44.2340493948423,13.626177743824803,2.96,24.6,40.191559759998434,Poor,10.058823529411764,1.0,0.0,479
Seth Williams,WR,2021,219,Auburn,34.591116608286086,75.0,6.86,63.6,40.082449117043176,Poor,0.25882352941176473,0.0,0.0,480
Ty Johnson,RB,2019,186,Maryland,41.12133897642805,4.234894289666074,9.74,92.4,39.99662755893044,Poor,6.882352941176471,0.0,0.0,481
Keenan Reynolds,RB,2016,182,Navy,41.94175972374306,21.650273224043715,4.55,40.5,39.84052308758597,Poor,0.0,0.0,0.0,482
Kelvin Harmon,WR,2019,206,North Carolina St.,37.115674968761425,60.0,4.88,43.8,39.73832372344721,Poor,3.911764705882353,0.0,0.0,483
Da'Ron Brown,WR,2015,233,Northern Illinois,31.93525043772044,90.0,,68.94822695035461,39.59237421958011,Poor,0.0,0.0,0.0,484
Antoine Green,WR,2023,219,North Carolina,34.591116608286086,60.0,8.68,81.8,39.49244911704318,Poor,0.07058823529411765,0.0,0.0,485
Noah Brown,WR,2017,239,Ohio St.,30.815673988275364,100.0,6.88,63.8,39.38332289003405,Poor,7.2,0.0,0.0,486
Mike Strachan,WR,2021,229,Charleston (WV),32.687727412828664,79.73509933774834,,68.94822695035461,39.205489582196925,Poor,0.5235294117647059,0.0,0.0,487
Trenton Cannon,RB,2018,204,Virginia St.,37.50937673477087,29.972050678627106,9.07,85.7,39.16517529241794,Poor,2.864705882352941,0.0,0.0,488
Dexter Williams,RB,2019,194,Notre Dame,39.500337629514114,17.549783549783548,8.13,76.30000000000001,39.14526534006535,Poor,0.0647058823529411,0.0,0.0,489
Travis Homer,RB,2019,204,Miami (FL),37.50937673477087,33.3341918175721,8.34,78.4,39.136389406312446,Poor,3.282352941176471,0.0,0.0,490
Javon Wims,WR,2018,224,Georgia,33.6353854310527,79.73509933774834,5.44,49.400000000000006,39.03358755016962,Poor,2.5058823529411764,0.0,0.0,491
Chris Evans,RB,2021,202,Michigan,37.904547996459925,20.571696847753184,9.84,93.4,38.94603548176625,Poor,3.0823529411764707,0.0,0.0,492
Dillon Mitchell,WR,2019,239,Oregon,30.815673988275364,90.0,7.96,74.6,38.92332289003405,Poor,0.0,0.0,0.0,493
Deuce Vaughn,RB,2023,212,Kansas St.,35.94319234776309,63.61894943544427,4.32,38.2,38.823608439143044,Poor,0.8823529411764706,0.0,0.0,494
Isaiah Ford,WR,2017,237,Virginia Tech,31.187666633411297,100.0,5.05,45.5,38.7845166383996,Poor,3.2705882352941176,0.0,0.0,495
Richie James,WR,2018,240,Middle Tenn. St.,30.630121407180937,100.0,5.99,54.900000000000006,38.78060319610379,Poor,9.276470588235295,0.0,0.0,496
Boston Scott,RB,2018,201,Louisiana Tech,38.10269095611306,21.80993197278912,8.85,83.5,38.743280509975,Poor,6.417647058823529,0.0,0.0,497
K.J. Hill,WR,2020,220,Ohio St.,34.399312454218645,75.0,3.89,33.900000000000006,38.43441558608585,Poor,0.8411764705882353,0.0,0.0,498
Dylan Laube,RB,2024,208,New Hampshire,36.72342304569737,29.972050678627106,8.78,82.8,38.352114656705474,Poor,-0.1176470588235294,0.0,0.0,499
Trestan Ebner,RB,2022,203,Baylor,37.70677743241549,40.91198956294846,4.77,42.699999999999996,38.27695977384801,Poor,0.4823529411764706,0.0,0.0,500
Demetric Felton,RB,2021,211,UCLA,36.13772172752879,41.84295238095238,,66.49597701149425,38.22615755706943,Poor,2.9705882352941178,0.0,0.0,501
Keaontay Ingram,RB,2022,201,USC,38.10269095611306,17.17180952380952,8.67,81.7,38.189468265077046,Poor,1.0647058823529412,0.0,0.0,502
Dezmin Lewis,WR,2015,234,Central Arkansas,31.7479002688044,90.0,4.77,42.699999999999996,38.12071522848374,Poor,0.0,0.0,0.0,503
Vinny Anthony II,WR,2026,224,Wisconsin,33.6353854310527,60.0,,68.94822695035461,38.03748896391252,Poor,,,,504
Amare Thomas,WR,2026,250,Houston,28.79046960395864,100.0,,68.94822695035461,37.919310510882575,Poor,,,,505
Terry Godwin,WR,2019,237,Georgia,31.187666633411297,90.0,5.26,47.599999999999994,37.889516638399606,Poor,0.38235294117647056,0.0,0.0,506
Ronnie Bell,WR,2023,253,Michigan,28.244056507249695,100.0,8.2,76.99999999999999,37.85744803116224,Poor,1.811764705882353,0.0,0.0,507
Rodney Anderson,RB,2019,211,Oklahoma,36.13772172752879,37.77455185307379,,66.49597701149425,37.81931750428157,Poor,0.0,0.0,0.0,508
Mario Alford,WR,2015,238,West Virginia,31.00152182589578,90.0,5.4,49.00000000000001,37.801293552011415,Poor,0.14705882352941177,0.0,0.0,509
Brenden Rice,WR,2024,225,USC,33.445215911948296,60.0,7.17,66.7,37.76343352515605,Poor,0.0,0.0,0.0,510
Tre McBride,WR,2015,245,William & Mary,29.706728556907052,79.73509933774834,9.56,90.6,37.754229207145826,Poor,1.3176470588235294,0.0,0.0,511
Tyrie Cleveland,WR,2020,252,Florida,28.42591925759298,90.0,9.65,91.5,37.737031368954035,Poor,0.723529411764706,0.0,0.0,512
Daniel Braverman,WR,2016,230,Western Michigan,32.499143045455526,90.0,2.56,20.6,37.6542715886372,Poor,0.0,0.0,0.0,513
De'Angelo Henderson,RB,2017,203,Coastal Carolina,37.70677743241549,29.972050678627106,5.66,51.6,37.627965885415875,Poor,0.0,0.0,0.0,514
Chris Rodriguez,RB,2023,193,Kentucky,39.70155451210871,5.278209851275753,,66.49597701149425,37.59894117099469,Poor,1.8529411764705883,0.0,0.0,515
Charone Peake,WR,2016,241,Clemson,30.444862386220947,90.0,5.76,52.599999999999994,37.50813302828781,Poor,2.211764705882353,0.0,0.0,516
Tre Nixon,WR,2021,242,Central Florida,30.25989524574358,75.0,8.97,84.70000000000002,37.45591095888204,Poor,0.0,0.0,0.0,517
Eno Benjamin,RB,2020,222,Arizona St.,34.016695121333115,59.03056073604377,5.76,52.599999999999994,37.44724692673753,Poor,5.270588235294119,0.0,0.0,518
Dazz Newsome,WR,2021,221,North Carolina,34.207839313634366,75.0,2.13,16.299999999999997,37.39166341658921,Poor,0.2529411764705882,0.0,0.0,519
Olabisi Johnson,WR,2019,247,Colorado St.,29.339380105472458,90.0,,68.94822695035461,37.38588443716932,Poor,4.864705882352942,0.0,0.0,520
Darius Jackson,RB,2016,216,Eastern Michigan,35.1685361424386,28.143439282803584,9.85,93.5,37.38259964935317,Poor,0.0941176470588235,0.0,0.0,521
Colton Dowell,WR,2023,228,UT Martin,32.876624975929246,45.0,9.78,92.8,37.085131229539854,Poor,0.07647058823529412,0.0,0.0,522
Kawaan Baker,WR,2021,255,South Alabama,27.881148372763306,90.0,9.08,85.8,36.98897611684881,Poor,0.0,0.0,0.0,523
Gary Brightwell,RB,2021,196,Arizona,39.0990823378889,16.958459979736578,4.57,40.7,36.96506598517922,Poor,1.7647058823529411,0.0,0.0,524
Darwin Thompson,RB,2019,214,Utah St.,35.55517645503487,29.972050678627106,7.99,74.9,36.964105054642346,Poor,1.9529411764705884,0.0,0.0,525
Jaden Greathouse,WR,2026,250,Notre Dame,28.79046960395864,90.0,,68.94822695035461,36.919310510882575,Poor,,,,526
Barion Brown,WR,2026,250,LSU,28.79046960395864,90.0,,68.94822695035461,36.919310510882575,Poor,,,,527
Shelton Sampson Jr.,WR,2026,250,Louisiana,28.79046960395864,90.0,,68.94822695035461,36.919310510882575,Poor,,,,528
Caullin Lacy,WR,2026,231,Louisville,32.31086999617516,60.0,,68.94822695035461,36.91165084426661,Poor,,,,529
Jauan Jennings,WR,2020,217,Tennessee,34.97572633033664,60.0,2.7,22.000000000000004,36.829367380786145,Poor,12.382352941176471,0.0,0.0,530
Devaughn Vele,WR,2024,235,Utah,31.560854097950696,60.0,8.47,79.7,36.811725983258086,Poor,6.264705882352941,0.0,0.0,531
Josh Robinson,RB,2015,205,Mississippi St.,37.312343403797485,46.2289766970618,1.1,5.999999999999993,36.63838956293404,Poor,0.6588235294117647,0.0,0.0,532
Jawhar Jordan,RB,2024,205,Louisville,37.312343403797485,27.587675070028013,4.6,41.0,36.52425940023066,Poor,0.0,0.0,0.0,533
Cornelius Johnson,WR,2024,253,Michigan,28.244056507249695,79.73509933774834,9.46,89.60000000000001,36.46095796493708,Poor,0.0,0.0,0.0,534
Khalil Herbert,RB,2021,217,Virginia Tech,34.97572633033664,37.02849614153962,6.14,56.4,36.252216994940106,Poor,6.929411764705883,0.0,0.0,535
Ben Skowronek,WR,2021,249,Notre Dame,28.97316023447314,79.73509933774834,,68.94822695035461,36.04810748059473,Poor,4.958823529411766,0.0,0.0,536
Dwayne Washington,RB,2016,236,Washington,31.374110141410995,46.73160173160173,9.82,93.2,36.00115379335952,Poor,2.864705882352941,0.0,0.0,537
Jalen Brooks,WR,2023,244,South Carolina,29.890829969930095,79.73509933774834,5.6,50.99999999999999,35.93071540821541,Poor,2.1,0.0,0.0,538
Jaron Glover,WR,2026,250,Michigan State,28.79046960395864,79.73509933774834,,68.94822695035461,35.89282044465741,Poor,,,,539
Squirrel White,WR,2026,250,Florida State,28.79046960395864,79.73509933774834,,68.94822695035461,35.89282044465741,Poor,,,,540
Jayden McGowan,WR,2026,250,Charlotte,28.79046960395864,79.73509933774834,,68.94822695035461,35.89282044465741,Poor,,,,541
Jordan Dwyer,WR,2026,250,TCU,28.79046960395864,79.73509933774834,,68.94822695035461,35.89282044465741,Poor,,,,542
Dillon Bell,WR,2026,250,Georgia,28.79046960395864,79.73509933774834,,68.94822695035461,35.89282044465741,Poor,,,,543
J.Michael Sturdivant,WR,2026,250,Florida,28.79046960395864,79.73509933774834,,68.94822695035461,35.89282044465741,Poor,,,,544
Braylon James,WR,2026,250,Notre Dame,28.79046960395864,79.73509933774834,,68.94822695035461,35.89282044465741,Poor,,,,545
Tobias Merriweather,WR,2026,250,Utah,28.79046960395864,79.73509933774834,,68.94822695035461,35.89282044465741,Poor,,,,546
Talyn Shettron,WR,2026,250,Oklahoma State,28.79046960395864,79.73509933774834,,68.94822695035461,35.89282044465741,Poor,,,,547
Braylin Presley,WR,2026,250,Tulsa,28.79046960395864,79.73509933774834,,68.94822695035461,35.89282044465741,Poor,,,,548
Kyion Grayes,WR,2026,250,California,28.79046960395864,79.73509933774834,,68.94822695035461,35.89282044465741,Poor,,,,549
Malik McClain,WR,2026,250,Arizona State,28.79046960395864,79.73509933774834,,68.94822695035461,35.89282044465741,Poor,,,,550
Kyron Ware-Hudson,WR,2026,250,Penn State,28.79046960395864,79.73509933774834,,68.94822695035461,35.89282044465741,Poor,,,,551
Jalen Walthall,WR,2026,250,Incarnate Word,28.79046960395864,79.73509933774834,,68.94822695035461,35.89282044465741,Poor,,,,552
Kaleb Brown,WR,2026,250,UAB,28.79046960395864,79.73509933774834,,68.94822695035461,35.89282044465741,Poor,,,,553
Cordale Russell,WR,2026,250,Colorado,28.79046960395864,79.73509933774834,,68.94822695035461,35.89282044465741,Poor,,,,554
Zavion Thomas,WR,2026,250,LSU,28.79046960395864,79.73509933774834,,68.94822695035461,35.89282044465741,Poor,,,,555
Hank Beatty,WR,2026,250,Illinois,28.79046960395864,79.73509933774834,,68.94822695035461,35.89282044465741,Poor,,,,556
Eli Heidenreich,WR,2026,250,Navy,28.79046960395864,79.73509933774834,,68.94822695035461,35.89282044465741,Poor,,,,557
Kobe Prentice,WR,2026,250,Baylor,28.79046960395864,79.73509933774834,,68.94822695035461,35.89282044465741,Poor,,,,558
Ayden Williams,WR,2026,250,Mississippi State,28.79046960395864,79.73509933774834,,68.94822695035461,35.89282044465741,Poor,,,,559
Trebor Pena,WR,2026,250,Penn State,28.79046960395864,79.73509933774834,,68.94822695035461,35.89282044465741,Poor,,,,560
Jaquaize Pettaway,WR,2026,250,East Carolina,28.79046960395864,79.73509933774834,,68.94822695035461,35.89282044465741,Poor,,,,561
Brandon Inniss,WR,2026,250,Ohio State,28.79046960395864,79.73509933774834,,68.94822695035461,35.89282044465741,Poor,,,,562
Joseph Manjack IV,WR,2026,250,TCU,28.79046960395864,79.73509933774834,,68.94822695035461,35.89282044465741,Poor,,,,563
Max Tomzcak,WR,2026,250,Northern Illinois,28.79046960395864,79.73509933774834,,68.94822695035461,35.89282044465741,Poor,,,,564
E.J. Williams,WR,2026,250,Indiana,28.79046960395864,79.73509933774834,,68.94822695035461,35.89282044465741,Poor,,,,565
Ja'Mori Maclin,WR,2026,250,Kentucky,28.79046960395864,79.73509933774834,,68.94822695035461,35.89282044465741,Poor,,,,566
Raymond Cottrell,WR,2026,250,Texas A&M,28.79046960395864,79.73509933774834,,68.94822695035461,35.89282044465741,Poor,,,,567
