player_name,position,school,draft_year,pick,round,dc_score,production_score,production_score_raw,production_metric,ras_score,slap_score,delta_vs_dc,production_status,ras_status,breakout_age,nfl_best_ppr,nfl_hit24,nfl_hit12,data_type
Andrel Anthony,WR,Duke,2026,250,8,28.79046960395864,3.8348082595870205,25.431789737171464,breakout_age,68.9,29.815766894490523,1.0252972905318813,imputed,imputed,,,,,prospect_2026
Joseph Manjack IV,WR,TCU,2026,250,8,28.79046960395864,3.8348082595870205,27.677008750994432,breakout_age,68.9,29.815766894490523,1.0252972905318813,imputed,imputed,,,,,prospect_2026
E.J. Williams,WR,Indiana,2026,250,8,28.79046960395864,3.8348082595870205,29.169811152442882,breakout_age,68.9,29.815766894490523,1.0252972905318813,imputed,imputed,,,,,prospect_2026
Donavon Greene,WR,Virginia Tech,2026,250,8,28.79046960395864,3.8348082595870205,27.570729694683486,breakout_age,68.9,29.815766894490523,1.0252972905318813,imputed,imputed,,,,,prospect_2026
Cordale Russell,WR,Colorado,2026,250,8,28.79046960395864,1.1799410029498525,24.746031746031743,breakout_age,68.9,29.28479344316309,0.4943238392044478,imputed,imputed,,,,,prospect_2026
Max Tomzcak,WR,Northern Illinois,2026,250,8,28.79046960395864,1.1799410029498525,25.0,breakout_age,68.9,29.28479344316309,0.4943238392044478,imputed,imputed,,,,,prospect_2026
Kaleb Brown,WR,UAB,2026,250,8,28.79046960395864,0.8849557522123894,24.00062754941952,breakout_age,68.9,29.225796393015596,0.43532678905695477,imputed,imputed,,,,,prospect_2026
Jerand Bradley,WR,Kansas State,2026,250,8,28.79046960395864,0.8849557522123894,24.421101774042953,breakout_age,68.9,29.225796393015596,0.43532678905695477,imputed,imputed,,,,,prospect_2026
Colbie Young,WR,Georgia,2026,250,8,28.79046960395864,0.5899705014749262,22.806033084657802,breakout_age,68.9,29.166799342868103,0.37632973890946175,imputed,imputed,,,,,prospect_2026
Kaden Wetjen,WR,Iowa,2026,250,8,28.79046960395864,0.5899705014749262,23.223625291062152,breakout_age,68.9,29.166799342868103,0.37632973890946175,imputed,imputed,,,,,prospect_2026
Chris Hilton,WR,LSU,2026,250,8,28.79046960395864,0.5899705014749262,23.147438278901685,breakout_age,68.9,29.166799342868103,0.37632973890946175,imputed,imputed,,,,,prospect_2026
Jalen Brown,WR,Arkansas,2026,250,8,28.79046960395864,0.5899705014749262,22.1920472554387,breakout_age,68.9,29.166799342868103,0.37632973890946175,imputed,imputed,,,,,prospect_2026
Brandon Inniss,WR,Ohio State,2026,250,8,28.79046960395864,0.5899705014749262,23.15397651616027,breakout_age,68.9,29.166799342868103,0.37632973890946175,imputed,imputed,,,,,prospect_2026
Antonio Gates Jr.,WR,Michigan State,2026,250,8,28.79046960395864,0.2949852507374631,20.304311073541843,breakout_age,68.9,29.10780229272061,0.31733268876196874,imputed,imputed,,,,,prospect_2026
Braylin Presley,WR,Tulsa,2026,250,8,28.79046960395864,0.2949852507374631,20.48689138576779,breakout_age,68.9,29.10780229272061,0.31733268876196874,imputed,imputed,,,,,prospect_2026
Talyn Shettron,WR,Oklahoma State,2026,250,8,28.79046960395864,0.2949852507374631,21.129780169452715,breakout_age,68.9,29.10780229272061,0.31733268876196874,imputed,imputed,,,,,prospect_2026
Dacari Collins,WR,Louisville,2026,250,8,28.79046960395864,0.2949852507374631,21.59576940957694,breakout_age,68.9,29.10780229272061,0.31733268876196874,imputed,imputed,,,,,prospect_2026
Deion Colzie,WR,Miami (OH),2026,250,8,28.79046960395864,0.2949852507374631,21.335531924440257,breakout_age,68.9,29.10780229272061,0.31733268876196874,imputed,imputed,,,,,prospect_2026
Jared Brown,WR,South Carolina,2026,250,8,28.79046960395864,0.2949852507374631,21.592205401318278,breakout_age,68.9,29.10780229272061,0.31733268876196874,imputed,imputed,,,,,prospect_2026
Hykeem Williams,WR,Colorado,2026,250,8,28.79046960395864,0.1,16.66461159062885,breakout_age,68.9,29.068805242573116,0.2783356386144753,imputed,imputed,,,,,prospect_2026
Jaquaize Pettaway,WR,East Carolina,2026,250,8,28.79046960395864,0.1,15.451339915373765,breakout_age,68.9,29.068805242573116,0.2783356386144753,imputed,imputed,,,,,prospect_2026
Raymond Cottrell,WR,Texas A&M,2026,250,8,28.79046960395864,0.1,17.267992424242426,breakout_age,68.9,29.068805242573116,0.2783356386144753,imputed,imputed,,,,,prospect_2026
Nathan Leacock,WR,North Carolina,2026,250,8,28.79046960395864,0.1,16.087449025826913,breakout_age,68.9,29.068805242573116,0.2783356386144753,imputed,imputed,,,,,prospect_2026
Ryan Niblett,WR,Texas,2026,250,8,28.79046960395864,0.1,15.920527769254372,breakout_age,68.9,29.068805242573116,0.2783356386144753,imputed,imputed,,,,,prospect_2026
Braylon James,WR,Notre Dame,2026,250,8,28.79046960395864,0.1,15.187207488299531,breakout_age,68.9,29.068805242573116,0.2783356386144753,imputed,imputed,,,,,prospect_2026
Andre Greene Jr.,WR,Virginia,2026,250,8,28.79046960395864,0.1,16.346433770014556,breakout_age,68.9,29.068805242573116,0.2783356386144753,imputed,imputed,,,,,prospect_2026
Kyion Grayes,WR,California,2026,250,8,28.79046960395864,0.1,15.327186198691255,breakout_age,68.9,29.068805242573116,0.2783356386144753,imputed,imputed,,,,,prospect_2026
Tobias Merriweather,WR,Utah,2026,250,8,28.79046960395864,0.1,17.308238636363637,breakout_age,68.9,29.068805242573116,0.2783356386144753,imputed,imputed,,,,,prospect_2026
Jayden McGowan,WR,Charlotte,2026,250,8,28.79046960395864,0.1,15.142973856209151,breakout_age,68.9,29.068805242573116,0.2783356386144753,imputed,imputed,,,,,prospect_2026
Squirrel White,WR,Florida State,2026,250,8,28.79046960395864,0.1,15.85498191384413,breakout_age,68.9,29.068805242573116,0.2783356386144753,imputed,imputed,,,,,prospect_2026
Christian Leary,WR,Western Michigan,2026,250,8,28.79046960395864,0.1,17.96544610624033,breakout_age,68.9,29.068805242573116,0.2783356386144753,imputed,imputed,,,,,prospect_2026
JoJo Earle,WR,UNLV,2026,250,8,28.79046960395864,0.1,18.673120728929383,breakout_age,68.9,29.068805242573116,0.2783356386144753,imputed,imputed,,,,,prospect_2026
Jayden Thomas,WR,Virginia,2026,250,8,28.79046960395864,0.1,15.134408602150538,breakout_age,68.9,29.068805242573116,0.2783356386144753,imputed,imputed,,,,,prospect_2026
Jaden Bray,WR,West Virginia,2026,250,8,28.79046960395864,0.1,17.09620476610768,breakout_age,68.9,29.068805242573116,0.2783356386144753,imputed,imputed,,,,,prospect_2026
