player_name,position,school,draft_year,pick,round,slap_v5,slap_v4,dc_score,enhanced_breakout,teammate_score,early_declare_score,delta_v5_dc,delta_v5_v4,breakout_age,peak_dominator,rush_yards,nfl_hit24,nfl_hit12,nfl_first_3yr_ppg,nfl_career_ppg,nfl_best_ppr,data_type,production_score,speed_score_norm,rec_yards,team_pass_att,weight,forty,nfl_best_ppg
Ricky Pearsall,WR,Florida,2024,31,1,71.1,80.9,82.2,67.9,0.0,0.0,-11.1,-9.8,21.0,25.71613739468568,62.0,0,0,9.584210526315792,9.584210526315792,93.5,backtest,,,,,,,
Xavier Legette,WR,South Carolina,2024,32,1,67.8,78.6,81.8,52.7,0.0,0.0,-14.0,-10.8,22.0,35.47661870503597,-8.0,0,0,7.146666666666667,7.146666666666667,125.1,backtest,,,,,,,
Troy Franklin,WR,Oregon,2024,102,4,66.0,71.5,60.2,94.3,0.0,100.0,5.8,-5.5,19.0,28.522897732286246,0.0,0,0,7.278787878787878,7.278787878787878,80.5,backtest,,,,,,,
Malachi Corley,WR,Western Kentucky,2024,65,3,65.1,73.2,70.5,78.6,0.0,0.0,-5.4,-8.1,20.0,27.296201802394965,11.0,0,0,2.282352941176471,2.282352941176471,7.2,backtest,,,,,,,
Jalen McMillan,WR,Washington,2024,92,3,65.0,68.8,62.8,80.0,100.0,0.0,2.2,-3.9,20.0,12.000867833988464,30.0,0,0,9.723529411764709,9.723529411764709,141.5,backtest,,,,,,,
Roman Wilson,WR,Michigan,2024,84,3,61.2,65.8,65.0,53.7,100.0,0.0,-3.8,-4.6,22.0,37.30889235569423,10.0,0,0,4.511111111111111,4.511111111111111,0.0,backtest,,,,,,,
Javon Baker,WR,Central Florida,2024,110,4,60.7,69.5,58.2,99.9,0.0,0.0,2.5,-8.9,18.0,31.512584225128816,0.0,0,0,0.55,0.55,2.2,backtest,,,,,,,
Luke McCaffrey,WR,Rice,2024,100,3,57.2,67.4,60.7,73.8,0.0,0.0,-3.5,-10.1,21.0,37.52652923995041,109.0,0,0,4.426315789473684,4.426315789473684,34.8,backtest,,,,,,,
Jermaine Burton,WR,Alabama,2024,80,3,56.3,66.6,66.1,50.2,0.0,0.0,-9.8,-10.3,22.0,30.3206627405675,0.0,0,0,3.675,3.675,14.7,backtest,,,,,,,
Ainias Smith,WR,Texas A&M,2024,152,5,52.8,60.5,48.3,95.0,0.0,0.0,4.5,-7.6,19.0,15.459280303030305,21.0,0,0,5.9,5.9,17.7,backtest,,,,,,,
Devontez Walker,WR,North Carolina,2024,113,4,50.4,61.2,57.4,51.2,0.0,0.0,-7.0,-10.8,22.0,22.466949438090893,23.0,0,0,6.671428571428572,6.671428571428572,9.1,backtest,,,,,,,
Jacob Cowing,WR,Arizona,2024,135,4,50.4,56.2,52.2,69.3,0.0,0.0,-1.8,-5.8,21.0,28.52212242182302,26.0,0,0,4.233333333333333,4.233333333333333,12.7,backtest,,,,,,,
Anthony Gould,WR,Oregon St.,2024,142,5,48.4,58.2,50.6,65.0,0.0,0.0,-2.2,-9.8,21.0,15.250219919851432,22.0,0,0,1.9666666666666668,1.9666666666666668,3.3000000000000003,backtest,,,,,,,
Jordan Whittington,WR,Texas,2024,213,6,46.0,49.2,35.7,80.0,100.0,0.0,10.3,-3.2,20.0,8.239189523103533,29.0,0,0,,,54.7,backtest,,,,,,,
Jha'Quan Jackson,WR,Tulane,2024,182,6,45.4,50.3,41.9,80.0,0.0,0.0,3.4,-4.9,20.0,15.29235880398671,51.0,0,0,,,1.3,backtest,,,,,,,
Cornelius Johnson,WR,Michigan,2024,253,7,43.8,50.5,28.2,95.0,100.0,0.0,15.5,-6.8,19.0,11.506110244409776,40.0,0,0,,,0.0,backtest,,,,,,,
Jamari Thrash,WR,Louisville,2024,156,5,42.9,50.7,47.5,48.4,0.0,0.0,-4.6,-7.8,22.0,26.70368011519397,12.0,0,0,1.85,1.85,5.2,backtest,,,,,,,
Ryan Flournoy,WR,SE Missouri St.,2024,216,6,42.0,54.1,35.2,87.0,0.0,0.0,6.9,-12.1,20.0,34.1,49.0,0,0,,,18.200000000000003,backtest,,,,,,,
Johnny Wilson,WR,Florida St.,2024,185,6,40.9,53.4,41.3,60.0,0.0,0.0,-0.4,-12.5,21.0,12.79418472063854,0.0,0,0,,,14.8,backtest,,,,,,,
Brenden Rice,WR,USC,2024,225,7,40.9,45.0,33.4,62.7,0.0,100.0,7.5,-4.1,21.0,25.35227535227536,0.0,0,0,,,0.0,backtest,,,,,,,
Bub Means,WR,Pittsburgh,2024,170,5,40.7,52.5,44.4,47.9,0.0,0.0,-3.8,-11.8,22.0,25.816993464052285,0.0,0,0,6.7,6.7,26.8,backtest,,,,,,,
Casey Washington,WR,Illinois,2024,187,6,40.6,49.3,40.9,60.0,0.0,0.0,-0.3,-8.7,21.0,19.19392857629474,0.0,0,0,,,2.4000000000000004,backtest,,,,,,,
Malik Washington,WR,Virginia,2024,184,6,40.1,50.9,41.5,54.9,0.0,0.0,-1.5,-10.9,22.0,47.3719181675118,7.0,0,0,,,56.8,backtest,,,,,,,
Tejhaun Palmer,WR,Ala-Birmingham,2024,191,6,34.9,47.3,40.1,34.1,0.0,0.0,-5.2,-12.3,23.0,28.282901119647587,0.0,0,0,,,0.0,backtest,,,,,,,
Tahj Washington,WR,USC,2024,241,7,30.6,36.8,30.4,46.5,0.0,0.0,0.2,-6.2,22.0,23.07692307692308,10.0,0,0,,,0.0,backtest,,,,,,,
Devaughn Vele,WR,Utah,2024,235,7,26.5,37.6,31.6,21.9,0.0,0.0,-5.1,-11.1,25.0,23.75231910946197,0.0,0,0,,,106.5,backtest,,,,,,,
Travis Hunter,WR,Colorado,2025,2,1,94.0,89.1,98.7,99.4,0.0,100.0,-4.7,4.9,19.0,38.8,5.0,0,0,9.114285714285716,9.114285714285716,0.0,backtest,,,,,,,
Tetairoa McMillan,WR,Arizona,2025,8,1,90.6,86.9,93.7,99.9,0.0,100.0,-3.1,3.7,19.0,41.0,0.0,1,0,12.547058823529412,12.547058823529412,213.4,backtest,,,,,,,
Matthew Golden,WR,Texas,2025,23,1,85.4,77.0,85.6,77.0,100.0,100.0,-0.3,8.3,20.0,24.1,0.0,0,0,5.0,5.0,110.0,backtest,,,,,,,
Emeka Egbuka,WR,Ohio State,2025,19,1,82.9,87.1,87.5,83.0,100.0,0.0,-4.6,-4.2,20.0,26.1,38.0,1,0,11.394117647058822,11.394117647058822,192.8,backtest,,,,,,,
Luther Burden III,WR,Missouri,2025,39,2,80.4,76.8,79.1,99.9,0.0,100.0,1.2,3.5,19.0,36.5,115.0,0,0,,,124.2,backtest,,,,,,,
Jayden Higgins,WR,Iowa State,2025,34,2,73.0,83.4,81.0,81.5,0.0,0.0,-8.0,-10.4,20.0,33.04469273743017,0.0,0,0,7.617647058823529,7.617647058823529,129.5,backtest,,,,,,,
Kyle Williams,WR,Washington State,2025,69,3,68.5,74.5,69.3,99.9,0.0,0.0,-0.8,-6.0,18.0,33.24045695179716,57.0,0,0,3.784615384615385,3.784615384615385,60.0,backtest,,,,,,,
Tre Harris,WR,Ole Miss,2025,55,2,65.1,75.3,73.6,67.9,0.0,0.0,-8.5,-10.2,21.0,35.8,0.0,0,0,4.3375,4.3375,100.0,backtest,,,,,,,
Pat Bryant,WR,Illinois,2025,74,3,61.0,68.2,67.8,67.8,0.0,0.0,-6.8,-7.2,21.0,35.61544064093226,14.0,0,0,6.233333333333333,6.233333333333333,55.0,backtest,,,,,,,
Elic Ayomanor,WR,Stanford,2025,136,4,58.0,64.9,51.9,83.1,0.0,100.0,6.0,-7.0,20.0,36.23032904148784,0.0,0,0,7.28125,7.28125,116.5,backtest,,,,,,,
Chimere Dike,WR,Florida,2025,103,4,57.8,69.4,59.9,79.4,0.0,0.0,-2.1,-11.6,20.0,28.82845188284519,0.0,0,0,6.829411764705883,6.829411764705883,114.3,backtest,,,,,,,
Isaac TeSlaa,WR,Arkansas,2025,70,3,52.3,63.7,69.0,20.0,0.0,0.0,-16.7,-11.4,99.0,15.6,0.0,0,0,5.421428571428572,5.421428571428572,65.0,backtest,,,,,,,
Tez Johnson,WR,Oregon,2025,235,7,40.7,50.0,31.6,92.8,0.0,0.0,9.1,-9.4,19.0,25.66340782122905,-1.0,0,0,,,50.0,backtest,,,,,,,
