player_name,position,school,draft_year,pick,round,slap_v5,slap_v4,dc_score,enhanced_breakout,teammate_score,early_declare_score,delta_v5_dc,delta_v5_v4,breakout_age,peak_dominator,rush_yards,nfl_hit24,nfl_hit12,nfl_first_3yr_ppg,nfl_career_ppg,nfl_best_ppr,data_type,production_score,speed_score_norm,rec_yards,team_pass_att,weight,forty,nfl_best_ppg
Dezmin Lewis,WR,Central Arkansas,2015,234,7,40.2,45.8,31.7,90.0,0.0,0.0,8.5,-5.6,19.0,16.387,0.0,0,0,,,0.0,backtest,,,,,,,
Andre Debose,WR,Florida,2015,221,7,28.9,38.4,34.2,25.0,0.0,0.0,-5.3,-9.5,99.0,16.72473867595819,30.0,0,0,,,0.0,backtest,,,,,,,
Tre McBride,WR,William & Mary,2015,245,7,24.8,37.6,29.7,20.0,0.0,0.0,-4.9,-12.9,99.0,14.2,6.0,0,0,,,22.4,backtest,,,,,,,
Corey Coleman,WR,Baylor,2016,15,1,82.7,86.7,89.5,74.9,0.0,100.0,-6.9,-4.0,21.0,40.83301130325573,113.0,0,0,6.856,6.856,93.3,backtest,,,,,,,
Laquon Treadwell,WR,Mississippi,2016,23,1,80.8,76.6,85.6,79.5,0.0,100.0,-4.8,4.3,20.0,28.964113340118857,0.0,0,0,3.79,4.494915254237288,82.4,backtest,,,,,,,
Tyler Boyd,WR,Pittsburgh,2016,55,2,73.8,70.5,73.6,86.5,0.0,100.0,0.2,3.3,20.0,32.970137207425346,325.0,1,0,10.0425,10.305925925925926,222.9,backtest,,,,,,,
Will Fuller,WR,Notre Dame,2016,21,1,72.6,79.0,86.6,60.0,0.0,0.0,-14.0,-6.4,21.0,17.597,0.0,0,0,11.216129032258063,12.34909090909091,188.9,backtest,,,,,,,
Josh Doctson,WR,TCU,2016,22,1,70.5,80.3,86.1,51.3,0.0,0.0,-15.6,-9.8,22.0,32.63767079352645,7.0,0,0,7.425000000000001,7.425000000000001,119.8,backtest,,,,,,,
Sterling Shepard,WR,Oklahoma,2016,40,2,70.2,72.7,78.8,50.3,100.0,0.0,-8.6,-2.5,22.0,30.5495703812702,5.0,0,0,11.893023255813953,10.03963963963964,194.7,backtest,,,,,,,
Michael Thomas,WR,Ohio St.,2016,47,2,69.4,74.2,76.3,54.8,100.0,0.0,-6.9,-4.9,22.0,39.59052417193697,0.0,1,1,17.653191489361703,17.218072289156627,388.6,backtest,,,,,,,
Pharoh Cooper,WR,South Carolina,2016,117,4,62.5,56.7,56.4,89.9,0.0,100.0,6.1,5.7,20.0,43.06756437514765,116.0,0,0,2.43,2.911363636363636,55.5,backtest,,,,,,,
Braxton Miller,WR,Ohio St.,2016,85,3,60.3,63.9,64.7,50.0,100.0,0.0,-4.4,-3.7,22.0,14.839747025404654,260.0,0,0,3.8,3.8,41.3,backtest,,,,,,,
Leonte Carroo,WR,Rutgers,2016,86,3,59.1,66.3,64.4,69.9,0.0,0.0,-5.3,-7.2,21.0,42.593455469660064,0.0,0,0,3.716666666666667,3.716666666666667,18.8,backtest,,,,,,,
Tajae Sharpe,WR,Massachusetts,2016,140,5,57.2,57.6,51.0,82.6,0.0,100.0,6.2,-0.4,20.0,35.2319309600863,-3.0,0,0,5.883333333333334,5.1066666666666665,105.3,backtest,,,,,,,
Demarcus Robinson,WR,Florida,2016,126,4,55.0,56.1,54.3,60.0,0.0,100.0,0.7,-1.1,21.0,14.003104518799589,1.0,0,0,4.875,6.226016260162601,137.2,backtest,,,,,,,
Ricardo Louis,WR,Auburn,2016,114,4,54.2,64.2,57.2,71.0,0.0,0.0,-3.0,-10.0,21.0,31.942735447231424,158.0,0,0,4.819047619047619,4.819047619047619,62.7,backtest,,,,,,,
Chris Moore,WR,Cincinnati,2016,107,4,50.4,59.4,58.9,45.7,0.0,0.0,-8.5,-9.0,22.0,21.36582382029759,10.0,0,0,3.697058823529412,4.863095238095239,115.1,backtest,,,,,,,
Rashard Higgins,WR,Colorado St.,2016,172,5,50.3,44.5,44.0,72.3,0.0,100.0,6.3,5.7,21.0,34.575604272062954,20.0,0,0,5.418918918918919,5.886567164179104,139.5,backtest,,,,,,,
Malcolm Mitchell,WR,Georgia,2016,112,4,47.9,57.2,57.7,37.9,0.0,0.0,-9.7,-9.2,23.0,35.83303645647785,0.0,0,0,,,110.6,backtest,,,,,,,
Tyreek Hill,WR,West Alabama,2016,165,5,44.9,55.7,45.5,65.0,0.0,0.0,-0.7,-10.8,21.0,19.39688715953307,237.0,1,1,16.982978723404255,17.939310344827586,393.6,backtest,,,,,,,
Mike Thomas,WR,Southern Miss,2016,206,6,44.2,48.9,37.1,66.3,0.0,100.0,7.1,-4.6,21.0,32.567157712305026,0.0,0,0,,,30.3,backtest,,,,,,,
Cody Core,WR,Mississippi,2016,199,6,44.0,48.1,38.5,60.0,100.0,0.0,5.4,-4.1,21.0,13.114883278064156,0.0,0,0,,,37.0,backtest,,,,,,,
Jordan Payton,WR,UCLA,2016,154,5,43.4,51.2,47.9,49.2,0.0,0.0,-4.5,-7.9,22.0,28.377117427505027,0.0,0,0,,,1.3,backtest,,,,,,,
Demarcus Ayers,WR,Houston,2016,229,7,42.0,35.7,32.7,70.6,0.0,100.0,9.3,6.3,21.0,31.208983711140743,150.0,0,0,,,0.0,backtest,,,,,,,
Trevor Davis,WR,California,2016,163,5,41.2,52.6,45.9,45.0,0.0,0.0,-4.8,-11.4,22.0,10.640335587181797,4.0,0,0,2.47,3.241176470588236,30.4,backtest,,,,,,,
Kolby Listenbee,WR,TCU,2016,192,6,39.9,49.8,39.9,60.0,0.0,0.0,0.0,-9.9,21.0,13.01862479635338,11.0,0,0,,,0.0,backtest,,,,,,,
Jakeem Grant,WR,Texas Tech,2016,186,6,39.3,45.9,41.1,52.7,0.0,0.0,-1.8,-6.5,22.0,25.38492027195951,69.0,0,0,,,81.3,backtest,,,,,,,
Aaron Burbridge,WR,Michigan St.,2016,213,6,39.3,40.7,35.7,71.3,0.0,0.0,3.5,-1.4,21.0,32.64421610716213,44.0,0,0,,,15.8,backtest,,,,,,,
Kenny Lawler,WR,California,2016,243,7,38.6,35.2,30.1,62.7,0.0,100.0,8.5,3.4,21.0,25.33983310028668,5.0,0,0,,,0.0,backtest,,,,,,,
Daniel Braverman,WR,Western Michigan,2016,230,7,33.7,35.9,32.5,54.9,0.0,0.0,1.2,-2.2,22.0,39.946955513952034,13.0,0,0,,,0.0,backtest,,,,,,,
Devin Fuller,WR,UCLA,2016,238,7,33.7,44.7,31.0,60.0,0.0,0.0,2.7,-11.0,21.0,17.597,0.0,0,0,,,0.0,backtest,,,,,,,
Moritz Boehringer,WR,,2016,180,6,33.6,46.5,42.4,20.0,0.0,0.0,-8.7,-12.9,99.0,14.2,0.0,0,0,,,0.0,backtest,,,,,,,
Devin Lucien,WR,Arizona St.,2016,225,7,33.1,41.5,33.4,48.6,0.0,0.0,-0.3,-8.3,22.0,27.14861504159163,0.0,0,0,,,0.0,backtest,,,,,,,
Charone Peake,WR,Clemson,2016,241,7,30.3,37.4,30.4,45.0,0.0,0.0,-0.1,-7.1,22.0,15.329456731240404,0.0,0,0,,,37.6,backtest,,,,,,,
John Ross,WR,Washington,2017,9,1,87.5,91.1,93.0,87.0,0.0,100.0,-5.5,-3.6,20.0,33.95593166589344,102.0,0,0,7.462499999999999,6.26111111111111,95.0,backtest,,,,,,,
Curtis Samuel,WR,Ohio St.,2017,40,2,82.0,78.3,78.8,84.5,100.0,100.0,3.3,3.8,20.0,29.013498188255472,770.0,0,0,9.538888888888888,9.107407407407408,212.1,backtest,,,,,,,
Corey Davis,WR,Western Michigan,2017,5,1,81.1,82.0,95.9,69.9,0.0,0.0,-14.8,-0.9,21.0,50.01629656314061,0.0,0,0,8.814285714285713,9.8,191.4,backtest,,,,,,,
Mike Williams,WR,Clemson,2017,7,1,80.6,81.8,94.4,47.9,100.0,0.0,-13.7,-1.1,22.0,25.807768239391315,0.0,1,0,9.05,10.563636363636366,246.6,backtest,,,,,,,
JuJu Smith-Schuster,WR,USC,2017,62,2,74.8,76.2,71.4,98.9,0.0,100.0,3.4,-1.4,19.0,27.87069132741273,27.0,1,1,14.824390243902435,10.772413793103448,296.90000000000003,backtest,,,,,,,
Zay Jones,WR,East Carolina,2017,37,2,70.6,80.2,79.9,73.5,0.0,0.0,-9.3,-9.6,21.0,37.032939546696426,24.0,1,0,6.470454545454545,7.009906542056075,232.8,backtest,,,,,,,
Carlos Henderson,WR,Louisiana Tech,2017,82,3,68.6,67.9,65.5,88.6,0.0,100.0,3.1,0.7,20.0,37.18050114061836,133.0,0,0,,,0.0,backtest,,,,,,,
Chris Godwin,WR,Penn St.,2017,84,3,66.7,73.0,65.0,81.2,0.0,100.0,1.8,-6.2,20.0,32.41757203589985,13.0,1,1,12.306666666666665,14.154545454545454,276.1,backtest,,,,,,,
Taywan Taylor,WR,Western Kentucky,2017,72,3,62.7,71.4,68.4,74.3,0.0,0.0,-5.7,-8.6,21.0,38.576021886388645,36.0,0,0,4.566666666666666,4.419354838709677,87.6,backtest,,,,,,,
ArDarius Stewart,WR,Alabama,2017,79,3,62.4,61.9,66.4,54.5,100.0,0.0,-4.0,0.5,22.0,29.081508219111264,68.0,0,0,1.877777777777777,1.877777777777777,16.900000000000002,backtest,,,,,,,
Josh Malone,WR,Tennessee,2017,128,4,59.2,62.0,53.8,82.7,0.0,100.0,5.4,-2.9,20.0,35.32027649769585,0.0,0,0,1.725,2.1153846153846154,18.5,backtest,,,,,,,
Cooper Kupp,WR,Eastern Washington,2017,69,3,57.5,60.5,69.3,44.9,0.0,0.0,-11.8,-3.0,23.0,40.43172199028697,29.0,1,1,14.935897435897436,15.765,554.8,backtest,,,,,,,
Chad Williams,WR,Grambling St.,2017,98,3,56.6,67.0,61.2,68.6,0.0,0.0,-4.6,-10.5,21.0,37.137,0.0,0,0,3.15,3.15,41.0,backtest,,,,,,,
Kenny Golladay,WR,Northern Illinois,2017,96,3,55.2,64.5,61.7,59.9,0.0,0.0,-6.5,-9.3,22.0,41.58753709198813,195.0,1,1,13.08809523809524,10.81641791044776,248.0,backtest,,,,,,,
Josh Reynolds,WR,Texas A&M,2017,117,4,53.5,64.3,56.4,69.8,0.0,0.0,-3.0,-10.8,21.0,39.66174253843835,0.0,0,0,5.408571428571429,6.749019607843138,156.0,backtest,,,,,,,
Dede Westbrook,WR,Oklahoma,2017,110,4,52.5,55.9,58.2,59.1,0.0,0.0,-5.6,-3.4,22.0,38.15991108566424,101.0,0,0,10.660526315789474,9.006382978723405,175.5,backtest,,,,,,,
Amara Darboh,WR,Michigan,2017,106,3,51.7,63.2,59.2,51.6,0.0,0.0,-7.4,-11.4,22.0,33.138606676342526,0.0,0,0,1.8875,1.8875,15.1,backtest,,,,,,,
Ryan Switzer,WR,North Carolina,2017,133,4,49.3,53.9,52.6,62.3,0.0,0.0,-3.3,-4.6,21.0,24.58934662818158,11.0,0,0,3.719230769230769,3.719230769230769,69.4,backtest,,,,,,,
Chad Hansen,WR,California,2017,141,4,48.8,57.3,50.8,66.1,0.0,0.0,-2.0,-8.5,21.0,32.10759303721489,0.0,0,0,3.0666666666666664,5.909090909090909,46.6,backtest,,,,,,,
Noah Brown,WR,Ohio St.,2017,239,7,46.6,45.4,30.8,75.3,100.0,100.0,15.8,1.2,20.0,20.6891544270185,0.0,0,0,,,122.4,backtest,,,,,,,
Jehu Chesson,WR,Michigan,2017,139,4,45.9,54.2,51.2,50.0,0.0,0.0,-5.4,-8.3,22.0,14.0711175616836,63.0,0,0,1.02,1.02,3.8,backtest,,,,,,,
Shelton Gibson,WR,West Virginia,2017,166,5,45.7,48.4,45.3,69.8,0.0,0.0,0.4,-2.7,21.0,29.60836650636232,29.0,0,0,2.966666666666667,2.966666666666667,5.800000000000001,backtest,,,,,,,
Mack Hollins,WR,North Carolina,2017,118,4,45.3,48.4,56.2,30.0,0.0,0.0,-10.9,-3.1,23.0,10.72072072072072,0.0,0,0,3.5315789473684207,5.922268041237114,154.0,backtest,,,,,,,
Isaiah McKenzie,WR,Georgia,2017,172,5,45.3,51.6,44.0,72.2,0.0,0.0,1.2,-6.3,21.0,34.459493041749504,134.0,0,0,5.004,5.5944,122.8,backtest,,,,,,,
DeAngelo Yancey,WR,Purdue,2017,175,5,43.7,55.2,43.4,66.7,0.0,0.0,0.3,-11.5,21.0,33.43599886973722,0.0,0,0,,,0.0,backtest,,,,,,,
Isaiah Ford,WR,Virginia Tech,2017,237,7,43.5,43.5,31.2,83.1,0.0,100.0,12.3,-0.0,20.0,26.21121728877392,33.0,0,0,,,55.6,backtest,,,,,,,
Rodney Adams,WR,South Florida,2017,170,5,41.4,47.2,44.4,51.4,0.0,0.0,-3.0,-5.8,22.0,22.868530782438068,216.0,0,0,,0.0,0.0,backtest,,,,,,,
Trent Taylor,WR,Louisiana Tech,2017,177,5,40.3,44.1,43.0,50.8,0.0,0.0,-2.7,-3.9,22.0,31.675131776850247,0.0,0,0,5.482142857142857,4.213043478260869,98.0,backtest,,,,,,,
Stacy Coley,WR,Miami (FL),2017,219,7,38.9,38.9,34.6,48.6,100.0,0.0,4.3,0.0,22.0,27.24466891133558,0.0,0,0,,,0.0,backtest,,,,,,,
Robert Davis,WR,Georgia St.,2017,209,6,38.7,51.5,36.5,65.5,0.0,0.0,2.2,-12.9,21.0,31.084900965462325,0.0,0,0,,,3.7,backtest,,,,,,,
Malachi Dupre,WR,LSU,2017,247,7,38.1,42.4,29.3,62.7,0.0,100.0,8.7,-4.3,21.0,25.49868478737396,0.0,0,0,,,0.0,backtest,,,,,,,
David Moore,WR,East Central (OK),2017,226,7,36.8,47.7,33.3,67.9,0.0,0.0,3.6,-10.8,21.0,25.707,74.0,0,0,,,120.3,backtest,,,,,,,
D.J. Moore,WR,Maryland,2018,24,1,82.6,86.8,85.2,89.9,0.0,100.0,-2.6,-4.2,20.0,53.29037800687285,61.0,1,0,13.065217391304348,13.151546391752577,238.1,backtest,,,,,,,
Christian Kirk,WR,Texas A&M,2018,47,2,81.1,75.6,76.3,88.4,100.0,100.0,4.8,5.5,20.0,36.79647052274119,31.0,1,1,11.205128205128204,11.226730769230768,285.7,backtest,,,,,,,
Calvin Ridley,WR,Alabama,2018,26,1,73.7,72.2,84.3,48.4,100.0,0.0,-10.6,1.5,22.0,26.783076598438488,17.0,1,1,15.575,13.697777777777777,281.5,backtest,,,,,,,
Dante Pettis,WR,Washington,2018,44,2,73.3,75.7,77.3,70.8,100.0,0.0,-4.0,-2.4,21.0,31.628272346955555,37.0,0,0,7.411428571428571,6.12,103.5,backtest,,,,,,,
DJ Chark,WR,LSU,2018,61,2,68.7,74.1,71.7,67.7,0.0,100.0,-3.0,-5.3,21.0,25.345268542199488,63.0,0,0,,8.25,115.5,backtest,,,,,,,
Courtland Sutton,WR,SMU,2018,40,2,65.3,76.0,78.8,50.7,0.0,0.0,-13.5,-10.8,22.0,31.33328350958484,2.0,1,0,11.161212121212122,11.632982456140352,247.6,backtest,,,,,,,
James Washington,WR,Oklahoma St.,2018,60,2,63.7,68.4,72.0,66.4,0.0,0.0,-8.3,-4.7,21.0,32.87691724141616,12.0,0,0,6.427906976744185,5.8,133.5,backtest,,,,,,,
Keke Coutee,WR,Texas Tech,2018,103,4,63.0,63.5,59.9,80.4,0.0,100.0,3.1,-0.5,20.0,30.75643812158335,15.0,0,0,9.295454545454543,8.625,90.7,backtest,,,,,,,
Antonio Callaway,WR,Florida,2018,105,4,62.7,63.0,59.4,80.6,0.0,100.0,3.3,-0.3,20.0,21.18538324420677,31.0,0,0,6.660869565217392,6.660869565217392,132.3,backtest,,,,,,,
Anthony Miller,WR,Memphis,2018,51,2,61.4,70.6,74.9,44.9,0.0,0.0,-13.5,-9.2,23.0,39.86222732491389,27.0,0,0,7.748260869565217,7.470400000000001,127.5,backtest,,,,,,,
Michael Gallup,WR,Colorado St.,2018,81,3,59.1,64.6,65.8,65.3,0.0,0.0,-6.7,-5.5,21.0,30.665964727559885,0.0,0,0,10.748888888888889,9.147619047619049,212.7,backtest,,,,,,,
Tre'Quan Smith,WR,Central Florida,2018,91,3,58.2,64.3,63.1,70.3,0.0,0.0,-4.9,-6.1,21.0,30.68050081150012,23.0,0,0,7.644444444444446,7.5581818181818194,126.6,backtest,,,,,,,
Ray-Ray McCloud,WR,Clemson,2018,187,6,54.6,47.2,40.9,80.0,100.0,100.0,13.7,7.5,20.0,10.569323270709557,28.0,0,0,,,142.5,backtest,,,,,,,
Jordan Lasley,WR,UCLA,2018,162,5,53.2,52.6,46.2,79.4,0.0,100.0,7.0,0.6,20.0,28.753569897317767,-6.0,0,0,,,0.0,backtest,,,,,,,
Deon Cain,WR,Clemson,2018,185,6,51.8,49.4,41.3,64.4,100.0,100.0,10.5,2.4,21.0,28.778390337026533,0.0,0,0,,,21.4,backtest,,,,,,,
DaeSean Hamilton,WR,Penn St.,2018,113,4,49.7,59.0,57.4,47.7,0.0,0.0,-7.7,-9.3,22.0,25.422521208907742,2.0,0,0,6.009375,6.009375,66.3,backtest,,,,,,,
Justin Watson,WR,Pennsylvania,2018,144,5,48.1,59.0,50.1,65.0,0.0,0.0,-2.0,-10.9,21.0,11.674,52.0,0,0,5.066666666666666,4.544262295081967,104.0,backtest,,,,,,,
Jaleel Scott,WR,New Mexico St.,2018,132,4,46.8,55.5,52.9,48.8,0.0,0.0,-6.1,-8.8,22.0,27.616366743741832,0.0,0,0,2.1,2.1,2.6,backtest,,,,,,,
Tremon Smith,WR,Central Arkansas,2018,196,6,46.4,55.4,39.1,95.0,0.0,0.0,7.3,-9.0,19.0,30.0,0.0,0,0,,,0.0,backtest,,,,,,,
J'Mon Moore,WR,Missouri,2018,133,4,46.3,56.3,52.6,47.4,0.0,0.0,-6.3,-10.0,22.0,24.848182724553613,0.0,0,0,1.75,1.75,3.5,backtest,,,,,,,
Russell Gage,WR,LSU,2018,194,6,45.7,49.7,39.5,65.0,100.0,0.0,6.1,-4.0,21.0,14.21105304125431,232.0,0,0,,,175.5,backtest,,,,,,,
Daurice Fountain,WR,Northern Iowa,2018,159,5,44.8,54.4,46.8,60.0,0.0,0.0,-2.0,-9.6,21.0,20.0,0.0,0,0,2.15,2.15,4.300000000000001,backtest,,,,,,,
Damion Ratley,WR,Texas A&M,2018,175,6,44.8,51.2,43.4,47.1,100.0,0.0,1.4,-6.4,22.0,24.260980905194007,0.0,0,0,,,38.0,backtest,,,,,,,
Equanimeous St. Brown,WR,Notre Dame,2018,207,6,43.0,50.9,36.9,60.5,0.0,100.0,6.0,-7.9,21.0,21.06574989256553,0.0,0,0,,,62.7,backtest,,,,,,,
Auden Tate,WR,Florida St.,2018,253,7,41.2,37.5,28.2,82.3,0.0,100.0,13.0,3.7,20.0,34.55040973661123,0.0,0,0,,,101.5,backtest,,,,,,,
Braxton Berrios,WR,Miami (FL),2018,210,6,40.2,41.9,36.3,49.0,100.0,0.0,3.9,-1.7,22.0,27.962908592679582,0.0,0,0,,,115.1,backtest,,,,,,,
Cedrick Wilson Jr.,WR,Boise St.,2018,208,6,39.1,41.6,36.7,67.0,0.0,0.0,2.4,-2.5,21.0,34.008179745193615,13.0,0,0,,,76.3,backtest,,,,,,,
Marquez Valdes-Scantling,WR,South Florida,2018,174,5,38.2,48.9,43.6,38.4,0.0,0.0,-5.4,-10.7,23.0,26.713759625041845,108.0,0,0,7.554545454545454,6.498181818181818,166.1,backtest,,,,,,,
Javon Wims,WR,Georgia,2018,224,7,35.4,36.8,33.6,34.1,100.0,0.0,1.7,-1.5,23.0,28.228263600954897,0.0,0,0,,,42.6,backtest,,,,,,,
Dylan Cantrell,WR,Texas Tech,2018,191,6,34.1,46.9,40.1,30.0,0.0,0.0,-6.0,-12.8,23.0,19.40525587828493,3.0,0,0,,,0.0,backtest,,,,,,,
Trey Quinn,WR,SMU,2018,256,7,32.9,42.0,27.7,67.4,0.0,0.0,5.2,-9.1,21.0,34.73674376891746,0.0,0,0,,,51.8,backtest,,,,,,,
Richie James,WR,Middle Tenn. St.,2018,240,7,31.4,37.9,30.6,50.0,0.0,0.0,0.8,-6.5,22.0,10.964141091219096,57.0,0,0,,,157.70000000000002,backtest,,,,,,,
Marcell Ateman,WR,Oklahoma St.,2018,228,7,29.2,35.4,32.9,31.1,0.0,0.0,-3.6,-6.1,23.0,22.235993653269794,0.0,0,0,,,36.4,backtest,,,,,,,
Austin Proehl,WR,North Carolina,2018,255,7,28.5,32.6,27.9,45.0,0.0,0.0,0.6,-4.0,22.0,8.72920517560074,0.0,0,0,,,0.0,backtest,,,,,,,
Marquise Brown,WR,Oklahoma,2019,25,1,87.9,77.6,84.7,93.1,100.0,100.0,3.2,10.3,19.0,26.19788265660269,0.0,1,0,12.080434782608696,11.260674157303372,226.3,backtest,,,,,,,
Deebo Samuel,WR,South Carolina,2019,36,2,81.1,83.0,80.3,99.8,100.0,0.0,0.9,-1.9,19.0,29.59256329113924,26.0,1,1,16.02,14.350153846153846,385.1,backtest,,,,,,,
A.J. Brown,WR,Mississippi,2019,51,2,76.4,80.6,74.9,94.9,0.0,100.0,1.5,-4.1,19.0,29.77500108276668,0.0,1,1,15.011627906976743,15.922857142857143,333.2,backtest,,,,,,,
N'Keal Harry,WR,Arizona St.,2019,32,1,76.3,79.8,81.8,69.9,0.0,100.0,-5.6,-3.6,21.0,40.47158903204493,10.0,0,0,3.3777777777777778,3.6666666666666665,30.4,backtest,,,,,,,
Parris Campbell,WR,Ohio St.,2019,59,2,73.7,79.7,72.3,90.4,0.0,100.0,1.4,-6.0,19.0,20.7713717693837,16.0,0,0,5.666666666666667,6.352272727272728,149.1,backtest,,,,,,,
Mecole Hardman,WR,Georgia,2019,56,2,71.3,69.1,73.3,50.0,100.0,100.0,-2.0,2.2,22.0,18.69854102778552,36.0,0,0,8.21875,7.735211267605634,178.5,backtest,,,,,,,
Jalen Hurd,WR,Baylor,2019,67,3,68.1,75.9,69.9,95.8,0.0,0.0,-1.8,-7.8,19.0,21.56124919109364,209.0,0,0,,,0.0,backtest,,,,,,,
Diontae Johnson,WR,Toledo,2019,66,3,67.6,70.4,70.2,92.6,0.0,0.0,-2.5,-2.8,19.0,25.28132348001344,17.0,1,1,14.112765957446808,12.338636363636365,288.8,backtest,,,,,,,
JJ Arcega-Whiteside,WR,Stanford,2019,57,2,65.0,70.5,73.0,69.4,0.0,0.0,-8.0,-5.6,21.0,38.78169335495586,0.0,0,0,,,0.0,backtest,,,,,,,
Andy Isabella,WR,Massachusetts,2019,62,2,65.0,71.3,71.4,74.9,0.0,0.0,-6.4,-6.3,21.0,47.80170270942083,84.0,0,0,4.404761904761904,4.029166666666666,54.8,backtest,,,,,,,
D.K. Metcalf,WR,Mississippi,2019,64,2,63.5,69.5,70.8,45.0,0.0,100.0,-7.2,-6.0,22.0,18.140673047771667,0.0,0,0,14.381632653061226,13.708035714285716,0.0,backtest,,,,,,,
Riley Ridley,WR,Georgia,2019,126,4,61.2,60.3,54.3,91.1,100.0,0.0,6.9,0.9,19.0,22.24003345413995,0.0,0,0,4.16,4.16,13.5,backtest,,,,,,,
Miles Boykin,WR,Notre Dame,2019,93,3,58.8,65.6,62.5,50.2,100.0,0.0,-3.7,-6.8,22.0,30.453017948784744,0.0,0,0,4.692307692307692,3.9333333333333327,74.6,backtest,,,,,,,
Gary Jennings Jr,WR,West Virginia,2019,120,4,57.8,68.6,55.7,93.9,0.0,0.0,2.1,-10.8,19.0,27.870701054114512,0.0,0,0,,,0.0,backtest,,,,,,,
Hunter Renfrow,WR,Clemson,2019,149,5,57.3,54.2,49.0,90.0,100.0,0.0,8.3,3.1,19.0,7.850753979786237,0.0,1,1,11.395652173913044,9.168,272.9,backtest,,,,,,,
Terry McLaurin,WR,Ohio St.,2019,76,3,56.1,67.0,67.2,45.0,0.0,0.0,-11.2,-11.0,22.0,17.968190854870773,0.0,1,1,13.678260869565218,13.489719626168226,322.5,backtest,,,,,,,
Hakeem Butler,WR,Iowa St.,2019,103,4,52.9,64.1,59.9,54.9,0.0,0.0,-7.0,-11.2,22.0,43.58800000000001,0.0,0,0,0.0,0.0,0.0,backtest,,,,,,,
Scott Miller,WR,Bowling Green,2019,208,6,50.2,55.0,36.7,97.6,0.0,100.0,13.5,-4.8,19.0,35.155025470219435,16.0,0,0,,,121.0,backtest,,,,,,,
KeeSean Johnson,WR,Fresno St.,2019,174,6,49.8,52.4,43.6,96.6,0.0,0.0,6.2,-2.6,19.0,33.114173468764626,8.0,0,0,,,46.0,backtest,,,,,,,
Travis Fulgham,WR,Old Dominion,2019,184,6,48.7,58.7,41.5,98.3,0.0,0.0,7.2,-9.9,19.0,36.58390308264363,0.0,0,0,,,115.9,backtest,,,,,,,
Dillon Mitchell,WR,Oregon,2019,239,7,46.1,51.5,30.8,97.7,0.0,100.0,15.3,-5.4,19.0,35.49045452612781,5.0,0,0,,,0.0,backtest,,,,,,,
Marcus Green,WR,La-Monroe,2019,203,6,45.6,53.5,37.7,96.0,0.0,0.0,7.9,-7.9,19.0,22.093,189.0,0,0,,,0.0,backtest,,,,,,,
Terry Godwin,WR,Georgia,2019,237,7,44.8,46.2,31.2,90.0,100.0,0.0,13.6,-1.3,19.0,10.304339745376824,0.0,0,0,,,6.5,backtest,,,,,,,
Darius Slayton,WR,Auburn,2019,171,5,40.3,51.5,44.2,46.7,0.0,0.0,-3.9,-11.2,22.0,23.346018735363,0.0,0,0,8.827906976744186,8.405825242718446,170.0,backtest,,,,,,,
Kelvin Harmon,WR,North Carolina St.,2019,206,6,38.9,44.3,37.1,64.4,0.0,0.0,1.8,-5.5,21.0,28.894269572235675,0.0,0,0,,,66.5,backtest,,,,,,,
Olabisi Johnson,WR,Colorado St.,2019,247,7,38.5,49.3,29.3,90.0,0.0,0.0,9.2,-10.8,19.0,18.50752508361204,0.0,0,0,,,82.7,backtest,,,,,,,
Juwann Winfree,WR,Colorado,2019,187,6,37.6,46.3,40.9,45.0,0.0,0.0,-3.3,-8.7,22.0,10.745391397274911,0.0,0,0,,,11.8,backtest,,,,,,,
John Ursua,WR,Hawaii,2019,236,7,32.4,40.5,31.4,52.0,0.0,0.0,1.0,-8.1,22.0,34.06275429354576,4.0,0,0,,,2.1,backtest,,,,,,,
Jerry Jeudy,WR,Alabama,2020,15,1,91.0,86.7,89.5,91.6,100.0,100.0,1.5,4.3,19.0,23.274434520942563,1.0,1,0,10.897560975609755,10.463736263736264,240.9,backtest,,,,,,,
Henry Ruggs III,WR,Alabama,2020,12,1,89.8,88.6,91.2,80.0,100.0,100.0,-1.4,1.2,20.0,15.526763638698904,75.0,0,0,8.430000000000001,8.430000000000001,0.0,backtest,,,,,,,
Justin Jefferson,WR,LSU,2020,22,1,89.0,89.2,86.1,93.8,100.0,100.0,2.9,-0.2,19.0,27.53630287592798,0.0,1,1,19.4652,18.047234042553196,379.0,backtest,,,,,,,
Tee Higgins,WR,Clemson,2020,33,2,87.0,78.1,81.4,99.9,100.0,100.0,5.5,8.9,19.0,29.741329479768787,36.0,1,1,14.75813953488372,14.681707317073172,280.0,backtest,,,,,,,
CeeDee Lamb,WR,Oklahoma,2020,17,1,86.9,88.2,88.5,99.9,0.0,100.0,-1.6,-1.3,19.0,35.3786423310919,40.0,1,1,15.348979591836732,17.251063829787235,425.7000000000001,backtest,,,,,,,
Jalen Reagor,WR,TCU,2020,21,1,85.6,85.3,86.6,99.9,0.0,100.0,-1.0,0.3,18.0,29.166666666666664,89.0,0,0,5.057894736842106,4.359259259259259,81.2,backtest,,,,,,,
Laviska Shenault Jr.,WR,Colorado,2020,42,2,79.1,79.6,78.0,97.2,0.0,100.0,1.0,-0.6,19.0,24.477101314050227,161.0,0,0,11.221428571428572,6.903571428571428,157.1,backtest,,,,,,,
