player_name,position,school,draft_year,pick,round,dc_score,production_score,production_metric,ras_score,slap_score,delta_vs_dc,production_status,ras_status,breakout_age,nfl_best_ppr,nfl_hit24,nfl_hit12,data_type,rec_yards,team_pass_att,nfl_best_ppg
Luke McCaffrey,WR,Rice,2024,100,3,4.073650325434952,75.0,breakout_age,94.39999999999999,42.446825162717474,38.37317483728252,observed,observed,20.0,34.8,0,0,backtest,,,
Cornelius Johnson,WR,Michigan,2024,253,7,0.11609806486825013,79.7,breakout_age,94.60000000000001,42.14304903243412,42.026950967565874,imputed,observed,,0.0,0,0,backtest,,,
Xavier Legette,WR,South Carolina,2024,32,1,12.256881569749087,60.0,breakout_age,99.0,41.97844078487454,29.721559215125456,observed,observed,21.0,125.1,0,0,backtest,,,
Troy Franklin,WR,Oregon,2024,102,4,3.9686380768157115,75.0,breakout_age,90.19999999999999,41.76431903840785,37.79568096159214,observed,observed,20.0,80.5,0,0,backtest,,,
Jalen McMillan,WR,Washington,2024,92,3,4.527404025497721,75.0,breakout_age,86.7,41.51870201274886,36.99129798725114,observed,observed,20.0,141.5,0,0,backtest,,,
Johnny Wilson,WR,Florida St.,2024,185,6,1.2514397976859226,75.0,breakout_age,97.0,41.425719898842964,40.17428010115704,observed,observed,20.0,14.8,0,0,backtest,,,
Ryan Flournoy,WR,SE Missouri St.,2024,216,6,0.66734633660919,75.0,breakout_age,98.9,41.41867316830459,40.7513268316954,observed,observed,20.0,18.200000000000003,0,0,backtest,,,
Malachi Corley,WR,Western Kentucky,2024,65,3,6.635388497145812,75.0,breakout_age,77.6,41.207694248572906,34.572305751427095,observed,observed,20.0,7.2,0,0,backtest,,,
Adonai Mitchell,WR,Texas,2024,52,2,8.195823969275274,60.0,breakout_age,99.9,40.08291198463763,31.88708801536236,observed,observed,21.0,52.8,0,0,backtest,,,
Ja'Lynn Polk,WR,Washington,2024,37,2,10.937605630925596,60.0,breakout_age,88.5,39.7438028154628,28.806197184537204,observed,observed,21.0,32.7,0,0,backtest,,,
Brian Thomas,WR,LSU,2024,23,1,15.639641022734388,60.0,breakout_age,68.9,39.15482051136719,23.515179488632803,observed,imputed,21.0,284.0,1,1,backtest,,,
Jermaine Burton,WR,Alabama,2024,80,3,5.331713623024516,60.0,breakout_age,90.9,37.300856811512254,31.969143188487738,observed,observed,21.0,14.7,0,0,backtest,,,
Jacob Cowing,WR,Arizona,2024,135,4,2.588528873990925,75.0,breakout_age,62.800000000000004,36.964264436995464,34.37573556300454,observed,observed,20.0,12.7,0,0,backtest,,,
Jordan Whittington,WR,Texas,2024,213,6,0.7182394473699325,75.0,breakout_age,68.9,36.94411972368496,36.22588027631503,observed,imputed,20.0,54.7,0,0,backtest,,,
Roman Wilson,WR,Michigan,2024,84,3,5.044525719385312,60.0,breakout_age,85.9,36.40726285969266,31.362737140307345,observed,observed,21.0,0.0,0,0,backtest,,,
Isaac Guerendo,RB,Louisville,2024,129,4,2.799438307314335,57.35294117647059,receiving_production,99.0,36.32324856542187,33.52381025810754,observed,observed,,96.2,0,0,backtest,234.0,408.0,5.658823529411765
Trey Benson,RB,Florida St.,2024,66,3,6.534853034535545,52.42494226327945,receiving_production,97.6,36.25615630941557,29.72130327488003,observed,observed,,47.0,0,0,backtest,227.0,433.0,2.764705882352941
Tejhaun Palmer,WR,Ala-Birmingham,2024,191,6,1.1273748730295252,60.0,breakout_age,95.7,35.91868743651476,34.791312563485235,observed,observed,21.0,0.0,0,0,backtest,,,
Bub Means,WR,Pittsburgh,2024,170,5,1.589850551407915,60.0,breakout_age,93.5,35.81992527570396,34.230074724296045,observed,observed,21.0,26.8,0,0,backtest,,,
Jonathon Brooks,RB,Texas,2024,46,2,9.130243298057225,60.21052631578947,receiving_production,66.5,35.61380585955492,26.4835625614977,observed,imputed,,7.500000000000001,0,0,backtest,286.0,475.0,0.4411764705882353
Anthony Gould,WR,Oregon St.,2024,142,5,2.359567518966018,60.0,breakout_age,88.69999999999999,35.48478375948301,33.12521624051699,observed,observed,21.0,3.3000000000000003,0,0,backtest,,,
Malik Washington,WR,Virginia,2024,184,6,1.27270516315914,60.0,breakout_age,86.30000000000001,34.58135258157957,33.308647418420435,observed,observed,21.0,56.8,0,0,backtest,,,
Tahj Washington,WR,USC,2024,241,7,0.2808996715181957,75.0,breakout_age,51.3,34.0854498357591,33.8045501642409,observed,observed,20.0,0.0,0,0,backtest,,,
Devaughn Vele,WR,Utah,2024,235,7,0.36799489917880224,60.0,breakout_age,84.7,33.888997449589404,33.5210025504106,observed,observed,21.0,106.5,0,0,backtest,,,
Will Shipley,RB,Clemson,2024,127,4,2.873041562511235,51.47679324894515,receiving_production,95.7,33.80839841838642,30.93535685587518,observed,observed,,29.4,0,0,backtest,244.0,474.0,1.7294117647058822
MarShawn Lloyd,RB,USC,2024,88,3,4.7771483993699695,50.32537960954448,receiving_production,86.19999999999999,32.93245706302555,28.155308663655582,observed,observed,,2.8,0,0,backtest,232.0,461.0,0.1647058823529411
Casey Washington,WR,Illinois,2024,187,6,1.2094219465039422,60.0,breakout_age,71.5,32.32971097325197,31.12028902674803,observed,observed,21.0,2.4000000000000004,0,0,backtest,,,
Jamari Thrash,WR,Louisville,2024,156,5,1.9487832919551238,60.0,breakout_age,67.69999999999999,32.12939164597756,30.18060835402244,observed,observed,21.0,5.2,0,0,backtest,,,
Brenden Rice,WR,USC,2024,225,7,0.5208225597103188,60.0,breakout_age,71.7,32.01541127985516,31.49458872014484,observed,observed,21.0,0.0,0,0,backtest,,,
Kimani Vidal,RB,Troy,2024,181,6,1.3375552709236085,44.07894736842105,receiving_production,88.80000000000001,29.41640921440917,28.078853943485562,observed,observed,,32.7,0,0,backtest,201.0,456.0,1.9235294117647064
Jawhar Jordan,RB,Louisville,2024,205,6,0.8593746699613276,60.29411764705882,receiving_production,46.0,28.43262851145125,27.573253841489922,observed,observed,,0.0,0,0,backtest,246.0,408.0,0.0
Rasheen Ali,RB,Marshall,2024,165,5,1.7127850214741607,50.117647058823536,receiving_production,66.5,28.372568981325315,26.659783959851154,observed,imputed,,3.1,0,0,backtest,213.0,425.0,0.1823529411764706
Jaylen Wright,RB,Tennessee,2024,120,4,3.144986579351357,34.306569343065696,receiving_production,98.10000000000001,28.29479255974867,25.149805980397314,observed,observed,,26.700000000000003,0,0,backtest,141.0,411.0,1.5705882352941178
Tyrone Tracy Jr.,RB,Purdue,2024,166,5,1.6877544425947417,33.6734693877551,receiving_production,97.8,27.29959150701165,25.61183706441691,observed,observed,,0.0,0,0,backtest,132.0,392.0,0.0
Blake Corum,RB,Michigan,2024,83,3,5.1143723455287295,32.40997229916898,receiving_production,82.89999999999999,26.335676477473505,21.221304131944777,observed,observed,,33.5,0,0,backtest,117.0,361.0,1.9705882352941173
Jase McClellan,RB,Alabama,2024,186,6,1.2303461584302213,42.15384615384615,receiving_production,66.5,25.344019233061264,24.11367307463104,observed,imputed,,3.2,0,0,backtest,137.0,325.0,0.188235294117647
Audric Estime,RB,Notre Dame,2024,147,5,2.2061358865131675,40.45584045584046,receiving_production,65.7,25.11761210280074,22.911476216287575,observed,observed,,48.7,0,0,backtest,142.0,351.0,2.864705882352941
Isaiah Davis,RB,South Dakota St.,2024,173,5,1.5186618211906786,30.0,receiving_production,88.6,24.549330910595337,23.030669089404658,imputed,observed,,45.900000000000006,0,0,backtest,190.0,,2.7
Dylan Laube,RB,New Hampshire,2024,208,6,0.8054954987681643,30.0,receiving_production,87.8,24.07274774938408,23.26725225061592,imputed,observed,,-2.0,0,0,backtest,699.0,,-0.1176470588235294
Ray Davis,RB,Kentucky,2024,128,4,2.836024299005071,30.0,receiving_production,66.5,21.893012149502535,19.056987850497464,imputed,imputed,,125.7,0,0,backtest,,,7.394117647058824
Braelon Allen,RB,Wisconsin,2024,134,4,2.6226942132758926,27.931769722814497,receiving_production,66.5,21.06246650962302,18.43977229634713,observed,imputed,,85.2,0,0,backtest,131.0,469.0,5.011764705882353
Keilan Robinson,RB,Texas,2024,167,5,1.662949027191264,11.789473684210526,receiving_production,73.2,15.937790303069317,14.274841275878053,observed,observed,,0.0,0,0,backtest,56.0,475.0,0.0
Bucky Irving,RB,Oregon,2024,125,4,2.948404304071824,30.0,receiving_production,22.200000000000003,15.304202152035913,12.355797847964089,imputed,observed,,260.70000000000005,1,1,backtest,,,15.33529411764706
