player_name,position,college,draft_year,draft_pick,projected_pick,age,rec_yards,team_pass_attempts,weight,forty,weight_source,forty_source,draft_capital_score,breakout_score,athletic_score,slap_score,delta,tier,data_type
Bo Melton,WR,Rutgers,2022,229.0,,23.0,618.0,394.0,189.0,4.34,existing,existing,39.8,37.8,59.9,42.1,2.3,Below Avg,backtest
Kyle Philips,WR,UCLA,2022,163.0,,23.0,739.0,335.0,189.0,4.58,existing,existing,41.9,48.2,26.2,41.8,-0.1,Below Avg,backtest
Isiah Pacheco,RB,Rutgers,2022,251.0,,23.0,25.0,394.0,216.0,4.37,existing,existing,39.1,26.9,77.1,40.5,1.4,Below Avg,backtest
Snoop Conner,RB,Mississippi,2022,154.0,,22.0,82.0,429.0,222.0,4.59,existing,existing,44.1,33.2,44.3,40.3,-3.8,Below Avg,backtest
Kevin Harris,RB,South Carolina,2022,183.0,,21.0,89.0,360.0,221.0,4.62,existing,pro_day,42.2,37.2,38.9,40.0,-2.2,Below Avg,backtest
Jalen Nailor,WR,Michigan State,2022,191.0,,23.0,695.0,400.0,186.0,4.5,existing,existing,40.8,40.5,34.1,39.7,-1.1,Below Avg,backtest
George Pickens,WR,Georgia,2022,52.0,,21.0,107.0,407.0,195.0,4.47,existing,existing,52.2,17.6,45.5,39.1,-13.1,Below Avg,backtest
Michael Woods II,WR,Oklahoma,2022,202.0,,22.0,400.0,403.0,204.0,4.55,existing,existing,40.5,30.4,41.4,37.1,-3.4,Below Avg,backtest
Montrell Washington,WR,Samford,2022,162.0,,23.0,124.0,,,,missing,not_recorded,41.9,,,,,,backtest
Dareke Young,WR,Lenoir-Rhyne,2022,233.0,,23.0,303.0,,,,missing,not_recorded,39.7,,,,,,backtest
Brittain Brown,RB,UCLA,2022,250.0,,24.0,129.0,335.0,,,missing,not_recorded,39.1,38.3,,,,Below Avg,backtest
Samori Toure,WR,Nebraska,2022,258.0,,24.0,898.0,342.0,,,missing,not_recorded,39.1,49.6,,,,Below Avg,backtest
Zander Horvath,RB,Purdue,2022,260.0,,23.0,108.0,576.0,,,missing,not_recorded,38.8,32.1,,,,Below Avg,backtest
Ja'Marr Chase,WR,LSU,2021,5.0,,21.0,1780.0,567.0,201.0,4.34,combine,combine,100.0,76.1,71.0,87.3,-12.7,Elite,backtest
DeVonta Smith,WR,Alabama,2021,10.0,,22.0,1856.0,425.0,170.0,4.48,combine,pro_day,82.6,92.2,23.8,77.1,-5.5,Elite,backtest
Travis Etienne,RB,Clemson,2021,25.0,,22.0,588.0,490.0,215.0,4.45,combine,combine,78.8,80.6,61.4,76.8,-2.0,Elite,backtest
Najee Harris,RB,Alabama,2021,24.0,,23.0,425.0,425.0,232.0,4.45,combine,training,80.0,66.0,76.9,74.6,-5.4,Elite,backtest
Jaylen Waddle,WR,Alabama,2021,6.0,,22.0,591.0,425.0,180.0,4.37,pro_day,high_school,98.3,37.7,47.1,69.4,-28.9,Elite,backtest
Elijah Moore,WR,Ole Miss,2021,34.0,,21.0,1193.0,335.0,178.0,4.35,combine,combine,57.8,84.7,48.3,65.8,8.0,Elite,backtest
Javonte Williams,RB,North Carolina,2021,35.0,,21.0,305.0,357.0,212.0,4.55,combine,combine,69.8,68.8,42.3,65.3,-4.5,Elite,backtest
D'Wayne Eskridge,WR,Western Michigan,2021,56.0,,24.0,768.0,155.0,190.0,4.38,combine,combine,51.3,82.8,54.5,62.8,11.5,Elite,backtest
Kenneth Gainwell,RB,Memphis,2021,150.0,,22.0,610.0,441.0,201.0,4.42,combine,combine,44.5,89.2,53.7,61.5,17.0,Good,backtest
Rashod Bateman,WR,Minnesota,2021,27.0,,21.0,472.0,184.0,190.0,4.39,combine,combine,61.4,64.4,53.0,61.2,-0.2,Good,backtest
Kadarius Toney,WR,Florida,2021,20.0,,22.0,984.0,473.0,193.0,4.39,combine,combine,66.7,50.3,55.7,59.3,-7.4,Good,backtest
Dyami Brown,WR,North Carolina,2021,82.0,,21.0,1084.0,357.0,189.0,4.46,combine,pro_day,47.4,74.0,41.9,55.9,8.5,Good,backtest
Jaelon Darden,WR,North Texas,2021,129.0,,22.0,1190.0,336.0,174.0,4.47,combine,combine,43.5,77.1,28.3,53.0,9.5,Average,backtest
Terrace Marshall Jr.,WR,LSU,2021,59.0,,21.0,731.0,421.0,205.0,4.4,combine,combine,50.7,47.6,64.6,51.7,1.0,Average,backtest
Michael Carter,RB,North Carolina,2021,107.0,,22.0,267.0,357.0,201.0,4.5,combine,combine,48.8,59.4,40.7,51.3,2.5,Average,backtest
Dez Fitzpatrick,WR,Louisville,2021,109.0,,23.0,833.0,315.0,208.0,4.43,combine,combine,44.8,55.3,62.3,51.1,6.3,Average,backtest
Simi Fehoko,WR,Stanford,2021,179.0,,23.0,584.0,220.0,222.0,4.44,combine,combine,41.2,55.5,72.5,50.9,9.7,Average,backtest
Anthony Schwartz,WR,Auburn,2021,91.0,,21.0,652.0,362.0,186.0,4.27,combine,combine,46.4,48.9,68.7,50.6,4.2,Average,backtest
Amari Rodgers,WR,Clemson,2021,85.0,,21.0,1020.0,490.0,212.0,4.52,combine,combine,47.0,54.6,51.8,50.4,3.4,Average,backtest
Tylan Wallace,WR,Oklahoma State,2021,131.0,,22.0,917.0,340.0,194.0,4.48,combine,combine,43.4,61.6,43.2,49.7,6.3,Average,backtest
Nico Collins,WR,Michigan,2021,89.0,,22.0,729.0,410.0,215.0,4.43,combine,combine,46.6,44.8,68.3,49.2,2.6,Average,backtest
Josh Palmer,WR,Tennessee,2021,77.0,,21.0,475.0,285.0,210.0,4.52,pro_day,pro_day,48.0,46.2,50.3,47.7,-0.3,Below Avg,backtest
Trey Sermon,RB,Ohio State,2021,88.0,,22.0,95.0,225.0,215.0,4.57,combine,combine,51.7,44.1,41.7,47.5,-4.2,Below Avg,backtest
Khalil Herbert,RB,Virginia Tech,2021,217.0,,23.0,179.0,253.0,210.0,4.46,combine,combine,40.5,53.8,55.2,47.4,6.9,Average,backtest
Seth Williams,WR,Auburn,2021,219.0,,21.0,744.0,362.0,211.0,4.49,combine,combine,40.0,54.1,55.5,47.3,7.3,Average,backtest
Rhamondre Stevenson,RB,Oklahoma,2021,120.0,,23.0,211.0,362.0,231.0,4.64,combine,combine,47.3,48.6,43.7,47.2,-0.1,Below Avg,backtest
Tutu Atwell,WR,Louisville,2021,57.0,,21.0,625.0,315.0,155.0,4.42,combine,combine,51.1,52.6,18.6,46.8,-4.4,Below Avg,backtest
Amon-Ra St. Brown,WR,USC,2021,112.0,,21.0,478.0,263.0,197.0,4.51,combine,combine,44.6,49.2,41.5,45.7,1.1,Below Avg,backtest
Gerrid Doaks,RB,Cincinnati,2021,244.0,,23.0,202.0,295.0,228.0,4.58,combine,combine,39.3,52.8,50.7,45.7,6.4,Below Avg,backtest
Elijah Mitchell,RB,Louisiana,2021,194.0,,23.0,153.0,308.0,201.0,4.38,combine,combine,41.6,45.0,60.7,45.7,4.1,Below Avg,backtest
Jacob Harris,WR,UCF,2021,141.0,,24.0,539.0,408.0,219.0,4.39,combine,combine,42.9,31.1,78.5,44.1,1.2,Below Avg,backtest
Kawaan Baker,WR,South Alabama,2021,255.0,,23.0,656.0,350.0,210.0,4.44,combine,combine,39.2,42.8,62.4,43.9,4.7,Below Avg,backtest
Demetric Felton,RB,UCLA,2021,211.0,,23.0,159.0,200.0,189.0,4.55,combine,combine,40.7,57.4,23.2,43.9,3.2,Below Avg,backtest
Shi Smith,WR,South Carolina,2021,204.0,,22.0,621.0,295.0,237.0,4.79,combine,combine,40.4,50.8,33.0,42.9,2.5,Below Avg,backtest
Jalen Camp,WR,Georgia Tech,2021,209.0,,23.0,392.0,283.0,226.0,4.48,combine,combine,40.3,34.8,69.2,42.7,2.4,Below Avg,backtest
Chris Evans,RB,Michigan,2021,202.0,,23.0,87.0,213.0,211.0,4.5,combine,combine,41.2,41.3,49.4,42.5,1.3,Below Avg,backtest
Chuba Hubbard,RB,Oklahoma State,2021,126.0,,22.0,52.0,340.0,210.0,4.48,combine,combine,46.6,31.4,51.8,42.1,-4.5,Below Avg,backtest
Cornell Powell,WR,Clemson,2021,181.0,,23.0,882.0,490.0,204.0,4.53,combine,combine,41.2,41.6,44.2,41.8,0.6,Below Avg,backtest
Kylin Hill,RB,Mississippi State,2021,256.0,,23.0,237.0,557.0,214.0,4.51,combine,combine,38.9,42.0,50.4,41.7,2.8,Below Avg,backtest
Jake Funk,RB,Maryland,2021,233.0,,23.0,68.0,157.0,204.0,4.49,combine,combine,39.8,42.3,44.9,41.4,1.6,Below Avg,backtest
Dazz Newsome,WR,North Carolina,2021,221.0,,22.0,684.0,357.0,190.0,4.59,combine,combine,40.0,47.3,25.7,40.4,0.4,Below Avg,backtest
Ihmir Smith-Marsette,WR,Iowa,2021,157.0,,22.0,345.0,248.0,181.0,4.43,combine,combine,42.1,37.7,39.4,40.2,-1.9,Below Avg,backtest
Racey McMath,WR,LSU,2021,205.0,,22.0,195.0,421.0,217.0,4.36,combine,combine,40.4,20.8,82.1,39.8,-0.6,Below Avg,backtest
Gary Brightwell,RB,Arizona,2021,196.0,,22.0,58.0,188.0,218.0,4.62,combine,combine,41.5,38.7,36.6,39.8,-1.7,Below Avg,backtest
Jermar Jefferson,RB,Oregon State,2021,257.0,,21.0,67.0,233.0,206.0,4.57,combine,combine,38.9,39.3,34.4,38.4,-0.5,Below Avg,backtest
Ben Skowronek,WR,Notre Dame,2021,249.0,,24.0,439.0,362.0,220.0,4.62,combine,pro_day,39.3,29.5,43.7,36.5,-2.8,Below Avg,backtest
Marquez Stevenson,WR,Houston,2021,203.0,,23.0,307.0,297.0,180.0,4.48,combine,combine,40.5,29.1,31.9,35.2,-5.3,Below Avg,backtest
Tre Nixon,WR,UCF,2021,242.0,,23.0,258.0,408.0,187.0,4.44,combine,combine,39.5,22.6,43.1,34.1,-5.4,Below Avg,backtest
Frank Darby,WR,Arizona State,2021,187.0,,23.0,46.0,87.0,201.0,4.56,combine,combine,41.0,20.9,37.8,33.5,-7.5,Below Avg,backtest
Rondale Moore,WR,Purdue,2021,49.0,,21.0,270.0,,180.0,4.28,combine,combine,52.9,,61.1,,,,backtest
Kene Nwangwu,RB,Iowa State,2021,119.0,,23.0,22.0,372.0,,,missing,missing,47.4,26.7,,,,Below Avg,backtest
Larry Rountree,RB,Missouri,2021,198.0,,22.0,100.0,363.0,,4.62,missing,combine,41.4,37.2,,,,Below Avg,backtest
Mike Strachan,WR,Charleston (WV),2021,229.0,,24.0,,,,,missing,missing,39.8,,,,,,backtest
Dax Milne,WR,BYU,2021,258.0,,22.0,1189.0,375.0,,4.54,missing,combine,39.1,70.3,,,,Good,backtest
CeeDee Lamb,WR,Oklahoma,2020,17.0,,21.0,1327.0,381.0,198.0,4.5,combine,combine,69.9,83.1,43.6,70.6,0.7,Elite,backtest
Jerry Jeudy,WR,Alabama,2020,15.0,,21.0,1163.0,406.0,193.0,4.45,combine,combine,72.6,70.5,46.7,68.0,-4.6,Elite,backtest
Henry Ruggs III,WR,Alabama,2020,12.0,,21.0,746.0,406.0,188.0,4.27,combine,combine,77.8,49.6,70.6,66.8,-11.0,Elite,backtest
Justin Jefferson,WR,LSU,2020,22.0,,21.0,1540.0,567.0,202.0,4.43,combine,combine,64.9,67.5,57.2,64.7,-0.2,Elite,backtest
Clyde Edwards-Helaire,RB,LSU,2020,32.0,,21.0,453.0,567.0,207.0,4.6,combine,combine,72.1,65.9,30.8,63.7,-8.4,Good,backtest
Brandon Aiyuk,WR,Arizona State,2020,25.0,,22.0,1192.0,383.0,205.0,4.5,combine,combine,62.7,69.2,49.2,63.0,0.2,Good,backtest
D'Andre Swift,RB,Georgia,2020,35.0,,21.0,216.0,415.0,212.0,4.48,combine,combine,69.8,51.4,53.6,60.9,-8.9,Good,backtest
Chase Claypool,WR,Notre Dame,2020,49.0,,22.0,1037.0,416.0,238.0,4.42,combine,combine,52.9,57.9,89.6,60.2,7.3,Good,backtest
Zack Moss,RB,Utah,2020,86.0,,22.0,388.0,321.0,223.0,4.65,combine,combine,52.1,81.0,36.0,59.8,7.7,Good,backtest
AJ Dillon,RB,Boston College,2020,62.0,,22.0,195.0,305.0,247.0,4.53,combine,combine,57.6,54.3,75.1,59.1,1.5,Good,backtest
Antonio Gibson,RB,Memphis,2020,66.0,,22.0,735.0,441.0,228.0,4.39,combine,combine,56.5,50.0,84.8,58.5,2.0,Good,backtest
J.K. Dobbins,RB,Ohio State,2020,55.0,,21.0,247.0,406.0,209.0,4.44,combine,high_school,59.9,56.0,57.7,58.2,-1.7,Good,backtest
Michael Pittman Jr.,WR,USC,2020,34.0,,22.0,1275.0,514.0,223.0,4.52,combine,combine,57.8,57.7,60.4,58.2,0.4,Good,backtest
KJ Hamler,WR,Penn State,2020,46.0,,21.0,904.0,369.0,178.0,4.27,combine,school,53.7,62.1,60.8,57.7,4.0,Good,backtest
Tee Higgins,WR,Clemson,2020,33.0,,21.0,1167.0,509.0,216.0,4.54,combine,pro_day,58.2,58.9,52.0,57.5,-0.7,Good,backtest
Cam Akers,RB,Florida State,2020,52.0,,21.0,225.0,432.0,217.0,4.47,combine,combine,61.0,51.4,59.8,57.5,-3.5,Good,backtest
Jonathan Taylor,RB,Wisconsin,2020,41.0,,21.0,267.0,351.0,185.0,4.61,combine,combine,66.1,63.9,12.0,57.2,-8.9,Good,backtest
Jalen Reagor,WR,TCU,2020,21.0,,21.0,611.0,394.0,206.0,4.47,combine,combine,65.8,43.8,54.5,56.4,-9.4,Good,backtest
Devin Duvernay,WR,Texas,2020,92.0,,22.0,1386.0,470.0,200.0,4.39,combine,combine,46.3,66.2,61.8,55.6,9.3,Good,backtest
Tyler Johnson,WR,Minnesota,2020,161.0,,22.0,1318.0,323.0,206.0,4.7,combine,pro_day,41.9,86.9,23.8,54.9,13.0,Good,backtest
Denzel Mims,WR,Baylor,2020,59.0,,22.0,1020.0,444.0,207.0,4.38,combine,combine,50.7,54.3,69.6,54.8,4.1,Good,backtest
Ke'Shawn Vaughn,RB,Illinois,2020,76.0,,23.0,270.0,381.0,214.0,4.51,combine,combine,54.0,53.8,50.4,53.4,-0.6,Good,backtest
Gabriel Davis,WR,UCF,2020,128.0,,21.0,1241.0,457.0,216.0,4.54,combine,combine,43.6,67.5,52.0,53.2,9.6,Good,backtest
Laviska Shenault Jr.,WR,Colorado,2020,42.0,,21.0,764.0,411.0,227.0,4.58,combine,combine,54.9,50.1,54.4,53.1,-1.8,Good,backtest
Antonio Gandy-Golden,WR,Liberty,2020,142.0,,22.0,1396.0,452.0,223.0,4.6,combine,combine,42.8,68.8,48.6,52.8,10.0,Good,backtest
Eno Benjamin,RB,Arizona State,2020,222.0,,21.0,347.0,383.0,207.0,4.57,combine,combine,40.2,71.5,35.2,50.4,10.2,Average,backtest
Quez Watkins,WR,Southern Miss,2020,200.0,,22.0,1178.0,438.0,185.0,4.35,combine,combine,40.6,61.5,54.7,50.0,9.4,Average,backtest
Isaiah Hodgins,WR,Oregon State,2020,207.0,,21.0,1171.0,420.0,210.0,4.61,combine,combine,40.4,69.0,37.8,50.0,9.6,Average,backtest
James Proche,WR,SMU,2020,201.0,,23.0,1225.0,503.0,201.0,4.39,combine,high_school,40.5,51.9,62.7,47.8,7.3,Below Avg,backtest
Lynn Bowden Jr.,WR,Kentucky,2020,80.0,,22.0,348.0,257.0,204.0,4.38,combine,high_school,47.6,37.1,67.0,46.8,-0.8,Below Avg,backtest
La'Mical Perine,RB,Florida,2020,120.0,,22.0,262.0,467.0,216.0,4.62,combine,combine,47.3,50.6,35.0,46.6,-0.7,Below Avg,backtest
Anthony McFarland Jr.,RB,Maryland,2020,124.0,,22.0,126.0,342.0,208.0,4.44,combine,combine,46.8,41.6,56.8,46.5,-0.3,Below Avg,backtest
Van Jefferson,WR,Florida,2020,57.0,,24.0,657.0,467.0,200.0,4.39,combine,pro_day,51.1,32.3,61.8,46.1,-5.0,Below Avg,backtest
Darnell Mooney,WR,Tulane,2020,173.0,,22.0,713.0,336.0,176.0,4.38,combine,combine,41.5,51.1,42.1,44.9,3.4,Below Avg,backtest
Joe Reed,WR,Virginia,2020,151.0,,22.0,679.0,520.0,224.0,4.47,combine,combine,42.4,36.2,69.2,44.2,1.9,Below Avg,backtest
Quintez Cephus,WR,Wisconsin,2020,166.0,,22.0,901.0,351.0,202.0,4.73,combine,combine,41.7,59.2,17.7,44.2,2.5,Below Avg,backtest
Jauan Jennings,WR,Tennessee,2020,217.0,,23.0,969.0,360.0,215.0,4.72,combine,combine,40.1,56.1,27.4,43.8,3.7,Below Avg,backtest
Joshua Kelley,RB,UCLA,2020,112.0,,22.0,71.0,426.0,212.0,4.49,combine,combine,48.2,32.1,51.9,43.1,-5.1,Below Avg,backtest
DeeJay Dallas,RB,Miami,2020,144.0,,21.0,140.0,437.0,217.0,4.58,combine,combine,44.9,41.0,41.8,43.1,-1.8,Below Avg,backtest
Dezmon Patmon,WR,Washington State,2020,212.0,,22.0,762.0,710.0,225.0,4.48,combine,combine,40.2,31.9,68.4,41.5,1.3,Below Avg,backtest
Donovan Peoples-Jones,WR,Michigan,2020,187.0,,21.0,438.0,410.0,212.0,4.48,combine,combine,41.0,34.0,57.8,41.1,0.1,Below Avg,backtest
K.J. Osborn,WR,Miami,2020,176.0,,23.0,547.0,437.0,203.0,4.48,combine,combine,41.4,32.6,50.5,39.7,-1.7,Below Avg,backtest
Collin Johnson,WR,Texas,2020,165.0,,22.0,559.0,470.0,222.0,4.65,combine,pro_day,41.8,34.0,41.0,38.9,-2.9,Below Avg,backtest
Freddie Swain,WR,Florida,2020,214.0,,22.0,517.0,467.0,197.0,4.46,combine,combine,40.2,32.5,48.5,38.8,-1.5,Below Avg,backtest
K.J. Hill,WR,Ohio State,2020,220.0,,22.0,636.0,406.0,196.0,4.6,combine,combine,40.0,40.9,28.9,38.6,-1.4,Below Avg,backtest
Tyrie Cleveland,WR,Florida,2020,252.0,,22.0,351.0,467.0,209.0,4.46,combine,combine,39.2,26.0,58.5,37.5,-1.7,Below Avg,backtest
Raymond Calais,RB,Louisiana,2020,245.0,,22.0,67.0,412.0,188.0,4.42,combine,combine,39.3,31.9,41.6,37.1,-2.2,Below Avg,backtest
Bryan Edwards,WR,South Carolina,2020,81.0,,21.0,816.0,,212.0,4.53,combine,high_school,47.5,,50.4,,,,backtest
Darrynton Evans,RB,Appalachian State,2020,93.0,,22.0,,,203.0,4.41,combine,combine,50.9,,57.3,,,,backtest
John Hightower,WR,Boise State,2020,168.0,,24.0,943.0,,189.0,4.43,combine,combine,41.7,,46.2,,,,backtest
Isaiah Coulter,WR,Rhode Island,2020,171.0,,21.0,205.0,,198.0,4.45,combine,combine,41.5,,50.8,,,,backtest
Jason Huntley,RB,New Mexico St.,2020,172.0,,22.0,192.0,446.0,,,missing,missing,42.9,44.5,,,,Below Avg,backtest
Malcolm Perry,RB,Navy,2020,246.0,,23.0,,104.0,186.0,4.63,combine,combine,39.3,,10.3,,,,backtest
